"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Emp","yes",1,0,0,"1.08","-1.28","-1.28"
"2","H","Gen","yes",0,-1,0,"0.48","-0.01","-1.29"
"3","A","Fir","yes",1,0,2,"0.22","0.53","-0.76"
"4","H","Int","yes",1,0,1,"0.16","0.67","-0.09"
"5","H","Bol","yes",0,-1,1,"0.37","0.23","0.14"
"6","A","Nap","yes",0,-2,0,"0.15","0.69","0.83"
"7","H","Rom","yes",1,0,1,"0.30","0.36","1.19"
"8","A","Ver","yes",3,3,3,"0.87","-0.83","0.35"
"9","H","Ven","yes",1,0,2,"1.03","-1.18","-0.83"
"10","A","Ata","yes",0,-2,0,"0.36","0.23","-0.60"
"11","H","Mil","yes",0,-1,0,"0.29","0.39","-0.21"
"12","H","Laz","yes",0,-1,0,"0.20","0.58","0.38"
"13","A","Tor","yes",1,0,1,"0.56","-0.19","0.19"
"14","A","Com","yes",1,0,1,"0.45","0.05","0.24"
"15","H","Udi","yes",0,-1,1,"0.51","-0.07","0.17"
"16","A","Lec","yes",0,-1,1,"0.83","-0.75","-0.58"
"17","H","Juv","yes",0,-1,1,"0.27","0.43","-0.14"
"18","A","Par","yes",0,-1,1,"0.71","-0.49","-0.64"
"19","H","Cag","yes",0,-1,1,"0.74","-0.56","-1.20"
"20","H","Fir","yes",3,1,2,"0.36","0.23","-0.97"
"21","A","Bol","yes",0,-2,1,"0.27","0.43","-0.54"
"22","A","Gen","yes",0,-2,0,"0.66","-0.40","-0.94"
"23","H","Ver","yes",0,-1,0,"0.51","-0.08","-1.02"
"24","A","Laz","yes",0,-4,1,"0.41","0.13","-0.89"
"25","H","Lec","yes",1,0,0,"0.66","-0.38","-1.28"
"26","A","Rom","yes",0,-4,0,"0.20","0.57","-0.71"
"27","H","Tor","yes",0,-2,0,"0.54","-0.13","-0.84"
"28","A","Int","yes",0,-1,2,"0.17","0.64","-0.20"
"29","H","Par","yes",1,0,1,"0.69","-0.46","-0.67"
"30","A","Cag","yes",0,-3,0,"0.67","-0.42","-1.08"
"31","H","Com","yes",0,-2,1,"0.50","-0.06","-1.14"
"32","A","Ven","yes",0,-1,0,"0.76","-0.60","-1.74"
"33","H","Nap","yes",0,-1,0,"0.17","0.64","-1.10"
"34","A","Juv","yes",0,-2,0,"0.22","0.54","-0.56"
"35","H","Ata","yes",0,-4,0,"0.12","0.75","0.18"
"36","A","Udi","yes",3,1,2,"0.59","-0.25","-0.07"
"37","H","Emp","yes",0,-2,1,"0.59","-0.24","-0.31"
"38","A","Mil","yes",0,-2,0,"0.33","0.31","-0.00"
