"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Rom","yes",1,0,0,"1.26","-0.25","-0.25"
"2","H","Com","yes",1,0,1,"1.50","-0.48","-0.73"
"3","A","Lec","yes",0,-1,0,"1.10","-0.09","-0.82"
"4","H","Nap","yes",0,-4,0,"0.46","0.54","-0.27"
"5","H","Emp","yes",0,-2,0,"1.39","-0.37","-0.65"
"6","A","Par","yes",3,1,3,"1.24","-0.22","-0.87"
"7","A","Juv","yes",1,0,1,"0.45","0.55","-0.31"
"8","H","Tor","yes",3,1,3,"1.26","-0.25","-0.56"
"9","A","Udi","yes",0,-2,0,"0.69","0.32","-0.24"
"10","H","Bol","yes",0,-2,0,"1.02","-0.01","-0.25"
"11","A","Laz","yes",0,-1,1,"0.45","0.55","0.30"
"12","H","Mil","yes",1,0,3,"1.00","0.02","0.32"
"13","A","Gen","yes",1,0,2,"1.10","-0.08","0.23"
"14","H","Ver","yes",3,1,1,"1.48","-0.46","-0.23"
"15","A","Fir","yes",0,-1,0,"0.55","0.46","0.23"
"16","H","Ata","yes",0,-1,0,"0.46","0.54","0.78"
"17","A","Ven","yes",0,-1,1,"1.31","-0.30","0.48"
"18","H","Int","yes",0,-3,0,"0.52","0.48","0.96"
"19","A","Mon","yes",3,1,2,"1.77","-0.74","0.22"
"20","A","Mil","yes",1,0,1,"0.56","0.45","0.66"
"21","H","Lec","yes",3,3,4,"1.62","-0.60","0.06"
"22","A","Tor","yes",0,-2,0,"0.87","0.14","0.21"
"23","H","Laz","yes",0,-1,1,"0.81","0.20","0.41"
"24","H","Par","yes",3,1,2,"1.69","-0.67","-0.26"
"25","A","Ata","yes",1,0,0,"0.42","0.59","0.33"
"26","H","Juv","no",NA,NA,NA,"0.71","0.30","0.62"
"27","A","Bol","no",NA,NA,NA,"0.60","0.41","1.03"
"28","H","Gen","no",NA,NA,NA,"1.30","-0.28","0.75"
"29","A","Rom","no",NA,NA,NA,"0.51","0.50","1.25"
"30","H","Mon","no",NA,NA,NA,"1.98","-0.96","0.29"
"31","A","Emp","no",NA,NA,NA,"1.45","-0.43","-0.14"
"32","A","Int","no",NA,NA,NA,"0.26","0.75","0.61"
"33","H","Fir","no",NA,NA,NA,"0.93","0.09","0.69"
"34","A","Ver","no",NA,NA,NA,"1.28","-0.26","0.43"
"35","H","Udi","no",NA,NA,NA,"1.23","-0.21","0.22"
"36","A","Com","no",NA,NA,NA,"0.80","0.21","0.42"
"37","H","Ven","no",NA,NA,NA,"2.18","-1.15","-0.72"
"38","A","Nap","no",NA,NA,NA,"0.28","0.72","-0.00"
