"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bol","yes",1,0,1,"0.49","0.60","0.60"
"2","H","Laz","yes",3,1,2,"0.83","0.32","0.92"
"3","H","Com","yes",3,1,1,"1.64","-0.34","0.58"
"4","A","Par","yes",3,1,3,"1.31","-0.07","0.51"
"5","A","Rom","yes",0,-3,0,"0.54","0.56","1.07"
"6","H","Int","yes",0,-1,2,"0.76","0.38","1.45"
"7","H","Lec","yes",3,1,1,"1.96","-0.60","0.85"
"8","A","Mil","yes",0,-1,0,"0.80","0.34","1.19"
"9","H","Cag","yes",3,2,2,"1.98","-0.62","0.57"
"10","A","Ven","yes",0,-1,2,"1.51","-0.23","0.34"
"11","H","Juv","yes",0,-2,0,"1.07","0.13","0.47"
"12","A","Ata","yes",0,-1,1,"0.76","0.38","0.84"
"13","A","Emp","yes",1,0,1,"1.85","-0.51","0.33"
"14","H","Gen","yes",0,-2,0,"1.71","-0.39","-0.06"
"15","A","Mon","yes",3,1,2,"2.10","-0.72","-0.78"
"16","H","Nap","yes",0,-2,1,"0.67","0.45","-0.33"
"17","A","Fir","yes",3,1,2,"0.54","0.56","0.23"
"18","H","Tor","yes",1,0,2,"1.53","-0.25","-0.02"
"19","A","Ver","yes",1,0,0,"1.43","-0.17","-0.19"
"20","H","Ata","yes",1,0,0,"0.55","0.55","0.36"
"21","A","Com","yes",0,-3,1,"0.95","0.22","0.59"
"22","H","Rom","yes",0,-1,1,"1.15","0.06","0.65"
"23","H","Ven","yes",3,1,3,"2.21","-0.81","-0.15"
"24","A","Nap","yes",1,0,1,"0.29","0.76","0.61"
"25","H","Emp","yes",3,3,3,"1.78","-0.45","0.15"
"26","A","Lec","yes",3,1,1,"1.62","-0.32","-0.17"
"27","H","Par","yes",3,1,1,"1.95","-0.59","-0.76"
"28","A","Laz","yes",1,0,1,"0.71","0.42","-0.34"
"29","H","Ver","yes",0,-1,0,"1.63","-0.33","-0.67"
"30","A","Int","yes",0,-1,1,"0.39","0.68","0.01"
"31","A","Gen","yes",0,-1,0,"1.22","0.00","0.02"
"32","H","Mil","yes",0,-4,0,"1.10","0.10","0.11"
"33","A","Tor","yes",0,-2,0,"0.98","0.20","0.32"
"34","H","Bol","no",NA,NA,NA,"1.15","0.06","0.38"
"35","A","Cag","no",NA,NA,NA,"1.28","-0.05","0.33"
"36","H","Mon","no",NA,NA,NA,"2.33","-0.91","-0.57"
"37","A","Juv","no",NA,NA,NA,"0.52","0.57","0.00"
"38","H","Fir","no",NA,NA,NA,"1.22","-0.00","-0.00"
