"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Tor","yes",1,0,2,"2.01","-0.21","-0.21"
"2","A","Par","yes",0,-1,1,"1.90","-0.15","-0.36"
"3","A","Laz","yes",1,0,2,"1.42","0.14","-0.22"
"4","H","Ven","yes",3,4,4,"2.47","-0.49","-0.71"
"5","A","Int","yes",3,1,2,"0.73","0.56","-0.15"
"6","H","Lec","yes",3,3,3,"2.16","-0.30","-0.45"
"7","A","Fir","yes",0,-1,1,"0.90","0.46","0.00"
"8","H","Udi","yes",3,1,1,"1.96","-0.18","-0.18"
"9","H","Nap","yes",0,-2,0,"1.05","0.37","0.19"
"10","A","Mon","yes",3,1,1,"2.50","-0.51","-0.32"
"11","A","Cag","yes",1,0,3,"1.86","-0.12","-0.44"
"12","H","Juv","yes",1,0,0,"1.43","0.14","-0.31"
"13","H","Emp","yes",3,3,3,"2.08","-0.25","-0.56"
"14","A","Ata","yes",0,-1,1,"1.31","0.21","-0.35"
"15","H","Gen","yes",1,0,0,"1.92","-0.16","-0.51"
"16","A","Ver","yes",3,1,1,"2.08","-0.25","-0.76"
"17","H","Rom","yes",1,0,1,"1.54","0.07","-0.69"
"18","H","Cag","yes",1,0,1,"2.25","-0.35","-1.04"
"19","A","Com","yes",3,1,2,"1.49","0.10","-0.95"
"20","A","Juv","yes",0,-2,0,"0.90","0.46","-0.49"
"21","H","Par","yes",3,1,3,"2.20","-0.33","-0.82"
"22","H","Int","yes",1,0,1,"0.99","0.40","-0.42"
"23","A","Emp","yes",3,2,2,"2.26","-0.37","-0.78"
"24","H","Ver","yes",3,1,1,"1.98","-0.19","-0.97"
"25","A","Tor","yes",0,-1,1,"1.70","-0.02","-1.00"
"26","A","Bol","yes",0,-1,1,"1.06","0.36","-0.64"
"27","H","Laz","yes",0,-1,1,"1.17","0.29","-0.35"
"28","A","Lec","yes",3,1,3,"2.04","-0.23","-0.58"
"29","H","Com","yes",3,1,2,"1.96","-0.18","-0.76"
"30","A","Nap","yes",0,-1,1,"0.63","0.62","-0.14"
"31","H","Fir","yes",1,0,2,"1.70","-0.02","-0.16"
"32","A","Udi","yes",3,4,4,"1.75","-0.05","-0.21"
"33","H","Ata","yes",0,-1,0,"0.79","0.52","0.31"
"34","A","Ven","yes",3,2,2,"1.96","-0.18","0.13"
"35","A","Gen","yes",3,1,2,"1.84","-0.11","0.02"
"36","H","Bol","yes",3,2,3,"1.70","-0.02","-0.01"
"37","A","Rom","yes",0,-2,1,"0.85","0.49","0.48"
"38","H","Mon","yes",3,2,2,"2.46","-0.48","-0.00"
