"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Ven","yes",3,2,3,"2.34","-0.37","-0.37"
"2","A","Udi","yes",0,-1,1,"2.06","-0.20","-0.57"
"3","H","Mil","yes",1,0,2,"1.27","0.26","-0.32"
"4","H","Ver","yes",3,1,2,"1.78","-0.04","-0.35"
"5","A","Fir","yes",0,-1,1,"1.22","0.29","-0.07"
"6","A","Tor","yes",3,1,3,"2.01","-0.18","-0.24"
"7","H","Emp","yes",3,1,2,"1.89","-0.11","-0.35"
"8","A","Juv","yes",0,-1,0,"1.21","0.29","-0.06"
"9","H","Gen","yes",3,3,3,"1.71","-0.00","-0.06"
"10","A","Com","yes",3,4,5,"1.83","-0.07","-0.13"
"11","H","Cag","yes",3,1,2,"2.08","-0.22","-0.35"
"12","A","Mon","yes",3,1,1,"2.65","-0.55","-0.89"
"13","H","Bol","yes",3,3,3,"1.48","0.13","-0.76"
"14","A","Par","yes",0,-2,1,"2.19","-0.28","-1.04"
"15","A","Nap","yes",3,1,1,"0.89","0.48","-0.56"
"16","H","Int","yes",0,-6,0,"0.81","0.53","-0.03"
"17","A","Lec","yes",3,1,2,"2.30","-0.34","-0.38"
"18","H","Ata","yes",1,0,1,"0.63","0.63","0.26"
"19","A","Rom","yes",0,-2,0,"1.15","0.33","0.58"
"20","H","Com","yes",1,0,1,"1.76","-0.03","0.55"
"21","A","Ver","yes",3,3,3,"2.33","-0.36","0.19"
"22","H","Fir","yes",0,-1,1,"1.48","0.13","0.33"
"23","A","Cag","yes",3,1,2,"2.15","-0.26","0.07"
"24","H","Mon","yes",3,4,5,"2.33","-0.36","-0.29"
"25","H","Nap","yes",1,0,2,"0.85","0.50","0.21"
"26","A","Ven","yes",1,0,0,"2.24","-0.31","-0.09"
"27","A","Mil","yes",3,1,2,"1.56","0.09","-0.01"
"28","H","Udi","yes",1,0,1,"1.76","-0.03","-0.04"
"29","A","Bol","yes",0,-5,0,"1.40","0.18","0.14"
"30","H","Tor","yes",1,0,1,"1.81","-0.06","0.08"
"31","A","Ata","yes",3,1,1,"1.65","0.03","0.12"
"32","H","Rom","yes",1,0,1,"1.32","0.23","0.35"
"33","A","Gen","yes",3,2,2,"2.14","-0.25","0.10"
"34","H","Par","yes",1,0,2,"2.03","-0.19","-0.09"
"35","A","Emp","yes",3,1,1,"2.47","-0.45","-0.54"
"36","H","Juv","yes",1,0,1,"1.21","0.29","-0.25"
"37","A","Int","yes",1,0,2,"1.02","0.41","0.16"
"38","H","Lec","yes",0,-1,0,"1.98","-0.16","-0.00"
