"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Huddersfield Town AFC",394,"Burnley FC",328,0,1,"A","2022-07-29","19:00:00","FINISHED"
1,"Rotherham United FC",385,"Swansea City AFC",72,1,1,"D","2022-07-30","14:00:00","FINISHED"
1,"Blackburn Rovers FC",59,"Queens Park Rangers FC",69,1,0,"H","2022-07-30","14:00:00","FINISHED"
1,"Blackpool FC",336,"Reading FC",355,1,0,"H","2022-07-30","14:00:00","FINISHED"
1,"Hull City AFC",322,"Bristol City FC",387,2,1,"H","2022-07-30","14:00:00","FINISHED"
1,"Luton Town FC",389,"Birmingham City FC",332,0,0,"D","2022-07-30","14:00:00","FINISHED"
1,"Millwall FC",384,"Stoke City FC",70,2,0,"H","2022-07-30","14:00:00","FINISHED"
1,"Wigan Athletic FC",75,"Preston North End FC",1081,0,0,"D","2022-07-30","14:00:00","FINISHED"
1,"Cardiff City FC",715,"Norwich City FC",68,1,0,"H","2022-07-30","14:00:00","FINISHED"
1,"Middlesbrough FC",343,"West Bromwich Albion FC",74,1,1,"D","2022-07-30","16:30:00","FINISHED"
1,"Sunderland AFC",71,"Coventry City FC",1076,1,1,"D","2022-07-31","11:00:00","FINISHED"
1,"Watford FC",346,"Sheffield United FC",356,1,0,"H","2022-08-01","19:00:00","FINISHED"
2,"Birmingham City FC",332,"Huddersfield Town AFC",394,2,1,"H","2022-08-05","18:45:00","FINISHED"
2,"Norwich City FC",68,"Wigan Athletic FC",75,1,1,"D","2022-08-06","11:30:00","FINISHED"
2,"Preston North End FC",1081,"Hull City AFC",322,0,0,"D","2022-08-06","14:00:00","FINISHED"
2,"Queens Park Rangers FC",69,"Middlesbrough FC",343,3,2,"H","2022-08-06","14:00:00","FINISHED"
2,"Sheffield United FC",356,"Millwall FC",384,2,0,"H","2022-08-06","14:00:00","FINISHED"
2,"Stoke City FC",70,"Blackpool FC",336,2,0,"H","2022-08-06","14:00:00","FINISHED"
2,"Reading FC",355,"Cardiff City FC",715,2,1,"H","2022-08-06","14:00:00","FINISHED"
2,"Swansea City AFC",72,"Blackburn Rovers FC",59,0,3,"A","2022-08-06","14:00:00","FINISHED"
2,"Bristol City FC",387,"Sunderland AFC",71,2,3,"A","2022-08-06","14:00:00","FINISHED"
2,"Burnley FC",328,"Luton Town FC",389,1,1,"D","2022-08-06","14:00:00","FINISHED"
2,"West Bromwich Albion FC",74,"Watford FC",346,1,1,"D","2022-08-08","19:00:00","FINISHED"
3,"Watford FC",346,"Burnley FC",328,1,0,"H","2022-08-12","19:00:00","FINISHED"
3,"Cardiff City FC",715,"Birmingham City FC",332,1,0,"H","2022-08-13","11:30:00","FINISHED"
3,"Blackpool FC",336,"Swansea City AFC",72,0,1,"A","2022-08-13","14:00:00","FINISHED"
3,"Huddersfield Town AFC",394,"Stoke City FC",70,3,1,"H","2022-08-13","14:00:00","FINISHED"
3,"Hull City AFC",322,"Norwich City FC",68,2,1,"H","2022-08-13","14:00:00","FINISHED"
3,"Luton Town FC",389,"Preston North End FC",1081,0,1,"A","2022-08-13","14:00:00","FINISHED"
