"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Ton","yes",1,0,"0.45","0.54","0.54"
"2","H","Gui","yes",1,0,"0.95","0.04","0.58"
"3","A","Fam","yes",1,0,"1.48","-0.49","0.09"
"4","H","Ben","yes",0,-3,"0.52","0.47","0.56"
"5","A","Far","yes",3,1,"1.45","-0.46","0.10"
"6","H","Mor","yes",3,2,"1.12","-0.14","-0.04"
"7","A","Bel","yes",1,0,"0.97","0.02","-0.02"
"8","A","Gil","yes",0,-2,"1.37","-0.39","-0.41"
"9","H","Boa","yes",1,0,"1.16","-0.18","-0.59"
"10","A","Bra","yes",0,-3,"0.38","0.61","0.03"
"11","H","Mar","yes",0,-2,"1.53","-0.55","-0.52"
"12","A","Pac","yes",0,-2,"0.47","0.53","0.01"
"13","H","Pse","yes",3,3,"1.39","-0.40","-0.39"
"14","A","Spo","yes",1,0,"0.22","0.78","0.38"
"15","H","SCl","yes",0,-1,"1.11","-0.13","0.25"
"16","A","Pto","yes",0,-2,"0.27","0.73","0.98"
"17","H","Nac","yes",1,0,"1.73","-0.75","0.23"
"18","H","Ton","yes",3,1,"1.82","-0.84","-0.61"
"19","A","Gui","yes",3,2,"0.93","0.06","-0.55"
"20","H","Fam","yes",0,-1,"1.00","-0.01","-0.56"
"21","A","Ben","yes",0,-2,"0.37","0.63","0.07"
"22","H","Far","yes",3,2,"1.46","-0.48","-0.40"
"23","A","Mor","yes",1,0,"1.17","-0.18","-0.59"
"24","H","Bel","yes",1,0,"1.25","-0.27","-0.86"
"25","H","Gil","yes",0,-2,"1.13","-0.14","-1.00"
"26","A","Boa","yes",1,0,"1.06","-0.08","-1.07"
"27","H","Bra","yes",1,0,"0.48","0.51","-0.56"
"28","A","Mar","yes",0,-1,"1.41","-0.43","-0.99"
"29","H","Pac","yes",1,0,"1.36","-0.37","-1.37"
"30","A","Pse","no",NA,NA,"0.84","0.14","-1.22"
"31","H","Spo","no",NA,NA,"0.25","0.74","-0.48"
"32","A","SCl","no",NA,NA,"0.92","0.07","-0.41"
"33","H","Pto","no",NA,NA,"0.25","0.75","0.34"
"34","A","Nac","no",NA,NA,"1.33","-0.34","-0.00"
