"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Rio","yes",1,"2.27","-0.82","-0.82"
"2","A","Mar","yes",0,"0.99","0.20","-0.62"
"3","H","Bra","yes",0,"1.25","-0.01","-0.62"
"4","A","Gil","yes",1,"0.95","0.24","-0.38"
"5","H","Pse","yes",3,"2.33","-0.87","-1.25"
"6","A","Spo","yes",0,"0.14","0.89","-0.36"
"7","H","SCl","yes",3,"2.03","-0.62","-0.98"
"8","H","Gui","yes",0,"1.86","-0.49","-1.47"
"9","A","Pto","yes",0,"0.15","0.88","-0.59"
"10","H","Mor","yes",1,"1.94","-0.55","-1.14"
"11","A","Nac","yes",0,"0.94","0.25","-0.89"
"12","H","Fam","yes",3,"1.90","-0.52","-1.42"
"13","A","Ben","yes",0,"0.23","0.82","-0.60"
"14","H","Boa","yes",3,"2.25","-0.80","-1.40"
"15","A","Bel","yes",0,"0.62","0.50","-0.90"
"16","H","Far","yes",3,"2.30","-0.84","-1.74"
"17","A","Pac","yes",0,"0.22","0.83","-0.91"
"18","A","Rio","yes",0,"0.86","0.31","-0.60"
"19","H","Mar","yes",3,"2.18","-0.75","-1.35"
"20","A","Bra","yes",0,"0.23","0.82","-0.53"
"21","H","Gil","yes",3,"2.05","-0.64","-1.17"
"22","A","Pse","yes",0,"0.54","0.57","-0.60"
"23","H","Spo","yes",0,"0.45","0.64","0.03"
"24","A","SCl","yes",1,"0.58","0.53","0.57"
"25","A","Gui","yes",3,"0.70","0.44","1.00"
"26","H","Pto","yes",0,"0.74","0.41","1.41"
"27","A","Mor","yes",3,"0.79","0.37","1.78"
"28","H","Nac","yes",3,"2.45","-0.97","0.82"
"29","A","Fam","yes",1,"1.07","0.15","0.96"
"30","H","Ben","no",NA,"1.14","0.09","1.05"
"31","A","Boa","no",NA,"0.86","0.31","1.36"
"32","H","Bel","no",NA,"2.28","-0.83","0.53"
"33","A","Far","no",NA,"0.94","0.25","0.78"
"34","H","Pac","no",NA,"2.22","-0.78","0.00"
