"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Pse","yes",3,"1.39","-0.25","-0.25"
"2","A","SCl","yes",1,"1.29","-0.15","-0.40"
"3","H","Ton","yes",1,"1.69","-0.52","-0.92"
"4","A","Pto","yes",0,"0.41","0.64","-0.29"
"5","A","Spo","yes",0,"0.35","0.68","0.40"
"6","H","Gui","yes",0,"0.71","0.37","0.76"
"7","A","Nac","yes",0,"1.93","-0.73","0.03"
"8","H","Rio","yes",3,"1.29","-0.16","-0.12"
"9","A","Mor","yes",1,"1.57","-0.41","-0.53"
"10","H","Ben","yes",0,"0.37","0.67","0.14"
"11","A","Fam","yes",3,"1.84","-0.65","-0.52"
"12","H","Bel","yes",1,"1.31","-0.18","-0.69"
"13","A","Far","yes",0,"1.76","-0.58","-1.27"
"14","H","Mar","yes",0,"1.32","-0.18","-1.46"
"15","A","Bra","yes",0,"0.54","0.52","-0.94"
"16","H","Pac","yes",0,"1.22","-0.09","-1.03"
"17","A","Boa","yes",3,"1.55","-0.39","-1.41"
"18","H","Spo","yes",0,"0.15","0.86","-0.55"
"19","A","Pse","yes",0,"1.21","-0.09","-0.64"
"20","H","SCl","yes",3,"0.95","0.15","-0.49"
"21","A","Ton","yes",0,"0.81","0.28","-0.21"
"22","H","Pto","yes",0,"0.22","0.80","0.59"
"23","A","Gui","yes",3,"1.47","-0.32","0.27"
"24","H","Nac","yes",3,"1.59","-0.42","-0.15"
"25","A","Rio","yes",3,"1.63","-0.46","-0.61"
"26","H","Mor","yes",0,"0.91","0.18","-0.43"
"27","A","Ben","yes",3,"0.64","0.42","-0.01"
"28","H","Fam","yes",0,"0.88","0.21","0.21"
"29","A","Bel","no",NA,"1.48","-0.32","-0.12"
"30","H","Far","no",NA,"1.35","-0.21","-0.32"
"31","A","Mar","no",NA,"1.82","-0.63","-0.95"
"32","H","Bra","no",NA,"0.44","0.61","-0.35"
"33","A","Pac","no",NA,"0.56","0.49","0.15"
"34","H","Boa","no",NA,"1.28","-0.15","-0.00"
