"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Boa","yes",1,0,"1.23","-0.51","-0.51"
"2","A","Far","yes",3,1,"1.04","-0.28","-0.79"
"3","H","Bel","yes",1,0,"1.32","-0.62","-1.42"
"4","A","Bra","yes",0,-1,"0.29","0.64","-0.78"
"5","H","Pac","yes",1,0,"1.16","-0.43","-1.20"
"6","A","Mar","yes",1,0,"0.97","-0.19","-1.40"
"7","H","Gil","yes",3,1,"0.92","-0.13","-1.53"
"8","A","Pse","yes",0,-1,"0.63","0.23","-1.30"
"9","H","SCl","yes",0,-2,"1.09","-0.35","-1.65"
"10","A","Pto","yes",0,-2,"0.16","0.81","-0.85"
"11","H","Ton","yes",3,2,"1.63","-1.01","-1.85"
"12","H","Spo","yes",0,-2,"0.13","0.84","-1.01"
"13","H","Mor","yes",0,-1,"0.98","-0.20","-1.21"
"14","A","Gui","yes",0,-2,"0.68","0.16","-1.05"
"15","A","Ben","yes",1,0,"0.27","0.67","-0.38"
"16","H","Fam","yes",3,1,"0.90","-0.11","-0.49"
"17","A","Rio","yes",1,0,"0.94","-0.16","-0.65"
"18","A","Boa","yes",3,1,"0.99","-0.22","-0.87"
"19","H","Far","yes",0,-1,"1.33","-0.64","-1.51"
"20","A","Bel","yes",0,-1,"0.63","0.23","-1.28"
"21","H","Bra","yes",0,-1,"0.58","0.28","-1.00"
"22","A","Pac","yes",0,-1,"0.28","0.66","-0.34"
"23","H","Mar","yes",0,-1,"1.12","-0.38","-0.73"
"24","A","Gil","yes",0,-2,"1.02","-0.26","-0.99"
"25","H","Pse","yes",0,-4,"1.44","-0.77","-1.76"
"26","A","SCl","yes",0,-4,"0.69","0.15","-1.61"
"27","H","Pto","yes",0,-1,"0.29","0.64","-0.97"
"28","A","Ton","yes",0,-1,"0.41","0.49","-0.48"
"29","H","Gui","yes",3,1,"0.88","-0.08","-0.56"
"30","A","Spo","yes",0,-2,"0.15","0.81","0.25"
"31","A","Mor","yes",1,0,"0.86","-0.06","0.19"
"32","H","Ben","no",NA,NA,"0.33","0.59","0.78"
"33","A","Fam","no",NA,NA,"1.00","-0.24","0.54"
"34","H","Rio","no",NA,NA,"1.25","-0.54","0.00"
