"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Nac","yes",1,"1.54","-0.47","-0.47"
"2","H","Pto","yes",0,"0.29","0.72","0.25"
"3","A","Mor","yes",1,"1.16","-0.11","0.14"
"4","H","Gui","yes",0,"0.85","0.18","0.32"
"5","A","Fam","yes",1,"1.44","-0.38","-0.05"
"6","H","Ben","yes",3,"0.54","0.48","0.43"
"7","A","Far","yes",0,"1.35","-0.30","0.13"
"8","H","Bel","yes",1,"1.54","-0.48","-0.35"
"9","A","Rio","yes",1,"1.22","-0.17","-0.52"
"10","A","Pac","yes",1,"0.36","0.65","0.13"
"11","H","Bra","yes",0,"0.58","0.44","0.58"
"12","A","Mar","yes",1,"1.41","-0.35","0.22"
"13","H","SCl","yes",1,"1.17","-0.12","0.10"
"14","A","Ton","yes",0,"0.56","0.47","0.57"
"15","H","Spo","yes",0,"0.21","0.80","1.37"
"16","A","Pse","yes",3,"0.79","0.25","1.62"
"17","H","Gil","yes",0,"1.15","-0.10","1.52"
"18","H","Nac","yes",0,"1.78","-0.70","0.82"
"19","A","Pto","yes",1,"0.29","0.73","1.55"
"20","H","Mor","yes",3,"1.13","-0.09","1.46"
"21","A","Gui","yes",0,"1.06","-0.02","1.45"
"22","H","Fam","yes",3,"1.19","-0.14","1.31"
"23","A","Ben","yes",0,"0.41","0.61","1.91"
"24","H","Far","yes",0,"1.59","-0.52","1.40"
"25","A","Bel","yes",3,"1.07","-0.03","1.37"
"26","H","Rio","yes",1,"1.53","-0.47","0.90"
"27","H","Pac","yes",3,"1.45","-0.39","0.52"
"28","A","Bra","yes",0,"0.34","0.67","1.19"
"29","H","Mar","no",NA,"1.56","-0.49","0.70"
"30","A","SCl","no",NA,"0.91","0.13","0.83"
"31","H","Ton","no",NA,"1.91","-0.83","-0.00"
"32","A","Spo","no",NA,"0.22","0.79","0.79"
"33","H","Pse","no",NA,"1.63","-0.56","0.22"
"34","A","Gil","no",NA,"1.28","-0.22","-0.00"
