"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Far","yes",3,2,"1.58","-0.31","-0.31"
"2","A","Ben","yes",0,-2,"0.49","0.59","0.28"
"3","H","Boa","yes",1,0,"1.47","-0.22","0.06"
"4","A","Bel","yes",1,0,"1.37","-0.14","-0.07"
"5","H","Mar","yes",3,1,"1.34","-0.11","-0.18"
"6","A","Rio","yes",0,-2,"1.68","-0.39","-0.57"
"7","A","Spo","yes",0,-1,"0.34","0.72","0.15"
"8","H","Pac","yes",0,-1,"1.21","-0.01","0.14"
"9","H","Gil","yes",1,0,"0.98","0.19","0.33"
"10","A","Ton","yes",1,0,"1.15","0.04","0.37"
"11","H","SCl","yes",3,1,"1.19","0.02","0.39"
"12","A","Pto","yes",0,-3,"0.37","0.69","1.09"
"13","H","Gui","yes",1,0,"1.11","0.08","1.16"
"14","A","Nac","yes",3,1,"1.77","-0.47","0.70"
"15","H","Pse","yes",1,0,"1.73","-0.44","0.26"
"16","H","Bra","yes",0,-4,"0.73","0.39","0.65"
"17","A","Fam","yes",3,2,"1.65","-0.37","0.28"
"18","A","Far","yes",3,1,"1.68","-0.39","-0.11"
"19","H","Ben","yes",1,0,"0.41","0.66","0.55"
"20","A","Boa","yes",0,-1,"1.62","-0.34","0.21"
"21","H","Bel","yes",1,0,"1.36","-0.12","0.08"
"22","A","Mar","yes",3,2,"1.69","-0.40","-0.32"
"23","H","Rio","yes",1,0,"1.54","-0.28","-0.60"
"24","A","Pac","yes",0,-3,"0.77","0.36","-0.24"
"25","H","Spo","yes",1,0,"0.23","0.81","0.58"
"26","A","Gil","yes",3,1,"1.76","-0.46","0.11"
"27","H","Ton","yes",0,-1,"1.90","-0.58","-0.46"
"28","A","SCl","yes",1,0,"1.26","-0.05","-0.51"
"29","H","Pto","yes",1,0,"0.36","0.70","0.19"
"30","A","Gui","yes",0,-2,"1.42","-0.18","0.02"
"31","H","Nac","yes",1,0,"1.87","-0.55","-0.53"
"32","A","Pse","yes",3,1,"1.35","-0.12","-0.65"
"33","A","Bra","yes",0,-1,"0.63","0.48","-0.17"
"34","H","Fam","no",NA,NA,"1.00","0.17","-0.00"
