"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","SCl","yes",0,-2,"1.01","0.02","0.02"
"2","H","Ton","yes",3,1,"1.70","-0.64","-0.62"
"3","A","Pto","yes",3,1,"0.27","0.74","0.12"
"4","H","Pse","yes",0,-1,"1.51","-0.46","-0.34"
"5","A","Mor","yes",0,-1,"1.32","-0.28","-0.62"
"6","H","Nac","yes",1,0,"1.66","-0.60","-1.21"
"7","A","Fam","yes",0,-1,"1.48","-0.43","-1.64"
"8","H","Ben","yes",0,-1,"0.37","0.65","-1.00"
"9","A","Far","yes",0,-1,"1.52","-0.46","-1.46"
"10","H","Bel","yes",3,1,"1.23","-0.18","-1.65"
"11","A","Rio","yes",3,2,"1.40","-0.36","-2.00"
"12","H","Boa","yes",1,0,"1.31","-0.26","-2.26"
"13","A","Bra","yes",0,-1,"0.52","0.50","-1.76"
"14","A","Gil","yes",3,1,"1.50","-0.45","-2.21"
"15","H","Pac","yes",0,-3,"1.23","-0.18","-2.40"
"16","A","Gui","yes",0,-1,"1.09","-0.05","-2.45"
"17","H","Spo","yes",0,-2,"0.14","0.87","-1.58"
"18","H","SCl","yes",0,-1,"1.18","-0.13","-1.72"
"19","A","Ton","yes",0,-1,"0.82","0.21","-1.51"
"20","H","Pto","yes",0,-1,"0.32","0.69","-0.82"
"21","A","Pse","yes",1,0,"1.11","-0.07","-0.89"
"22","H","Mor","yes",0,-2,"0.94","0.10","-0.80"
"23","A","Nac","yes",3,1,"1.50","-0.45","-1.24"
"24","H","Fam","yes",0,-4,"0.97","0.06","-1.18"
"25","A","Ben","yes",0,-1,"0.47","0.55","-0.64"
"26","H","Far","yes",3,1,"1.43","-0.38","-1.02"
"27","A","Bel","yes",0,-2,"1.03","0.01","-1.01"
"28","H","Rio","yes",3,1,"1.41","-0.36","-1.37"
"29","A","Boa","yes",3,1,"1.47","-0.42","-1.79"
"30","H","Bra","yes",3,1,"0.63","0.39","-1.40"
"31","H","Gil","yes",0,-1,"0.99","0.05","-1.35"
"32","A","Pac","yes",1,0,"0.49","0.53","-0.82"
"33","H","Gui","no",NA,NA,"0.95","0.08","-0.74"
"34","A","Spo","no",NA,NA,"0.27","0.74","0.00"
