"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Bel","yes",0,-1,"1.62","-0.24","-0.24"
"2","A","Rio","yes",1,0,"1.77","-0.35","-0.59"
"3","H","Pac","yes",3,1,"1.54","-0.17","-0.77"
"4","A","Boa","yes",3,1,"1.79","-0.37","-1.13"
"5","H","Bra","yes",0,-1,"0.75","0.43","-0.71"
"6","A","Gil","yes",3,1,"1.87","-0.43","-1.14"
"7","H","Spo","yes",0,-4,"0.19","0.85","-0.29"
"8","A","Ton","yes",3,2,"0.92","0.29","0.01"
"9","H","Pse","yes",3,1,"1.71","-0.31","-0.30"
"10","A","SCl","yes",3,4,"1.42","-0.08","-0.38"
"11","H","Pto","yes",0,-1,"0.39","0.70","0.32"
"12","A","Mor","yes",1,0,"1.64","-0.26","0.06"
"13","H","Nac","yes",3,2,"1.89","-0.44","-0.38"
"14","A","Fam","yes",3,1,"1.99","-0.52","-0.91"
"15","H","Mar","yes",3,1,"1.50","-0.14","-1.05"
"16","A","Ben","yes",1,0,"0.68","0.48","-0.57"
"17","A","Bel","yes",1,0,"1.47","-0.12","-0.69"
"18","H","Rio","yes",0,-2,"1.61","-0.23","-0.92"
"19","H","Far","yes",1,0,"1.64","-0.26","-1.17"
"20","A","Pac","yes",0,-1,"0.66","0.50","-0.68"
"21","H","Boa","yes",3,1,"1.57","-0.20","-0.88"
"22","A","Bra","yes",0,-3,"0.67","0.49","-0.39"
"23","H","Gil","yes",0,-2,"1.33","-0.02","-0.41"
"24","A","Spo","yes",0,-1,"0.43","0.67","0.26"
"25","H","Ton","yes",0,-1,"1.96","-0.50","-0.23"
"26","A","Pse","yes",0,-3,"1.33","-0.02","-0.25"
"27","H","SCl","yes",3,1,"1.29","0.02","-0.24"
"28","A","Pto","yes",0,-1,"0.47","0.64","0.41"
"29","A","Nac","yes",0,-1,"1.87","-0.42","-0.02"
"30","H","Mor","no",NA,NA,"1.19","0.09","0.07"
"31","A","Far","no",NA,NA,"1.90","-0.45","-0.38"
"32","H","Fam","no",NA,NA,"1.16","0.12","-0.26"
"33","A","Mar","no",NA,NA,"1.74","-0.33","-0.59"
"34","H","Ben","no",NA,NA,"0.54","0.59","0.00"
