"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Mal","yes",1,0,"1.85","-0.08","-0.08"
"2","H","Cad","yes",1,0,"1.86","-0.09","-0.17"
"3","H","RMa","yes",0,-1,"0.70","0.59","0.42"
"4","A","Gra","yes",3,1,"2.11","-0.24","0.18"
"5","H","Esp","yes",1,0,"2.21","-0.30","-0.12"
"6","A","Osa","yes",3,2,"1.95","-0.15","-0.26"
"7","H","Get","yes",3,2,"2.24","-0.32","-0.58"
"8","A","Vil","yes",0,-2,"1.39","0.19","-0.39"
"9","A","Ala","yes",3,1,"1.98","-0.16","-0.56"
"10","H","Ray","yes",3,1,"2.32","-0.36","-0.92"
"11","H","Val","yes",3,3,"1.59","0.07","-0.85"
"12","A","Atl","yes",0,-3,"1.18","0.31","-0.54"
"13","H","Sev","yes",0,-2,"1.46","0.14","-0.40"
"14","A","Elc","yes",3,3,"1.85","-0.08","-0.48"
"15","H","Lev","yes",3,2,"2.15","-0.26","-0.74"
"16","A","Bar","yes",3,1,"1.04","0.39","-0.35"
"17","H","RSo","yes",3,4,"1.42","0.17","-0.18"
"18","A","Bil","yes",0,-1,"1.69","0.01","-0.17"
"19","H","Cel","yes",0,-2,"1.54","0.09","-0.08"
"20","A","Ray","yes",1,0,"1.54","0.09","0.01"
"21","H","Ala","yes",3,4,"2.28","-0.34","-0.32"
"22","A","Esp","yes",3,3,"1.38","0.19","-0.13"
"23","H","Vil","yes",0,-2,"1.76","-0.03","-0.17"
"24","A","Lev","yes",3,2,"2.15","-0.26","-0.43"
"25","H","Mal","yes",3,1,"2.24","-0.31","-0.74"
"26","A","Sev","yes",0,-1,"0.91","0.47","-0.28"
"27","H","Atl","yes",0,-2,"1.38","0.19","-0.09"
"28","H","Bil","yes",3,1,"1.65","0.03","-0.06"
"29","A","Cel","yes",1,0,"1.99","-0.17","-0.22"
"30","H","Osa","yes",3,3,"1.40","0.18","-0.04"
"31","A","Cad","yes",3,1,"2.28","-0.34","-0.38"
"32","A","RSo","yes",1,0,"1.41","0.17","-0.21"
"33","H","Elc","no",NA,NA,"1.95","-0.14","-0.35"
"34","A","Get","no",NA,NA,"1.75","-0.02","-0.37"
"35","H","Bar","no",NA,NA,"1.19","0.30","-0.07"
"36","A","Val","no",NA,NA,"1.92","-0.13","-0.20"
"37","H","Gra","no",NA,NA,"1.99","-0.17","-0.37"
"38","A","RMa","no",NA,NA,"1.08","0.37","-0.00"
