"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Bil","yes",1,0,"1.32","-0.30","-0.30"
"2","A","Atl","yes",0,-1,"0.50","0.51","0.21"
"3","H","Sev","yes",1,0,"0.96","0.05","0.26"
"4","A","Get","yes",3,1,"0.97","0.05","0.30"
"5","H","Lev","yes",1,0,"2.07","-1.05","-0.74"
"6","A","Vil","yes",0,-3,"0.62","0.39","-0.35"
"7","A","RSo","yes",0,-1,"0.62","0.38","0.03"
"8","H","Cel","yes",3,1,"1.10","-0.08","-0.05"
"9","A","Ray","yes",0,-1,"0.22","0.79","0.73"
"10","H","Esp","yes",1,0,"1.98","-0.95","-0.22"
"11","A","Ala","yes",0,-1,"0.88","0.13","-0.09"
"12","H","RMa","yes",0,-1,"0.45","0.56","0.47"
"13","A","Mal","yes",1,0,"0.83","0.18","0.65"
"14","H","Bet","yes",0,-3,"0.92","0.10","0.75"
"15","A","Osa","yes",1,0,"1.12","-0.11","0.64"
"16","H","Cad","yes",3,2,"1.36","-0.35","0.29"
"17","A","Val","yes",0,-1,"0.57","0.44","0.73"
"18","A","Bar","yes",0,-1,"0.49","0.52","1.24"
"19","H","Gra","no",NA,NA,"1.56","-0.54","0.70"
"20","A","Esp","no",NA,NA,"0.35","0.66","1.36"
"21","H","Vil","no",NA,NA,"1.36","-0.34","1.02"
"22","A","RMa","no",NA,NA,"0.25","0.75","1.77"
"23","H","Ala","no",NA,NA,"1.56","-0.54","1.23"
"24","A","Sev","no",NA,NA,"0.22","0.79","2.02"
"25","H","Ray","no",NA,NA,"1.70","-0.68","1.34"
"26","A","Lev","no",NA,NA,"1.08","-0.07","1.27"
"27","H","Bar","no",NA,NA,"1.48","-0.46","0.81"
"28","A","Gra","no",NA,NA,"0.68","0.33","1.14"
"29","H","Val","no",NA,NA,"1.36","-0.35","0.79"
"30","A","Bil","no",NA,NA,"0.68","0.33","1.12"
"31","H","RSo","no",NA,NA,"1.08","-0.07","1.05"
"32","H","Mal","no",NA,NA,"1.43","-0.41","0.64"
"33","A","Bet","no",NA,NA,"0.53","0.48","1.12"
"34","H","Osa","no",NA,NA,"0.87","0.15","1.27"
"35","A","Cad","no",NA,NA,"1.35","-0.33","0.93"
"36","H","Atl","no",NA,NA,"1.02","-0.01","0.92"
"37","A","Cel","no",NA,NA,"1.13","-0.12","0.80"
"38","H","Get","no",NA,NA,"1.83","-0.80","-0.00"
