"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Osa","yes",1,0,"0.76","0.34","0.34"
"2","H","Vil","yes",1,0,"1.88","-0.64","-0.30"
"3","A","Mal","yes",0,-1,"0.67","0.42","0.12"
"4","H","Atl","yes",0,-1,"1.46","-0.27","-0.14"
"5","A","Bet","yes",1,0,"0.55","0.52","0.38"
"6","H","Ala","yes",3,1,"2.40","-1.08","-0.71"
"7","A","Sev","yes",0,-2,"0.30","0.74","0.03"
"8","H","RMa","yes",3,1,"0.74","0.36","0.39"
"9","H","Cad","yes",3,2,"1.81","-0.57","-0.18"
"10","A","Elc","yes",1,0,"0.67","0.41","0.23"
"11","H","Bil","yes",1,0,"1.73","-0.50","-0.27"
"12","A","Get","yes",0,-1,"0.60","0.47","0.20"
"13","H","Gra","yes",3,2,"1.92","-0.67","-0.47"
"14","A","Bar","yes",0,-1,"0.32","0.72","0.25"
"15","H","RSo","yes",3,1,"1.59","-0.38","-0.14"
"16","A","Ray","yes",0,-1,"0.47","0.59","0.46"
"17","H","Lev","yes",3,1,"2.19","-0.91","-0.45"
"18","A","Cel","yes",0,-2,"0.77","0.33","-0.12"
"19","A","Val","yes",3,1,"0.74","0.36","0.24"
"20","H","Elc","yes",0,-1,"1.96","-0.71","-0.47"
"21","A","Cad","yes",1,0,"1.01","0.12","-0.34"
"22","H","Bet","yes",0,-3,"1.20","-0.05","-0.39"
"23","A","Bil","yes",0,-1,"0.49","0.57","0.18"
"24","H","Bar","yes",1,0,"1.09","0.05","0.23"
"25","H","Sev","yes",1,0,"1.47","-0.28","-0.04"
"26","A","Vil","yes",0,-4,"0.36","0.69","0.64"
"27","H","Get","yes",3,2,"2.16","-0.88","-0.24"
"28","A","Lev","yes",1,0,"0.84","0.27","0.04"
"29","H","Mal","yes",3,1,"2.25","-0.96","-0.92"
"30","A","RSo","yes",0,-1,"0.39","0.66","-0.26"
"31","H","Cel","yes",3,1,"1.67","-0.46","-0.72"
"32","A","Atl","yes",0,-1,"0.28","0.75","0.04"
"33","H","Ray","yes",0,-1,"2.07","-0.80","-0.77"
"34","A","RMa","yes",0,-4,"0.25","0.78","0.01"
"35","H","Osa","yes",1,0,"1.50","-0.31","-0.29"
"36","A","Ala","yes",0,-1,"0.64","0.45","0.15"
"37","H","Val","no",NA,NA,"1.70","-0.48","-0.32"
"38","A","Gra","no",NA,NA,"0.78","0.32","-0.00"
