"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Gra","yes",1,0,"2.14","-0.45","-0.45"
"2","A","Esp","yes",1,0,"0.78","0.47","0.02"
"3","A","Atl","yes",1,0,"0.66","0.55","0.57"
"4","A","Mal","yes",1,0,"1.20","0.18","0.75"
"5","H","Elc","yes",3,3,"2.10","-0.42","0.33"
"6","A","RMa","yes",1,0,"0.57","0.62","0.94"
"7","H","Bet","yes",3,2,"1.34","0.09","1.04"
"8","H","Osa","yes",0,-1,"1.59","-0.08","0.96"
"9","A","Bil","yes",0,-1,"0.97","0.34","1.30"
"10","H","Cad","yes",1,0,"2.02","-0.37","0.94"
"11","A","Val","yes",0,-2,"1.28","0.13","1.07"
"12","H","Get","yes",3,1,"2.36","-0.60","0.46"
"13","A","Cel","yes",1,0,"1.35","0.08","0.55"
"14","H","Bar","yes",0,-2,"1.37","0.07","0.62"
"15","A","Sev","yes",0,-1,"0.46","0.69","1.31"
"16","H","Ray","yes",3,2,"2.43","-0.65","0.65"
"17","A","RSo","yes",3,2,"0.81","0.45","1.11"
"18","H","Ala","yes",3,3,"2.39","-0.62","0.48"
"19","H","Lev","yes",3,5,"2.28","-0.55","-0.07"
"20","H","Atl","yes",1,0,"1.57","-0.07","-0.13"
"21","A","Elc","yes",0,-1,"1.20","0.18","0.05"
"22","H","Mal","yes",3,3,"2.36","-0.60","-0.55"
"23","A","Bet","yes",3,2,"0.93","0.37","-0.18"
"24","H","RMa","yes",1,0,"0.84","0.43","0.25"
"25","A","Gra","yes",3,3,"1.50","-0.02","0.23"
"26","H","Esp","yes",3,4,"2.32","-0.57","-0.34"
"27","A","Osa","yes",0,-1,"1.32","0.11","-0.24"
"28","H","Cel","yes",3,1,"1.82","-0.24","-0.47"
"29","A","Cad","yes",0,-1,"1.73","-0.18","-0.65"
"30","A","Lev","yes",0,-2,"1.56","-0.06","-0.71"
"31","H","Bil","yes",1,0,"1.83","-0.24","-0.95"
"32","A","Get","yes",3,1,"1.10","0.25","-0.70"
"33","H","Val","no",NA,NA,"1.77","-0.20","-0.90"
"34","A","Ala","no",NA,NA,"1.36","0.08","-0.82"
"35","H","Sev","no",NA,NA,"1.64","-0.11","-0.93"
"36","A","Ray","no",NA,NA,"0.92","0.38","-0.55"
"37","H","RSo","no",NA,NA,"1.60","-0.09","-0.64"
"38","A","Bar","no",NA,NA,"0.54","0.64","0.00"
