"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Ray","yes",3,3,"2.41","-0.35","-0.35"
"2","A","Get","yes",3,1,"1.51","0.15","-0.20"
"3","A","Elc","yes",1,0,"1.56","0.12","-0.08"
"4","A","RSo","yes",1,0,"1.21","0.32","0.24"
"5","H","Val","yes",3,2,"2.09","-0.18","0.06"
"6","H","Esp","yes",3,2,"2.54","-0.43","-0.36"
"7","A","Gra","yes",0,-1,"1.79","-0.01","-0.37"
"8","A","Cel","yes",3,1,"1.67","0.06","-0.31"
"9","H","Lev","yes",3,2,"2.40","-0.35","-0.65"
"10","A","Mal","yes",1,0,"1.55","0.13","-0.53"
"11","H","Osa","yes",3,2,"1.97","-0.11","-0.64"
"12","A","Bet","yes",3,2,"1.37","0.23","-0.40"
"13","H","Ala","yes",1,0,"2.63","-0.48","-0.88"
"14","A","RMa","yes",0,-1,"0.80","0.55","-0.33"
"15","H","Vil","yes",3,1,"2.07","-0.17","-0.50"
"16","A","Bil","yes",3,1,"1.25","0.30","-0.20"
"17","H","Atl","yes",3,1,"1.80","-0.01","-0.21"
"18","H","Bar","yes",1,0,"1.57","0.12","-0.09"
"19","A","Cad","yes",3,1,"1.98","-0.11","-0.20"
"20","H","Get","yes",3,1,"2.47","-0.39","-0.59"
"21","A","Val","yes",1,0,"1.62","0.09","-0.50"
"22","H","Cel","yes",1,0,"2.13","-0.20","-0.70"
"23","A","Osa","yes",1,0,"1.81","-0.02","-0.72"
"24","H","Elc","yes",3,2,"2.34","-0.32","-1.03"
"25","A","Esp","yes",1,0,"1.27","0.29","-0.74"
"26","H","Bet","yes",3,1,"1.65","0.07","-0.67"
"27","A","Ala","yes",1,0,"1.63","0.08","-0.59"
"28","A","Ray","yes",1,0,"1.46","0.18","-0.41"
"29","H","RSo","yes",1,0,"1.92","-0.08","-0.49"
"30","A","Bar","yes",0,-1,"1.08","0.39","-0.09"
"31","H","Gra","yes",3,2,"2.30","-0.29","-0.39"
"32","H","RMa","yes",0,-1,"1.21","0.32","-0.07"
"33","A","Lev","yes",3,1,"1.78","-0.00","-0.07"
"34","H","Cad","yes",1,0,"2.12","-0.19","-0.26"
"35","A","Vil","yes",1,0,"1.15","0.35","0.09"
"36","H","Mal","yes",1,0,"2.44","-0.37","-0.28"
"37","A","Atl","yes",1,0,"0.92","0.48","0.21"
"38","H","Bil","yes",3,1,"2.14","-0.21","0.00"
