"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Cad","yes",1,0,"1.33","-0.77","-0.77"
"2","H","RMa","yes",1,0,"0.34","0.55","-0.22"
"3","A","RSo","yes",0,-1,"0.51","0.32","0.10"
"4","H","Ray","yes",1,0,"1.39","-0.85","-0.75"
"5","A","Elc","yes",1,0,"0.60","0.21","-0.54"
"6","H","Cel","yes",0,-2,"0.69","0.08","-0.46"
"7","A","Bar","yes",0,-3,"0.40","0.47","0.02"
"8","A","Mal","yes",0,-1,"0.62","0.17","0.19"
"9","H","Get","yes",1,0,"1.40","-0.87","-0.68"
"10","A","Sev","yes",0,-2,"0.26","0.66","-0.02"
"11","H","Atl","yes",1,0,"0.78","-0.04","-0.06"
"12","H","Gra","yes",0,-3,"1.22","-0.62","-0.68"
"13","A","Ala","yes",0,-1,"0.79","-0.05","-0.73"
"14","H","Bil","yes",1,0,"0.74","0.01","-0.71"
"15","A","Bet","yes",0,-2,"0.59","0.21","-0.50"
"16","H","Osa","yes",1,0,"0.53","0.29","-0.21"
"17","A","Esp","yes",0,-1,"0.49","0.34","0.13"
"18","H","Val","yes",0,-1,"0.98","-0.30","-0.17"
"19","A","Vil","yes",0,-5,"0.45","0.40","0.22"
"20","H","Mal","yes",3,2,"1.17","-0.56","-0.33"
"21","H","Cad","yes",0,-2,"0.93","-0.24","-0.58"
"22","A","Get","yes",0,-3,"0.52","0.31","-0.27"
"23","H","Bet","yes",0,-2,"0.44","0.42","0.15"
"24","A","Atl","yes",3,1,"0.42","0.44","0.59"
"25","A","Cel","no",NA,NA,"0.82","-0.09","0.50"
"26","H","Elc","no",NA,NA,"1.07","-0.43","0.07"
"27","A","Bil","no",NA,NA,"0.62","0.17","0.25"
"28","H","Esp","no",NA,NA,"1.31","-0.74","-0.49"
"29","A","Osa","no",NA,NA,"0.93","-0.24","-0.74"
"30","H","Vil","no",NA,NA,"0.86","-0.14","-0.87"
"31","H","Bar","no",NA,NA,"0.74","0.02","-0.85"
"32","A","Gra","no",NA,NA,"0.64","0.14","-0.71"
"33","H","Sev","no",NA,NA,"0.59","0.22","-0.49"
"34","A","Val","no",NA,NA,"0.67","0.11","-0.39"
"35","H","RSo","no",NA,NA,"0.71","0.05","-0.34"
"36","A","RMa","no",NA,NA,"0.28","0.62","0.29"
"37","H","Ala","no",NA,NA,"1.36","-0.81","-0.53"
"38","A","Ray","no",NA,NA,"0.36","0.53","0.00"
