"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Ala","yes",3,3,"2.42","-0.08","-0.08"
"2","A","Lev","yes",1,0,"2.58","-0.15","-0.23"
"3","A","Bet","yes",3,1,"2.26","-0.01","-0.24"
"4","H","Cel","yes",3,3,"2.07","0.08","-0.16"
"5","A","Val","yes",3,1,"2.42","-0.08","-0.24"
"6","H","Mal","yes",3,5,"2.56","-0.14","-0.38"
"7","H","Vil","yes",1,0,"2.29","-0.02","-0.40"
"8","A","Esp","yes",0,-1,"2.13","0.05","-0.36"
"9","A","Bar","yes",3,1,"2.01","0.10","-0.25"
"10","H","Osa","yes",1,0,"1.96","0.13","-0.13"
"11","A","Elc","yes",3,1,"2.38","-0.06","-0.19"
"12","H","Ray","yes",3,1,"2.44","-0.09","-0.28"
"13","A","Gra","yes",3,3,"2.54","-0.13","-0.41"
"14","H","Sev","yes",3,1,"1.96","0.13","-0.28"
"15","H","Bil","yes",3,1,"2.12","0.06","-0.23"
"16","A","RSo","yes",3,2,"2.12","0.05","-0.17"
"17","H","Atl","yes",3,2,"1.94","0.13","-0.04"
"18","H","Cad","yes",1,0,"2.20","0.02","-0.02"
"19","A","Bil","yes",3,1,"2.27","-0.01","-0.03"
"20","A","Get","yes",0,-1,"2.32","-0.04","-0.07"
"21","H","Val","yes",3,3,"2.15","0.04","-0.03"
"22","H","Elc","yes",1,0,"2.29","-0.02","-0.05"
"23","H","Gra","yes",3,1,"2.39","-0.07","-0.12"
"24","A","Vil","yes",1,0,"1.97","0.12","0.00"
"25","H","Ala","yes",3,3,"2.61","-0.17","-0.16"
"26","A","Ray","yes",3,1,"2.17","0.03","-0.13"
"27","H","RSo","yes",3,3,"1.98","0.12","-0.01"
"28","A","Mal","yes",3,3,"2.36","-0.05","-0.06"
"29","H","Bar","yes",0,-4,"1.66","0.26","0.20"
"30","A","Cel","yes",3,1,"2.51","-0.12","0.08"
"31","H","Get","yes",3,2,"2.49","-0.11","-0.04"
"32","A","Sev","yes",3,1,"1.76","0.21","0.18"
"33","A","Osa","yes",3,2,"2.46","-0.10","0.08"
"34","H","Esp","no",NA,NA,"2.55","-0.14","-0.06"
"35","A","Atl","no",NA,NA,"1.93","0.14","0.08"
"36","H","Lev","no",NA,NA,"2.51","-0.12","-0.04"
"37","A","Cad","no",NA,NA,"2.66","-0.19","-0.23"
"38","H","Bet","no",NA,NA,"1.73","0.23","-0.00"
