"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","FCB","yes",0,-3,0,"0.65","0.42","0.42"
"2","H","Cel","yes",1,0,1,"1.04","0.06","0.47"
"3","A","RMa","yes",0,-1,1,"0.15","0.87","1.34"
"4","A","Esp","yes",0,-1,2,"0.73","0.34","1.68"
"5","H","Atl","yes",1,0,1,"1.45","-0.32","1.37"
"6","A","RSo","yes",0,-1,0,"0.58","0.48","1.84"
"7","H","Ala","yes",3,1,1,"1.96","-0.78","1.07"
"8","A","Ath","yes",0,-1,1,"0.61","0.45","1.52"
"9","A","Sev","yes",3,2,3,"0.76","0.31","1.83"
"10","H","Lev","yes",1,0,1,"1.84","-0.66","1.17"
"11","A","Bet","yes",0,-3,0,"0.45","0.59","1.76"
"12","H","Get","yes",3,1,1,"1.38","-0.25","1.51"
"13","A","Vil","yes",0,-1,1,"0.21","0.81","2.32"
"14","H","Osa","yes",1,0,2,"2.15","-0.95","1.38"
"15","A","Ovi","yes",1,0,0,"1.00","0.10","1.47"
"16","H","Elc","yes",3,2,3,"2.33","-1.11","0.36"
"17","A","Val","yes",1,0,1,"0.69","0.38","0.74"
"18","H","Gir","yes",0,-1,1,"1.80","-0.63","0.10"
"19","A","Ray","yes",0,-1,1,"0.63","0.43","0.53"
"20","H","Ath","yes",3,1,3,"1.91","-0.73","-0.20"
"21","A","Atl","yes",0,-3,0,"0.21","0.81","0.61"
"22","H","Sev","yes",3,3,4,"1.68","-0.53","0.09"
"23","A","FCB","yes",0,-3,0,"0.02","0.98","1.07"
"24","H","Bet","yes",0,-1,1,"1.43","-0.30","0.77"
"25","A","Cel","yes",0,-2,0,"0.94","0.15","0.92"
"26","H","RSo","yes",0,-1,0,"1.81","-0.64","0.28"
"27","A","Osa","yes",1,0,2,"0.48","0.56","0.84"
"28","H","Esp","yes",3,1,2,"1.77","-0.61","0.24"
"29","A","Elc","yes",0,-1,1,"0.50","0.55","0.79"
"30","H","RMa","yes",3,1,2,"0.80","0.28","1.07"
"31","H","Ray","yes",3,3,3,"1.81","-0.64","0.42"
"32","H","Val","yes",1,0,1,"1.82","-0.65","-0.23"
"33","A","Ala","yes",0,-1,1,"0.65","0.41","0.18"
"34","A","Gir","yes",3,1,1,"0.78","0.29","0.48"
"35","H","Vil","yes",1,0,1,"1.24","-0.12","0.36"
"36","A","Get","yes",0,-2,1,"0.74","0.33","0.68"
"37","A","Lev","no",NA,NA,NA,"0.79","0.29","0.97"
"38","H","Ovi","no",NA,NA,NA,"2.17","-0.97","0.00"
