"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Ful","yes",1,0,1,"2.63","-0.76","-0.76"
"2","A","Eve","yes",0,-2,0,"0.71","0.52","-0.23"
"3","H","MnC","yes",3,1,2,"1.53","-0.02","-0.26"
"4","A","Bou","yes",0,-1,1,"0.59","0.61","0.35"
"5","H","Tot","yes",1,0,2,"0.71","0.53","0.88"
"6","A","Che","yes",3,2,3,"0.90","0.40","1.28"
"7","A","Wol","yes",1,0,1,"2.66","-0.78","0.50"
"8","H","New","yes",3,1,2,"2.41","-0.62","-0.12"
"9","A","MnU","yes",0,-2,2,"0.29","0.81","0.69"
"10","H","Lee","yes",3,3,3,"2.58","-0.73","-0.04"
"11","A","Pal","no",NA,NA,NA,"0.76","0.49","0.46"
"12","H","Bre","no",NA,NA,NA,"2.48","-0.66","-0.20"
"13","A","Not","no",NA,NA,NA,"1.69","-0.13","-0.34"
"14","H","Ast","no",NA,NA,NA,"2.03","-0.36","-0.69"
"15","H","WHU","no",NA,NA,NA,"2.37","-0.59","-1.28"
"16","A","Liv","no",NA,NA,NA,"0.28","0.81","-0.47"
"17","H","Sun","no",NA,NA,NA,"1.89","-0.27","-0.74"
"18","A","Ars","no",NA,NA,NA,"0.21","0.86","0.12"
"19","A","WHU","no",NA,NA,NA,"1.45","0.03","0.15"
"20","H","Bur","no",NA,NA,NA,"2.69","-0.80","-0.65"
"21","A","MnC","no",NA,NA,NA,"0.28","0.81","0.16"
"22","H","Bou","no",NA,NA,NA,"2.00","-0.34","-0.18"
"23","A","Ful","no",NA,NA,NA,"0.93","0.38","0.20"
"24","H","Eve","no",NA,NA,NA,"2.32","-0.55","-0.35"
"25","H","Pal","no",NA,NA,NA,"1.76","-0.18","-0.53"
"26","A","Ast","no",NA,NA,NA,"0.73","0.51","-0.02"
"27","A","Bre","no",NA,NA,NA,"0.51","0.66","0.64"
"28","H","Not","no",NA,NA,NA,"2.59","-0.73","-0.09"
"29","H","Ars","no",NA,NA,NA,"0.80","0.46","0.37"
"30","A","Sun","no",NA,NA,NA,"0.67","0.55","0.93"
"31","H","Liv","no",NA,NA,NA,"1.90","-0.27","0.65"
"32","A","Bur","no",NA,NA,NA,"1.25","0.16","0.82"
"33","A","Tot","no",NA,NA,NA,"1.68","-0.13","0.69"
"34","H","Che","no",NA,NA,NA,"1.52","-0.02","0.67"
"35","A","New","no",NA,NA,NA,"1.07","0.29","0.96"
"36","H","Wol","no",NA,NA,NA,"2.89","-0.94","0.02"
"37","A","Lee","no",NA,NA,NA,"0.99","0.34","0.36"
"38","H","MnU","no",NA,NA,NA,"2.03","-0.36","0.00"
