"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","WHU","yes",3,3,3,"2.47","-0.50","-0.50"
"2","A","Bur","yes",0,-2,0,"1.72","-0.04","-0.54"
"3","H","Bre","yes",3,1,2,"2.43","-0.47","-1.02"
"4","A","Pal","yes",1,0,0,"1.44","0.13","-0.89"
"5","H","Ast","yes",1,0,1,"1.84","-0.12","-1.01"
"6","A","Not","yes",3,1,1,"2.31","-0.40","-1.41"
"7","A","MnU","yes",0,-2,0,"0.46","0.72","-0.69"
"8","H","Wol","yes",3,2,2,"2.78","-0.69","-1.38"
"9","A","Che","yes",3,1,2,"1.53","0.07","-1.31"
"10","H","Eve","no",NA,NA,NA,"2.24","-0.36","-1.67"
"11","H","Ars","no",NA,NA,NA,"0.48","0.71","-0.96"
"12","A","Ful","no",NA,NA,NA,"1.29","0.22","-0.74"
"13","H","Bou","no",NA,NA,NA,"1.77","-0.07","-0.81"
"14","A","Liv","no",NA,NA,NA,"0.51","0.69","-0.13"
"15","A","MnC","no",NA,NA,NA,"0.53","0.68","0.55"
"16","H","New","no",NA,NA,NA,"2.11","-0.28","0.27"
"17","A","BHA","no",NA,NA,NA,"0.87","0.47","0.75"
"18","H","Lee","no",NA,NA,NA,"2.37","-0.44","0.31"
"19","H","MnC","no",NA,NA,NA,"0.92","0.44","0.75"
"20","A","Tot","no",NA,NA,NA,"2.13","-0.29","0.46"
"21","A","Bre","no",NA,NA,NA,"0.80","0.52","0.97"
"22","H","Pal","no",NA,NA,NA,"1.76","-0.07","0.90"
"23","A","WHU","no",NA,NA,NA,"2.61","-0.59","0.32"
"24","H","Bur","no",NA,NA,NA,"2.66","-0.62","-0.30"
"25","A","Ars","no",NA,NA,NA,"0.39","0.76","0.46"
"26","H","Liv","no",NA,NA,NA,"1.71","-0.04","0.42"
"27","H","Ful","no",NA,NA,NA,"2.51","-0.52","-0.10"
"28","A","Bou","no",NA,NA,NA,"1.05","0.36","0.26"
"29","A","Lee","no",NA,NA,NA,"1.54","0.07","0.33"
"30","H","BHA","no",NA,NA,NA,"2.18","-0.32","0.01"
"31","A","New","no",NA,NA,NA,"1.47","0.11","0.12"
"32","H","Tot","no",NA,NA,NA,"0.78","0.53","0.65"
"33","A","Ast","no",NA,NA,NA,"1.60","0.03","0.68"
"34","H","Not","no",NA,NA,NA,"2.49","-0.51","0.17"
"35","A","Wol","no",NA,NA,NA,"2.70","-0.64","-0.47"
"36","H","MnU","no",NA,NA,NA,"1.27","0.23","-0.24"
"37","A","Eve","no",NA,NA,NA,"1.32","0.20","-0.04"
"38","H","Che","no",NA,NA,NA,"1.58","0.04","0.00"
