"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Sun","yes",0,-3,0,"0.42","0.48","0.48"
"2","H","Che","yes",0,-4,1,"0.50","0.38","0.86"
"3","A","Not","yes",3,3,3,"1.14","-0.41","0.46"
"4","H","Tot","yes",0,-3,0,"0.53","0.35","0.81"
"5","H","Pal","yes",0,-1,1,"0.64","0.21","1.02"
"6","A","Eve","yes",1,0,1,"0.97","-0.19","0.83"
"7","A","Ars","yes",0,-2,0,"0.25","0.70","1.53"
"8","H","Bre","yes",0,-2,0,"0.96","-0.18","1.35"
"9","A","Lee","yes",0,-1,1,"0.60","0.26","1.61"
"10","H","New","yes",3,2,3,"1.04","-0.29","1.33"
"11","H","Bur","yes",3,1,3,"1.65","-1.03","0.30"
"12","A","Bou","yes",1,0,2,"0.63","0.22","0.52"
"13","H","Liv","yes",0,-2,0,"0.63","0.22","0.74"
"14","A","MnU","yes",1,0,1,"0.52","0.37","1.10"
"15","A","BHA","yes",1,0,1,"0.72","0.12","1.22"
"16","H","Ast","yes",0,-1,2,"0.36","0.55","1.77"
"17","A","MnC","yes",0,-3,0,"0.30","0.63","2.40"
"18","H","Ful","yes",0,-1,0,"0.99","-0.22","2.18"
"19","H","BHA","yes",1,0,2,"1.06","-0.31","1.88"
"20","A","Wol","yes",0,-3,0,"2.11","-1.60","0.28"
"21","H","Not","yes",0,-1,1,"0.88","-0.09","0.19"
"22","A","Tot","yes",3,1,2,"1.45","-0.79","-0.60"
"23","H","Sun","yes",3,2,3,"1.04","-0.28","-0.88"
"24","A","Che","yes",0,-1,2,"0.61","0.24","-0.64"
"25","A","Bur","no",NA,NA,NA,"1.42","-0.74","-1.38"
"26","H","MnU","no",NA,NA,NA,"0.56","0.30","-1.08"
"27","H","Bou","no",NA,NA,NA,"0.88","-0.09","-1.17"
"28","A","Liv","no",NA,NA,NA,"0.52","0.36","-0.80"
"29","A","Ful","no",NA,NA,NA,"0.54","0.33","-0.47"
"30","H","MnC","no",NA,NA,NA,"0.46","0.43","-0.04"
"31","A","Ast","no",NA,NA,NA,"0.41","0.49","0.44"
"32","H","Wol","no",NA,NA,NA,"1.89","-1.33","-0.88"
"33","A","Pal","no",NA,NA,NA,"1.11","-0.37","-1.25"
"34","H","Eve","no",NA,NA,NA,"0.52","0.36","-0.89"
"35","A","Bre","no",NA,NA,NA,"0.49","0.40","-0.50"
"36","H","Ars","no",NA,NA,NA,"0.25","0.70","0.20"
"37","A","New","no",NA,NA,NA,"0.51","0.37","0.57"
"38","H","Lee","no",NA,NA,NA,"1.27","-0.57","0.00"
