"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Lee","yes",0,-1,0,"1.42","-0.03","-0.03"
"2","H","BHA","yes",3,2,2,"1.35","0.03","0.00"
"3","A","Wol","yes",3,1,3,"2.25","-0.62","-0.62"
"4","H","Ast","yes",1,0,0,"1.16","0.16","-0.46"
"5","A","Liv","yes",0,-1,1,"1.09","0.21","-0.24"
"6","H","WHU","yes",1,0,1,"1.54","-0.11","-0.35"
"7","H","Pal","yes",3,1,2,"1.20","0.13","-0.22"
"8","A","MnC","yes",0,-2,0,"0.54","0.61","0.39"
"9","H","Tot","yes",0,-3,0,"1.03","0.26","0.65"
"10","A","Sun","yes",1,0,1,"1.38","0.00","0.65"
"11","H","Ful","yes",3,2,2,"1.53","-0.10","0.55"
"12","A","MnU","yes",3,1,1,"0.88","0.37","0.92"
"13","H","New","yes",0,-3,1,"1.53","-0.11","0.81"
"14","A","Bou","yes",3,1,1,"1.39","-0.00","0.81"
"15","H","Not","yes",3,3,3,"1.17","0.16","0.96"
"16","A","Che","yes",0,-2,0,"1.74","-0.25","0.71"
"17","H","Ars","yes",0,-1,0,"0.59","0.57","1.29"
"18","A","Bur","yes",1,0,0,"2.24","-0.62","0.67"
"19","A","Not","yes",3,2,2,"1.94","-0.40","0.27"
"20","H","Bre","yes",0,-2,2,"1.36","0.02","0.29"
"21","H","Wol","yes",1,0,1,"2.31","-0.67","-0.38"
"22","A","Ast","yes",3,1,1,"1.04","0.25","-0.13"
"23","H","Lee","yes",1,0,1,"1.62","-0.17","-0.29"
"24","A","BHA","yes",1,0,1,"1.22","0.12","-0.17"
"25","A","Ful","yes",3,1,2,"1.25","0.10","-0.07"
"26","H","Bou","yes",0,-1,1,"1.05","0.24","0.17"
"27","H","MnU","yes",0,-1,0,"1.03","0.26","0.43"
"28","A","New","yes",3,1,3,"1.41","-0.02","0.41"
"29","H","Bur","yes",3,2,2,"2.09","-0.50","-0.09"
"30","A","Ars","yes",0,-2,0,"0.57","0.59","0.49"
"31","H","Che","yes",3,3,3,"1.04","0.25","0.75"
"32","A","Bre","yes",1,0,2,"1.32","0.05","0.79"
"33","H","Liv","yes",0,-1,1,"1.19","0.14","0.94"
"34","A","WHU","yes",0,-1,1,"1.92","-0.39","0.55"
"35","H","MnC","yes",1,0,3,"0.73","0.47","1.03"
"36","A","Pal","yes",1,0,2,"1.86","-0.34","0.69"
"37","H","Sun","no",NA,NA,NA,"1.45","-0.04","0.64"
"38","A","Tot","no",NA,NA,NA,"2.28","-0.64","0.00"
