"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Tot","yes",0,-3,0,"0.97","-0.34","-0.34"
"2","H","Sun","yes",3,2,2,"1.00","-0.39","-0.73"
"3","A","MnU","yes",0,-1,2,"0.14","0.80","0.07"
"4","H","Liv","yes",0,-1,0,"0.74","-0.03","0.04"
"5","H","Not","yes",1,0,1,"1.26","-0.74","-0.70"
"6","A","MnC","yes",0,-4,1,"0.07","0.90","0.20"
"7","A","Ast","yes",0,-1,1,"0.16","0.78","0.98"
"8","H","Lee","yes",3,2,2,"2.07","-1.86","-0.88"
"9","A","Wol","yes",3,1,3,"2.11","-1.92","-2.80"
"10","H","Ars","yes",0,-2,0,"0.28","0.61","-2.19"
"11","A","WHU","yes",0,-1,2,"0.62","0.14","-2.06"
"12","H","Che","yes",0,-2,0,"0.47","0.35","-1.71"
"13","A","Bre","yes",0,-2,1,"0.11","0.84","-0.86"
"14","H","Pal","no",NA,NA,NA,"0.68","0.05","-0.81"
"15","A","New","no",NA,NA,NA,"0.18","0.76","-0.05"
"16","H","Ful","no",NA,NA,NA,"1.49","-1.07","-1.12"
"17","A","Bou","no",NA,NA,NA,"0.28","0.62","-0.50"
"18","H","Eve","no",NA,NA,NA,"0.69","0.04","-0.47"
"19","H","New","no",NA,NA,NA,"1.09","-0.51","-0.98"
"20","A","BHA","no",NA,NA,NA,"0.13","0.83","-0.16"
"21","H","MnU","no",NA,NA,NA,"0.77","-0.07","-0.23"
"22","A","Liv","no",NA,NA,NA,"0.14","0.81","0.58"
"23","H","Tot","no",NA,NA,NA,"0.32","0.56","1.14"
"24","A","Sun","no",NA,NA,NA,"0.17","0.77","1.91"
"25","H","WHU","no",NA,NA,NA,"1.35","-0.88","1.03"
"26","A","Pal","no",NA,NA,NA,"0.34","0.53","1.56"
"27","A","Che","no",NA,NA,NA,"0.26","0.64","2.20"
"28","H","Bre","no",NA,NA,NA,"1.62","-1.24","0.96"
"29","A","Eve","no",NA,NA,NA,"0.25","0.66","1.62"
"30","H","Bou","no",NA,NA,NA,"1.33","-0.84","0.78"
"31","A","Ful","no",NA,NA,NA,"0.26","0.64","1.42"
"32","H","BHA","no",NA,NA,NA,"1.14","-0.58","0.84"
"33","A","Not","no",NA,NA,NA,"0.62","0.14","0.97"
"34","H","MnC","no",NA,NA,NA,"0.47","0.35","1.32"
"35","A","Lee","no",NA,NA,NA,"0.40","0.45","1.77"
"36","H","Ast","no",NA,NA,NA,"0.73","-0.01","1.76"
"37","A","Ars","no",NA,NA,NA,"0.05","0.93","2.70"
"38","H","Wol","no",NA,NA,NA,"2.67","-2.70","0.00"
