"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Ajx","yes",0,-2,0,"0.53","0.33","0.33"
"2","H","Zwo","yes",0,-2,0,"1.28","-0.60","-0.27"
"3","H","Vol","yes",1,0,2,"1.48","-0.85","-1.12"
"4","A","PSV","yes",3,2,2,"0.24","0.70","-0.42"
"5","H","Sit","yes",0,-2,1,"1.22","-0.52","-0.94"
"6","A","Gro","yes",0,-2,0,"1.12","-0.39","-1.34"
"7","H","GoA","yes",3,2,4,"1.16","-0.45","-1.78"
"8","A","AZA","yes",0,-1,1,"0.62","0.23","-1.56"
"9","H","Hee","yes",0,-1,2,"0.71","0.11","-1.45"
"10","A","Spa","yes",0,-1,0,"0.81","-0.02","-1.46"
"11","H","Exc","yes",1,0,2,"0.84","-0.05","-1.51"
"12","A","Twe","yes",1,0,0,"0.64","0.19","-1.32"
"13","H","Utr","yes",1,0,1,"0.80","-0.00","-1.32"
"14","H","Fey","yes",0,-1,1,"0.38","0.53","-0.80"
"15","A","Her","yes",1,0,1,"1.25","-0.57","-1.36"
"16","H","NEC","yes",1,0,2,"0.50","0.37","-0.99"
"17","A","NAC","yes",3,1,1,"1.30","-0.62","-1.61"
"18","H","Ajx","yes",0,-1,2,"0.49","0.38","-1.23"
"19","A","Exc","yes",1,0,2,"1.10","-0.37","-1.60"
"20","H","AZA","yes",0,-1,0,"0.51","0.36","-1.24"
"21","A","Zwo","yes",0,-3,1,"0.68","0.15","-1.08"
"22","A","GoA","yes",1,0,1,"0.91","-0.14","-1.23"
"23","H","Twe","yes",1,0,1,"0.68","0.15","-1.08"
"24","A","Fey","yes",0,-1,1,"0.42","0.48","-0.60"
"25","H","NAC","yes",3,3,3,"1.32","-0.66","-1.26"
"26","A","Sit","no",NA,NA,NA,"0.63","0.22","-1.04"
"27","A","Hee","no",NA,NA,NA,"0.87","-0.09","-1.12"
"28","H","PSV","no",NA,NA,NA,"0.07","0.91","-0.22"
"29","H","Gro","no",NA,NA,NA,"0.59","0.27","0.05"
"30","A","Utr","no",NA,NA,NA,"0.76","0.05","0.10"
"31","H","Spa","no",NA,NA,NA,"0.44","0.45","0.55"
"32","A","NEC","no",NA,NA,NA,"0.38","0.52","1.07"
"33","H","Her","no",NA,NA,NA,"1.65","-1.06","0.01"
"34","A","Vol","no",NA,NA,NA,"0.81","-0.01","0.00"
