"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","NEC","yes",0,-5,0,"0.36","0.65","0.65"
"2","H","Fey","yes",0,-1,1,"0.10","0.90","1.55"
"3","A","Utr","yes",0,-3,1,"0.77","0.24","1.79"
"4","H","Twe","yes",3,1,1,"1.14","-0.12","1.67"
"5","H","Spa","yes",0,-1,0,"1.19","-0.17","1.50"
"6","A","Vol","yes",3,1,2,"1.26","-0.24","1.26"
"7","H","PSV","yes",0,-1,1,"0.12","0.89","2.14"
"8","A","Hee","yes",0,-1,1,"1.07","-0.05","2.09"
"9","H","Sit","no",NA,NA,NA,"1.41","-0.39","1.70"
"10","A","GoA","no",NA,NA,NA,"1.29","-0.27","1.43"
"11","A","Tel","no",NA,NA,NA,"1.46","-0.44","0.99"
"12","H","Her","no",NA,NA,NA,"2.38","-1.34","-0.35"
"13","A","Ajx","no",NA,NA,NA,"0.38","0.62","0.27"
"14","H","NAC","no",NA,NA,NA,"1.65","-0.62","-0.35"
"15","H","Gro","no",NA,NA,NA,"0.53","0.48","0.13"
"16","A","AZA","no",NA,NA,NA,"0.21","0.79","0.92"
"17","H","Zwo","no",NA,NA,NA,"1.54","-0.52","0.41"
"18","A","PSV","no",NA,NA,NA,"0.30","0.71","1.11"
"19","H","Tel","no",NA,NA,NA,"1.13","-0.11","1.00"
"20","A","Twe","no",NA,NA,NA,"0.68","0.33","1.33"
"21","H","Ajx","no",NA,NA,NA,"1.33","-0.31","1.02"
"22","A","NAC","no",NA,NA,NA,"0.99","0.02","1.05"
"23","H","AZA","no",NA,NA,NA,"0.48","0.53","1.57"
"24","A","Sit","no",NA,NA,NA,"0.51","0.50","2.07"
"25","H","GoA","no",NA,NA,NA,"1.59","-0.57","1.50"
"26","H","Hee","no",NA,NA,NA,"1.53","-0.50","1.00"
"27","A","Fey","no",NA,NA,NA,"0.05","0.95","1.96"
"28","A","Her","no",NA,NA,NA,"1.51","-0.48","1.47"
"29","H","NEC","no",NA,NA,NA,"1.46","-0.43","1.04"
"30","A","Zwo","no",NA,NA,NA,"1.35","-0.33","0.71"
"31","H","Utr","no",NA,NA,NA,"1.43","-0.41","0.30"
"32","A","Gro","no",NA,NA,NA,"0.22","0.78","1.08"
"33","H","Vol","no",NA,NA,NA,"2.15","-1.12","-0.03"
"34","A","Spa","no",NA,NA,NA,"0.98","0.03","0.00"
