"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Utr","yes",0,-4,0,"0.34","0.53","0.53"
"2","H","NEC","yes",0,-3,1,"0.71","0.02","0.54"
"3","A","Ajx","yes",0,-2,0,"0.27","0.63","1.18"
"4","A","Gro","yes",0,-4,0,"0.51","0.30","1.47"
"5","H","AZA","yes",0,-1,1,"0.82","-0.14","1.33"
"6","A","NAC","yes",0,-1,1,"0.72","-0.00","1.33"
"7","H","Spa","yes",3,3,3,"0.71","0.01","1.35"
"8","A","Twe","yes",0,-1,1,"0.27","0.63","1.97"
"9","H","Fey","yes",0,-7,0,"0.60","0.16","2.14"
"10","A","Vol","yes",0,-3,0,"0.36","0.50","2.63"
"11","H","Zwo","yes",3,6,8,"1.59","-1.20","1.43"
"12","A","Exc","yes",3,1,2,"0.73","-0.01","1.42"
"13","H","GoA","yes",3,2,4,"1.30","-0.79","0.63"
"14","A","Sit","yes",1,0,1,"0.31","0.57","1.20"
"15","H","Tel","yes",1,0,1,"1.38","-0.92","0.28"
"16","A","PSV","yes",0,-1,3,"0.11","0.85","1.13"
"17","H","Hee","yes",0,-3,0,"0.86","-0.19","0.94"
"18","A","Spa","yes",0,-2,0,"0.43","0.41","1.35"
"19","H","Twe","yes",0,-2,0,"0.92","-0.27","1.08"
"20","A","Fey","yes",0,-2,2,"0.20","0.72","1.81"
"21","H","Sit","yes",3,1,2,"1.30","-0.81","1.00"
"22","A","NEC","yes",0,-3,1,"0.25","0.65","1.65"
"23","H","NAC","yes",0,-1,0,"1.63","-1.26","0.39"
"24","A","GoA","yes",0,-4,0,"0.47","0.35","0.74"
"25","H","PSV","yes",0,-2,1,"0.10","0.86","1.60"
"26","H","Utr","yes",1,0,0,"1.10","-0.53","1.07"
"27","A","AZA","no",NA,NA,NA,"0.32","0.55","1.63"
"28","H","Exc","no",NA,NA,NA,"1.13","-0.56","1.07"
"29","A","Hee","no",NA,NA,NA,"0.38","0.47","1.54"
"30","H","Ajx","no",NA,NA,NA,"0.82","-0.14","1.40"
"31","H","Vol","no",NA,NA,NA,"1.76","-1.44","-0.03"
"32","A","Zwo","no",NA,NA,NA,"0.35","0.52","0.49"
"33","A","Tel","no",NA,NA,NA,"0.91","-0.26","0.23"
"34","H","Gro","no",NA,NA,NA,"0.88","-0.23","-0.00"
