"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Exc","yes",3,5,5,"1.89","-0.09","-0.09"
"2","A","Her","yes",3,3,4,"2.26","-0.30","-0.39"
"3","H","NAC","yes",3,3,3,"2.39","-0.38","-0.77"
"4","A","Sit","yes",0,-1,2,"1.78","-0.02","-0.79"
"5","H","PSV","yes",0,-2,3,"0.48","0.72","-0.07"
"6","A","Hee","yes",0,-1,2,"1.45","0.17","0.10"
"7","H","AZA","yes",3,1,2,"1.72","0.01","0.11"
"8","A","GoA","yes",1,0,1,"1.78","-0.02","0.08"
"9","H","Twe","yes",1,0,3,"1.41","0.19","0.27"
"10","A","Zwo","yes",1,0,2,"1.54","0.11","0.39"
"11","A","Utr","yes",0,-1,0,"1.35","0.22","0.61"
"12","H","Gro","yes",3,2,2,"1.68","0.03","0.64"
"13","A","Fey","yes",3,2,4,"1.09","0.37","1.02"
"14","H","Spa","yes",3,2,3,"1.78","-0.03","0.99"
"15","A","Vol","yes",3,1,3,"1.81","-0.04","0.95"
"16","A","Tel","yes",1,0,2,"2.04","-0.17","0.78"
"17","H","Ajx","yes",1,0,2,"1.49","0.14","0.92"
"18","A","NAC","yes",3,1,4,"2.16","-0.24","0.68"
"19","H","Zwo","yes",3,1,2,"2.35","-0.35","0.33"
"20","A","AZA","yes",3,2,3,"1.33","0.24","0.56"
"21","H","Her","yes",3,3,4,"2.62","-0.51","0.06"
"22","H","Utr","yes",0,-2,1,"1.77","-0.02","0.04"
"23","A","Spa","yes",1,0,1,"1.80","-0.04","0.00"
"24","A","Ajx","yes",1,0,1,"1.41","0.19","0.19"
"25","H","Sit","yes",0,-1,2,"2.06","-0.19","0.00"
"26","H","Vol","yes",3,3,3,"2.35","-0.35","-0.35"
"27","A","PSV","yes",3,1,3,"0.79","0.54","0.19"
"28","H","Hee","yes",1,0,2,"1.62","0.07","0.26"
"29","A","Exc","yes",3,2,2,"2.13","-0.22","0.03"
"30","H","Fey","yes",1,0,1,"1.36","0.22","0.25"
"31","A","Twe","yes",1,0,1,"1.35","0.22","0.48"
"32","H","Tel","yes",1,0,1,"2.05","-0.18","0.30"
"33","A","Gro","yes",1,0,2,"1.88","-0.08","0.22"
"34","H","GoA","no",NA,NA,NA,"2.12","-0.22","0.00"
