"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Tor","yes",1,0,0,"0.46","0.51","0.51"
"2","H","Int","yes",0,-2,0,"0.23","0.75","1.27"
"3","A","Bol","yes",0,-1,1,"0.27","0.72","1.99"
"4","H","Udi","yes",1,0,0,"1.21","-0.28","1.71"
"5","A","Ata","yes",0,-2,0,"0.27","0.72","2.42"
"6","H","Mil","yes",0,-2,1,"0.64","0.32","2.74"
"7","A","Fir","yes",0,-3,0,"0.40","0.57","3.32"
"8","H","Rom","yes",0,-3,1,"1.18","-0.24","3.07"
"9","A","Sal","yes",1,0,2,"1.69","-0.78","2.29"
"10","H","Fro","yes",3,1,4,"1.96","-1.07","1.22"
"11","H","Gen","yes",3,1,2,"1.40","-0.48","0.75"
"12","A","Juv","yes",0,-1,1,"0.29","0.70","1.44"
"13","H","Mon","yes",1,0,1,"1.30","-0.37","1.07"
"14","A","Laz","yes",0,-1,0,"0.43","0.55","1.62"
"15","H","Sas","yes",3,1,2,"1.97","-1.08","0.54"
"16","A","Nap","yes",0,-1,1,"0.71","0.25","0.79"
"17","A","Ver","yes",0,-2,0,"0.77","0.19","0.98"
"18","H","Emp","yes",1,0,0,"1.59","-0.68","0.30"
"19","A","Lec","yes",1,0,1,"0.77","0.19","0.49"
"20","H","Bol","yes",3,1,2,"0.98","-0.04","0.46"
"21","A","Fro","yes",0,-2,1,"0.73","0.23","0.69"
"22","H","Tor","yes",0,-1,1,"1.34","-0.42","0.27"
"23","A","Rom","yes",0,-4,0,"0.29","0.70","0.96"
"24","H","Laz","yes",0,-2,1,"0.99","-0.04","0.92"
"25","A","Udi","yes",1,0,1,"1.23","-0.30","0.62"
"26","H","Nap","yes",1,0,1,"0.95","-0.01","0.61"
"27","A","Emp","yes",3,1,1,"0.93","0.02","0.63"
"28","H","Sal","yes",3,2,4,"2.09","-1.20","-0.57"
"29","A","Mon","yes",0,-1,0,"0.75","0.20","-0.37"
"30","H","Ver","yes",1,0,1,"1.70","-0.80","-1.17"
"31","H","Ata","yes",3,1,2,"0.93","0.01","-1.15"
"32","A","Int","yes",1,0,2,"0.17","0.82","-0.33"
"33","H","Juv","yes",1,0,2,"0.80","0.15","-0.18"
"34","A","Gen","yes",0,-3,0,"0.55","0.42","0.24"
"35","H","Lec","yes",1,0,1,"1.70","-0.80","-0.56"
"36","A","Mil","yes",0,-4,1,"0.28","0.70","0.14"
"37","A","Sas","yes",3,2,2,"0.95","0.00","0.14"
"38","H","Fir","yes",0,-1,2,"1.08","-0.14","0.00"
