"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Mil","yes",0,-2,0,"1.51","0.16","0.16"
"2","A","Juv","yes",1,0,1,"0.87","0.51","0.67"
"3","H","Cag","yes",3,1,2,"2.56","-0.43","0.24"
"4","A","Ver","yes",1,0,0,"1.73","0.03","0.27"
"5","H","Nap","yes",1,0,0,"1.89","-0.06","0.21"
"6","A","Mon","yes",1,0,0,"1.72","0.04","0.26"
"7","H","Emp","yes",3,3,3,"2.39","-0.34","-0.08"
"8","A","Int","yes",1,0,2,"0.54","0.70","0.62"
"9","H","Fro","yes",3,1,2,"2.59","-0.45","0.17"
"10","A","Sas","yes",1,0,1,"1.94","-0.08","0.09"
"11","H","Laz","yes",3,1,1,"1.93","-0.08","0.01"
"12","A","Fir","yes",0,-1,1,"1.14","0.36","0.37"
"13","H","Tor","yes",3,2,2,"2.23","-0.25","0.12"
"14","A","Lec","yes",1,0,1,"1.73","0.03","0.16"
"15","A","Sal","yes",3,1,2,"2.49","-0.39","-0.23"
"16","H","Rom","yes",3,2,2,"2.10","-0.17","-0.41"
"17","H","Ata","yes",3,1,1,"1.87","-0.05","-0.45"
"18","A","Udi","yes",0,-3,0,"2.19","-0.22","-0.68"
"19","H","Gen","yes",1,0,1,"2.27","-0.27","-0.95"
"20","A","Cag","yes",0,-1,1,"1.68","0.06","-0.89"
"21","A","Mil","yes",1,0,2,"0.87","0.52","-0.37"
"22","H","Sas","yes",3,2,4,"2.59","-0.45","-0.82"
"23","H","Lec","yes",3,4,4,"2.46","-0.37","-1.20"
"24","H","Fir","yes",3,2,2,"2.02","-0.13","-1.32"
"25","A","Laz","yes",3,1,2,"1.20","0.33","-0.99"
"26","H","Ver","yes",3,2,2,"2.46","-0.37","-1.36"
"27","A","Ata","yes",3,1,2,"0.82","0.54","-0.82"
"28","H","Int","yes",0,-1,0,"0.70","0.61","-0.21"
"29","A","Emp","yes",3,1,1,"1.92","-0.07","-0.28"
"30","H","Sal","yes",3,3,3,"2.65","-0.48","-0.76"
"31","A","Fro","yes",1,0,0,"1.69","0.06","-0.71"
"32","H","Mon","yes",1,0,0,"2.20","-0.23","-0.94"
"33","A","Rom","yes",3,2,3,"0.88","0.51","-0.43"
"34","H","Udi","yes",1,0,1,"2.13","-0.19","-0.62"
"35","A","Tor","yes",1,0,0,"1.26","0.30","-0.32"
"36","A","Nap","yes",3,2,2,"1.66","0.07","-0.24"
"37","H","Juv","yes",1,0,3,"1.73","0.04","-0.21"
"38","A","Gen","yes",0,-2,0,"1.42","0.21","0.00"
