"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Emp","yes",3,1,1,"1.13","-0.13","-0.13"
"2","H","Rom","yes",3,1,2,"1.13","-0.13","-0.26"
"3","A","Sas","yes",0,-2,1,"1.15","-0.15","-0.41"
"4","H","Bol","yes",1,0,0,"0.94","0.06","-0.35"
"5","A","Mil","yes",0,-1,0,"0.37","0.63","0.28"
"6","H","Ata","yes",0,-1,0,"0.89","0.11","0.39"
"7","A","Tor","yes",1,0,0,"0.59","0.41","0.81"
"8","A","Fro","yes",0,-1,1,"0.91","0.09","0.90"
"9","H","Nap","yes",0,-2,1,"0.91","0.09","0.99"
"10","A","Juv","yes",0,-1,0,"0.37","0.63","1.62"
"11","H","Mon","yes",0,-2,1,"1.25","-0.25","1.37"
"12","A","Gen","yes",0,-1,0,"0.69","0.31","1.67"
"13","H","Lec","yes",1,0,2,"1.65","-0.65","1.02"
"14","A","Udi","yes",1,0,3,"1.46","-0.46","0.56"
"15","H","Laz","yes",1,0,1,"0.94","0.06","0.62"
"16","A","Fir","yes",0,-1,0,"0.52","0.48","1.10"
"17","H","Cag","yes",3,2,2,"1.85","-0.85","0.26"
"18","H","Sal","yes",0,-1,0,"2.04","-1.04","-0.79"
"19","A","Int","yes",0,-1,1,"0.22","0.78","-0.00"
"20","H","Emp","yes",3,1,2,"1.54","-0.54","-0.54"
"21","A","Rom","yes",0,-1,1,"0.37","0.63","0.08"
"22","H","Fro","yes",1,0,1,"1.91","-0.91","-0.83"
"23","A","Nap","yes",0,-1,1,"0.88","0.12","-0.71"
"24","A","Mon","yes",1,0,0,"0.94","0.06","-0.65"
"25","H","Juv","yes",1,0,2,"0.76","0.24","-0.41"
"26","A","Bol","yes",0,-2,0,"0.34","0.66","0.24"
"27","H","Sas","yes",3,1,1,"1.92","-0.92","-0.68"
"28","A","Lec","yes",3,1,1,"0.95","0.05","-0.63"
"29","H","Mil","yes",0,-2,1,"0.61","0.39","-0.24"
"30","A","Cag","yes",1,0,1,"0.91","0.09","-0.15"
"31","H","Gen","yes",0,-1,1,"1.35","-0.35","-0.50"
"32","A","Ata","yes",1,0,2,"0.34","0.66","0.16"
"33","H","Udi","yes",3,1,1,"1.16","-0.16","-0.00"
"34","A","Laz","yes",0,-1,0,"0.55","0.45","0.45"
"35","H","Fir","yes",3,1,2,"1.03","-0.03","0.41"
"36","H","Tor","yes",0,-1,1,"1.29","-0.29","0.12"
"37","A","Sal","yes",3,1,2,"1.90","-0.90","-0.78"
"38","H","Int","yes",1,0,2,"0.22","0.78","0.00"
