"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Gen","yes",3,3,4,"1.30","0.18","0.18"
"2","H","Lec","yes",1,0,2,"2.21","-0.40","-0.22"
"3","A","Int","yes",0,-4,0,"0.48","0.70","0.48"
"4","H","Ata","yes",3,1,3,"1.50","0.05","0.53"
"5","A","Udi","yes",3,2,2,"2.10","-0.33","0.20"
"6","A","Fro","yes",1,0,1,"1.57","0.01","0.20"
"7","H","Cag","yes",3,3,3,"2.35","-0.49","-0.28"
"8","A","Nap","yes",3,2,3,"1.54","0.03","-0.26"
"9","H","Emp","yes",0,-2,0,"2.13","-0.35","-0.61"
"10","A","Laz","yes",0,-1,0,"1.08","0.31","-0.29"
"11","H","Juv","yes",0,-1,0,"1.34","0.15","-0.14"
"12","H","Bol","yes",3,1,2,"1.55","0.02","-0.12"
"13","A","Mil","yes",0,-1,0,"0.77","0.51","0.39"
"14","H","Sal","yes",3,3,3,"2.48","-0.57","-0.18"
"15","A","Rom","yes",1,0,1,"0.78","0.50","0.32"
"16","H","Ver","yes",3,1,1,"2.21","-0.40","-0.08"
"17","A","Mon","yes",3,1,1,"1.60","-0.01","-0.09"
"18","H","Tor","yes",3,1,1,"1.91","-0.21","-0.31"
"19","A","Sas","yes",0,-1,0,"1.83","-0.16","-0.46"
"20","H","Udi","yes",1,0,2,"1.79","-0.13","-0.60"
"21","H","Int","yes",0,-1,0,"0.46","0.71","0.11"
"22","A","Lec","yes",0,-1,2,"1.61","-0.02","0.09"
"23","H","Fro","yes",3,4,5,"2.40","-0.52","-0.43"
"24","A","Bol","yes",0,-2,0,"0.73","0.54","0.11"
"25","A","Emp","yes",1,0,1,"1.81","-0.15","-0.04"
"26","H","Laz","yes",3,1,2,"1.56","0.01","-0.02"
"27","A","Tor","yes",1,0,0,"1.14","0.28","0.25"
"28","H","Rom","yes",1,0,2,"1.76","-0.11","0.14"
"29","H","Mil","yes",0,-1,1,"1.13","0.28","0.42"
"30","A","Juv","yes",0,-1,0,"0.78","0.51","0.93"
"31","H","Gen","yes",1,0,1,"1.97","-0.25","0.69"
"32","A","Sal","yes",3,2,2,"2.42","-0.54","0.15"
"33","H","Sas","yes",3,4,5,"2.40","-0.52","-0.37"
"34","A","Ver","yes",0,-1,1,"1.61","-0.02","-0.39"
"35","H","Mon","yes",3,1,2,"1.88","-0.19","-0.58"
"36","H","Nap","yes",1,0,2,"1.52","0.04","-0.55"
"37","A","Cag","yes",3,1,3,"1.57","0.01","-0.54"
"38","A","Ata","yes",3,1,3,"0.73","0.54","-0.00"
