"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Ver","yes",0,-1,0,"1.43","-0.51","-0.51"
"2","A","Mon","yes",0,-2,0,"1.05","-0.11","-0.62"
"3","H","Juv","yes",0,-2,0,"0.61","0.36","-0.26"
"4","A","Rom","yes",0,-7,0,"0.43","0.55","0.29"
"5","H","Int","yes",0,-1,0,"0.17","0.82","1.11"
"6","H","Sal","yes",3,1,1,"1.84","-0.95","0.16"
"7","A","Bol","yes",0,-3,0,"0.40","0.58","0.74"
"8","H","Udi","yes",1,0,0,"0.96","-0.01","0.73"
"9","A","Fir","yes",3,2,2,"0.59","0.37","1.11"
"10","H","Ata","yes",0,-3,0,"0.72","0.25","1.35"
"11","A","Fro","yes",0,-1,1,"1.02","-0.07","1.28"
"12","A","Nap","yes",3,1,1,"0.99","-0.05","1.23"
"13","H","Sas","yes",0,-1,3,"1.71","-0.81","0.43"
"14","A","Gen","yes",1,0,1,"0.79","0.17","0.60"
"15","H","Lec","yes",1,0,1,"1.43","-0.51","0.09"
"16","A","Tor","yes",0,-1,0,"0.67","0.29","0.38"
"17","H","Laz","yes",0,-2,0,"0.76","0.20","0.58"
"18","A","Cag","yes",1,0,0,"1.02","-0.07","0.50"
"19","H","Mil","yes",0,-3,0,"0.48","0.49","1.00"
"20","A","Ver","yes",0,-1,1,"1.06","-0.12","0.88"
"21","H","Mon","yes",3,3,3,"1.04","-0.10","0.78"
"22","A","Juv","yes",1,0,1,"0.42","0.55","1.33"
"23","H","Gen","yes",1,0,0,"1.13","-0.20","1.14"
"24","A","Sal","yes",3,2,3,"2.01","-1.13","0.01"
"25","H","Fir","yes",1,0,1,"0.84","0.11","0.12"
"26","A","Sas","yes",3,1,3,"1.27","-0.34","-0.22"
"27","H","Cag","yes",0,-1,0,"1.63","-0.72","-0.94"
"28","A","Mil","yes",0,-1,0,"0.42","0.55","-0.39"
"29","H","Bol","yes",0,-1,0,"0.75","0.20","-0.18"
"30","A","Int","yes",0,-2,0,"0.25","0.73","0.55"
"31","H","Tor","yes",3,1,3,"1.08","-0.14","0.41"
"32","A","Lec","yes",0,-1,0,"1.06","-0.12","0.29"
"33","H","Nap","yes",3,1,1,"0.73","0.23","0.52"
"34","A","Ata","yes",0,-2,0,"0.40","0.58","1.11"
"35","H","Fro","yes",1,0,0,"1.70","-0.80","0.31"
"36","A","Laz","yes",0,-2,0,"0.63","0.34","0.65"
"37","A","Udi","yes",1,0,1,"1.58","-0.67","-0.02"
"38","H","Rom","yes",3,1,2,"0.93","0.02","0.00"
