"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Spo","yes",1,0,3,"1.83","0.20","0.20"
"2","A","Fam","yes",3,3,3,"2.30","-0.00","0.20"
"3","H","Mar","yes",3,5,5,"2.85","-0.24","-0.04"
"4","A","Aro","yes",3,6,6,"2.09","0.09","0.05"
"5","H","Gui","yes",3,1,1,"2.48","-0.08","-0.03"
"6","A","Rio","yes",3,1,3,"2.35","-0.02","-0.05"
"7","H","Viz","yes",3,2,2,"2.45","-0.07","-0.12"
"8","A","Pto","yes",0,-3,1,"0.90","0.61","0.49"
"9","H","Cha","yes",0,-1,0,"2.38","-0.04","0.45"
"10","A","Est","yes",3,2,2,"2.50","-0.09","0.36"
"11","A","Gil","yes",3,1,1,"2.46","-0.07","0.29"
"12","H","Cas","yes",0,-1,0,"2.55","-0.11","0.18"
"13","A","Pse","yes",3,1,2,"2.56","-0.11","0.06"
"14","H","Ben","yes",3,3,3,"1.15","0.50","0.56"
"15","A","SCl","yes",3,4,4,"2.67","-0.16","0.40"
"16","H","Boa","yes",3,1,1,"2.65","-0.16","0.24"
"17","A","Pac","yes",3,1,2,"2.78","-0.21","0.03"
"18","A","Spo","yes",0,-5,0,"1.35","0.41","0.44"
"19","H","Fam","yes",3,3,4,"2.60","-0.13","0.31"
"20","A","Mar","yes",3,1,2,"2.56","-0.12","0.19"
"21","H","Aro","yes",3,2,2,"2.41","-0.05","0.14"
"22","A","Gui","yes",0,-1,1,"2.03","0.12","0.26"
"23","H","Rio","yes",3,2,2,"2.68","-0.17","0.09"
"24","A","Viz","yes",3,4,4,"2.61","-0.14","-0.05"
"25","H","Pto","yes",1,0,0,"1.24","0.46","0.41"
"26","A","Cha","yes",3,1,2,"2.49","-0.08","0.33"
"27","H","Est","yes",3,3,4,"2.70","-0.18","0.15"
"28","H","Gil","yes",3,1,1,"2.68","-0.17","-0.02"
"29","A","Cas","yes",3,1,1,"2.49","-0.09","-0.11"
"30","H","Pse","yes",3,3,4,"2.68","-0.17","-0.27"
"31","A","Ben","yes",0,-1,0,"0.78","0.66","0.38"
"32","H","SCl","yes",3,2,5,"2.85","-0.24","0.14"
"33","A","Boa","yes",1,0,1,"2.20","0.04","0.18"
"34","H","Pac","yes",3,3,3,"2.71","-0.18","-0.00"
