"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Gui","yes",0,-1,0,"1.10","0.05","0.05"
"2","A","Mar","yes",3,1,2,"1.88","-0.61","-0.56"
"3","H","Viz","yes",1,0,1,"0.98","0.15","-0.41"
"4","A","Spo","yes",3,2,2,"0.56","0.52","0.11"
"5","H","Rio","yes",1,0,1,"1.25","-0.08","0.03"
"6","A","Pto","yes",0,-3,0,"0.47","0.60","0.63"
"7","A","Pse","yes",0,-1,0,"1.48","-0.27","0.36"
"8","H","Est","yes",1,0,1,"1.35","-0.16","0.20"
"9","A","Bra","yes",3,1,1,"0.68","0.42","0.62"
"10","H","Gil","yes",3,2,3,"0.99","0.15","0.78"
"11","A","Ben","yes",0,-5,0,"0.29","0.75","1.53"
"12","H","SCl","yes",1,0,0,"1.78","-0.53","1.00"
"13","A","Cas","yes",3,1,2,"1.50","-0.28","0.72"
"14","H","Fam","yes",0,-2,0,"1.41","-0.21","0.51"
"15","A","Pac","yes",1,0,1,"2.33","-1.00","-0.50"
"16","H","Aro","yes",1,0,1,"1.12","0.04","-0.46"
"17","A","Boa","yes",1,0,1,"1.18","-0.02","-0.47"
"18","A","Gui","yes",0,-1,1,"0.94","0.19","-0.28"
"19","H","Mar","yes",3,1,2,"1.74","-0.49","-0.77"
"20","A","Viz","yes",1,0,0,"1.67","-0.44","-1.21"
"21","H","Spo","yes",0,-1,2,"0.59","0.49","-0.72"
"22","A","Rio","yes",0,-1,0,"1.28","-0.10","-0.81"
"23","H","Pto","no",NA,NA,NA,"0.37","0.68","-0.14"
"24","H","Pse","no",NA,NA,NA,"1.28","-0.10","-0.24"
"25","A","Est","no",NA,NA,NA,"1.62","-0.39","-0.63"
"26","H","Bra","no",NA,NA,NA,"0.25","0.79","0.16"
"27","A","Gil","no",NA,NA,NA,"1.78","-0.53","-0.37"
"28","H","Ben","no",NA,NA,NA,"0.18","0.85","0.48"
"29","A","SCl","no",NA,NA,NA,"1.93","-0.66","-0.18"
"30","H","Cas","no",NA,NA,NA,"0.68","0.42","0.24"
"31","A","Fam","no",NA,NA,NA,"1.24","-0.06","0.17"
"32","H","Pac","no",NA,NA,NA,"1.43","-0.23","-0.05"
"33","A","Aro","no",NA,NA,NA,"1.09","0.06","0.01"
"34","H","Boa","no",NA,NA,NA,"1.17","-0.01","0.00"
