"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Boa","yes",0,-1,0,"1.58","-0.19","-0.19"
"2","A","Pac","yes",3,3,3,"2.38","-0.79","-0.98"
"3","H","Gui","yes",3,1,2,"1.55","-0.16","-1.14"
"4","A","Mar","yes",3,1,1,"2.18","-0.64","-1.78"
"5","H","Fam","yes",3,1,1,"2.39","-0.80","-2.57"
"6","A","Spo","yes",0,-4,0,"0.46","0.65","-1.92"
"7","H","Cha","yes",3,1,1,"0.87","0.34","-1.58"
"8","A","Viz","yes",0,-1,0,"1.80","-0.35","-1.93"
"9","H","Pto","yes",0,-2,0,"0.98","0.26","-1.67"
"10","A","Rio","yes",0,-1,0,"0.85","0.36","-1.31"
"11","H","Est","yes",1,0,1,"1.62","-0.21","-1.52"
"12","A","Gil","yes",3,1,2,"1.98","-0.49","-2.01"
"13","H","Bra","yes",0,-1,1,"0.49","0.64","-1.37"
"14","H","Cas","no",NA,NA,NA,"0.86","0.36","-1.02"
"15","A","Ben","no",NA,NA,NA,"0.15","0.89","-0.13"
"16","H","SCl","no",NA,NA,NA,"1.98","-0.49","-0.61"
"17","A","Aro","no",NA,NA,NA,"1.25","0.06","-0.56"
"18","A","Boa","no",NA,NA,NA,"1.05","0.21","-0.34"
"19","H","Pac","no",NA,NA,NA,"2.49","-0.87","-1.22"
"20","A","Gui","no",NA,NA,NA,"0.56","0.58","-0.64"
"21","H","Mar","no",NA,NA,NA,"2.08","-0.56","-1.21"
"22","A","Fam","no",NA,NA,NA,"1.14","0.14","-1.07"
"23","H","Spo","no",NA,NA,NA,"1.20","0.09","-0.97"
"24","A","Cha","no",NA,NA,NA,"1.42","-0.07","-1.04"
"25","H","Viz","no",NA,NA,NA,"1.29","0.03","-1.01"
"26","A","Pto","no",NA,NA,NA,"0.28","0.79","-0.22"
"27","H","Rio","no",NA,NA,NA,"1.76","-0.33","-0.54"
"28","A","Est","no",NA,NA,NA,"1.44","-0.08","-0.62"
"29","H","Gil","no",NA,NA,NA,"2.16","-0.62","-1.25"
"30","A","Bra","no",NA,NA,NA,"0.74","0.44","-0.80"
"31","A","Cas","no",NA,NA,NA,"1.00","0.25","-0.56"
"32","H","Ben","no",NA,NA,NA,"0.26","0.81","0.25"
"33","A","SCl","no",NA,NA,NA,"1.39","-0.05","0.21"
"34","H","Aro","no",NA,NA,NA,"1.61","-0.21","-0.00"
