"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bra","yes",1,0,3,"0.89","0.54","0.54"
"2","H","Rio","yes",3,3,3,"2.48","-0.30","0.24"
"3","A","Pto","yes",0,-3,0,"0.44","0.77","1.01"
"4","H","Cha","yes",0,-2,0,"2.04","-0.07","0.94"
"5","A","Est","yes",3,2,2,"1.60","0.16","1.10"
"6","H","Pse","yes",3,4,4,"2.48","-0.29","0.81"
"7","A","Boa","yes",0,-1,1,"1.42","0.26","1.07"
"8","H","Gil","yes",3,2,3,"2.54","-0.33","0.74"
"9","A","SCl","yes",3,1,2,"1.91","0.00","0.74"
"10","H","Cas","yes",3,2,3,"1.93","-0.01","0.73"
"11","A","Aro","yes",0,-1,0,"1.44","0.25","0.98"
"12","H","Gui","yes",3,3,3,"2.58","-0.35","0.63"
"13","A","Fam","yes",3,1,2,"1.36","0.29","0.92"
"14","H","Pac","yes",3,3,3,"2.68","-0.40","0.52"
"15","A","Mar","yes",0,-1,0,"2.05","-0.07","0.45"
"16","A","Ben","yes",1,0,2,"0.44","0.77","1.21"
"17","H","Viz","yes",3,1,2,"2.36","-0.23","0.98"
"18","H","Bra","no",NA,NA,NA,"1.08","0.44","1.42"
"19","A","Rio","no",NA,NA,NA,"1.56","0.18","1.60"
"20","H","Pto","no",NA,NA,NA,"1.86","0.03","1.63"
"21","A","Cha","no",NA,NA,NA,"2.11","-0.10","1.53"
"22","H","Est","no",NA,NA,NA,"2.53","-0.32","1.21"
"23","A","Pse","no",NA,NA,NA,"1.79","0.07","1.27"
"24","H","Boa","no",NA,NA,NA,"2.47","-0.29","0.98"
"25","A","Gil","no",NA,NA,NA,"1.95","-0.02","0.96"
"26","H","SCl","no",NA,NA,NA,"2.67","-0.39","0.57"
"27","A","Cas","no",NA,NA,NA,"1.69","0.12","0.69"
"28","H","Aro","no",NA,NA,NA,"2.43","-0.27","0.42"
"29","A","Gui","no",NA,NA,NA,"1.32","0.31","0.73"
"30","H","Fam","no",NA,NA,NA,"2.67","-0.39","0.34"
"31","A","Pac","no",NA,NA,NA,"2.54","-0.33","0.01"
"32","H","Mar","no",NA,NA,NA,"2.67","-0.39","-0.38"
"33","H","Ben","no",NA,NA,NA,"1.15","0.40","0.01"
"34","A","Viz","no",NA,NA,NA,"1.94","-0.01","0.00"
