"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Pac","yes",3,1,1,"1.75","-0.48","-0.48"
"2","A","Aro","yes",0,-1,0,"0.92","0.22","-0.26"
"3","H","Fam","yes",1,0,0,"1.67","-0.42","-0.68"
"4","A","Viz","yes",1,0,2,"1.49","-0.27","-0.94"
"5","H","Pto","yes",0,-2,0,"0.46","0.61","-0.33"
"6","A","Mar","yes",3,1,2,"1.74","-0.47","-0.81"
"7","H","Rio","yes",1,0,2,"1.39","-0.18","-0.99"
"8","A","Spo","yes",0,-2,1,"0.40","0.66","-0.33"
"9","H","Est","yes",0,-1,0,"1.64","-0.39","-0.72"
"10","A","Cha","yes",0,-2,1,"1.62","-0.38","-1.09"
"11","H","Bra","yes",0,-1,0,"0.38","0.67","-0.42"
"12","H","Pse","yes",0,-1,1,"1.63","-0.38","-0.80"
"13","A","Ben","yes",0,-2,1,"0.21","0.82","0.02"
"14","H","SCl","yes",3,1,1,"2.12","-0.80","-0.78"
"15","A","Boa","yes",0,-1,0,"1.06","0.10","-0.68"
"16","H","Gui","yes",3,1,2,"1.23","-0.04","-0.73"
"17","A","Cas","yes",3,2,3,"1.21","-0.02","-0.75"
"18","A","Pac","yes",0,-1,1,"2.10","-0.78","-1.53"
"19","H","Aro","yes",1,0,1,"1.16","0.02","-1.51"
"20","A","Fam","yes",3,1,1,"0.94","0.20","-1.32"
"21","H","Viz","yes",1,0,1,"1.06","0.10","-1.21"
"22","A","Pto","yes",3,1,2,"0.35","0.70","-0.51"
"23","H","Mar","yes",3,2,2,"2.04","-0.73","-1.24"
"24","A","Rio","yes",0,-1,1,"1.00","0.15","-1.09"
"25","A","Est","no",NA,NA,NA,"1.53","-0.30","-1.39"
"26","H","Spo","no",NA,NA,NA,"0.68","0.42","-0.97"
"27","H","Cha","no",NA,NA,NA,"1.05","0.11","-0.86"
"28","A","Bra","no",NA,NA,NA,"0.50","0.57","-0.28"
"29","A","Pse","no",NA,NA,NA,"1.39","-0.18","-0.46"
"30","H","Ben","no",NA,NA,NA,"0.22","0.81","0.35"
"31","A","SCl","no",NA,NA,NA,"1.94","-0.64","-0.29"
"32","H","Boa","no",NA,NA,NA,"1.45","-0.23","-0.52"
"33","A","Gui","no",NA,NA,NA,"0.78","0.34","-0.18"
"34","H","Cas","no",NA,NA,NA,"0.97","0.18","0.00"
