"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Rio","yes",3,1,1,"1.14","0.06","0.06"
"2","H","Pto","yes",0,-1,0,"0.49","0.59","0.65"
"3","A","Cha","yes",1,0,1,"1.77","-0.46","0.20"
"4","H","Gil","yes",1,0,2,"1.24","-0.02","0.18"
"5","A","Ben","yes",0,-1,1,"0.24","0.80","0.98"
"6","H","Est","yes",0,-1,0,"1.64","-0.35","0.63"
"7","A","Bra","yes",0,-2,0,"0.59","0.52","1.15"
"8","H","Pse","yes",3,1,1,"1.54","-0.27","0.88"
"9","A","Cas","yes",3,1,1,"1.34","-0.10","0.77"
"10","H","SCl","yes",0,-1,0,"2.02","-0.66","0.11"
"11","A","Boa","yes",1,0,2,"1.03","0.15","0.26"
"12","H","Aro","yes",0,-1,0,"1.39","-0.14","0.12"
"13","A","Pac","yes",3,2,2,"2.23","-0.84","-0.71"
"14","H","Gui","yes",3,3,3,"1.35","-0.11","-0.83"
"15","A","Fam","yes",0,-1,1,"1.10","0.09","-0.74"
"16","H","Mar","yes",3,3,3,"1.98","-0.63","-1.37"
"17","A","Spo","yes",0,-1,1,"0.46","0.62","-0.75"
"18","H","Rio","yes",3,2,3,"1.52","-0.25","-1.00"
"19","A","Pto","yes",0,-2,0,"0.40","0.67","-0.33"
"20","H","Cha","yes",1,0,0,"1.09","0.10","-0.22"
"21","A","Gil","yes",1,0,1,"1.63","-0.35","-0.57"
"22","H","Ben","yes",0,-2,0,"0.24","0.80","0.23"
"23","A","Est","no",NA,NA,NA,"1.48","-0.22","0.02"
"24","H","Bra","no",NA,NA,NA,"0.43","0.65","0.67"
"25","A","Pse","no",NA,NA,NA,"1.33","-0.09","0.57"
"26","H","Cas","no",NA,NA,NA,"0.88","0.28","0.85"
"27","A","SCl","no",NA,NA,NA,"1.80","-0.48","0.37"
"28","H","Boa","no",NA,NA,NA,"1.43","-0.18","0.19"
"29","A","Aro","no",NA,NA,NA,"0.96","0.21","0.40"
"30","H","Pac","no",NA,NA,NA,"1.70","-0.40","0.00"
"31","A","Gui","no",NA,NA,NA,"0.67","0.45","0.45"
"32","H","Fam","no",NA,NA,NA,"1.67","-0.38","0.07"
"33","A","Mar","no",NA,NA,NA,"1.74","-0.43","-0.36"
"34","H","Spo","no",NA,NA,NA,"0.78","0.36","0.00"
