"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Ful","yes",3,1,1,"1.05","0.05","0.05"
"2","A","BHA","yes",0,-1,1,"0.72","0.35","0.40"
"3","H","Liv","yes",0,-3,0,"0.59","0.47","0.87"
"4","A","Sot","yes",3,3,3,"2.24","-1.03","-0.16"
"5","A","Pal","yes",1,0,0,"1.02","0.08","-0.08"
"6","H","Tot","yes",0,-3,0,"1.66","-0.50","-0.59"
"7","A","Ast","yes",1,0,0,"0.45","0.59","0.00"
"8","H","Bre","yes",3,1,2,"1.19","-0.08","-0.08"
"9","A","WHU","yes",0,-1,1,"1.28","-0.15","-0.23"
"10","H","Che","yes",1,0,1,"1.03","0.07","-0.17"
"11","H","Lei","yes",3,3,3,"2.11","-0.91","-1.07"
"12","A","Ips","yes",1,0,1,"2.12","-0.92","-1.99"
"13","H","Eve","yes",3,4,4,"1.26","-0.14","-2.13"
"14","A","Ars","yes",0,-2,0,"0.48","0.57","-1.56"
"15","H","Not","yes",0,-1,2,"0.81","0.27","-1.29"
"16","A","MnC","yes",3,1,2,"0.39","0.65","-0.65"
"17","H","Bou","yes",0,-3,0,"1.04","0.06","-0.59"
"18","A","Wol","yes",0,-2,0,"1.23","-0.11","-0.70"
"19","H","New","yes",0,-2,0,"1.03","0.06","-0.63"
"20","A","Liv","yes",1,0,2,"0.28","0.75","0.11"
"21","H","Sot","yes",3,2,3,"2.41","-1.18","-1.07"
"22","H","BHA","yes",0,-2,1,"0.99","0.10","-0.96"
"23","A","Ful","yes",3,1,1,"0.97","0.12","-0.84"
"24","H","Pal","yes",0,-2,0,"1.05","0.05","-0.79"
"25","A","Tot","yes",0,-1,0,"1.23","-0.11","-0.91"
"26","A","Eve","yes",1,0,2,"1.07","0.03","-0.88"
"27","H","Ips","yes",3,1,3,"1.82","-0.64","-1.52"
"28","H","Ars","yes",1,0,1,"0.71","0.35","-1.17"
"29","A","Lei","yes",3,3,3,"1.59","-0.44","-1.61"
"30","A","Not","yes",0,-1,0,"0.72","0.35","-1.26"
"31","H","MnC","yes",1,0,0,"0.98","0.11","-1.15"
"32","A","New","yes",0,-3,1,"0.51","0.54","-0.61"
"33","H","Wol","yes",0,-1,0,"1.43","-0.29","-0.91"
"34","A","Bou","yes",1,0,1,"0.89","0.20","-0.71"
"35","A","Bre","yes",0,-1,3,"0.77","0.31","-0.40"
"36","H","WHU","yes",0,-2,0,"1.32","-0.19","-0.59"
"37","A","Che","yes",0,-1,0,"0.42","0.62","0.03"
"38","H","Ast","yes",3,2,2,"1.14","-0.03","-0.00"
