"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date"
1,"Parma Calcio 1913",112,"Juventus FC",109,0,1,"A","2019-08-24"
1,"ACF Fiorentina",99,"SSC Napoli",113,3,4,"A","2019-08-24"
1,"Udinese Calcio",115,"AC Milan",98,1,0,"H","2019-08-25"
1,"AS Roma",100,"Genoa CFC",107,3,3,"D","2019-08-25"
1,"UC Sampdoria",584,"SS Lazio",110,0,3,"A","2019-08-25"
1,"Cagliari Calcio",104,"Brescia Calcio",449,0,1,"A","2019-08-25"
1,"Torino FC",586,"US Sassuolo Calcio",471,2,1,"H","2019-08-25"
1,"Hellas Verona FC",450,"Bologna FC 1909",103,1,1,"D","2019-08-25"
1,"SPAL 2013",1107,"Atalanta BC",102,2,3,"A","2019-08-25"
1,"FC Internazionale Milano",108,"US Lecce",5890,4,0,"H","2019-08-26"
2,"Bologna FC 1909",103,"SPAL 2013",1107,1,0,"H","2019-08-30"
2,"AC Milan",98,"Brescia Calcio",449,1,0,"H","2019-08-31"
2,"Juventus FC",109,"SSC Napoli",113,4,3,"H","2019-08-31"
2,"SS Lazio",110,"AS Roma",100,1,1,"D","2019-09-01"
2,"Udinese Calcio",115,"Parma Calcio 1913",112,1,3,"A","2019-09-01"
2,"Atalanta BC",102,"Torino FC",586,2,3,"A","2019-09-01"
2,"Cagliari Calcio",104,"FC Internazionale Milano",108,1,2,"A","2019-09-01"
2,"Genoa CFC",107,"ACF Fiorentina",99,2,1,"H","2019-09-01"
2,"US Sassuolo Calcio",471,"UC Sampdoria",584,4,1,"H","2019-09-01"
2,"US Lecce",5890,"Hellas Verona FC",450,0,1,"A","2019-09-01"
3,"ACF Fiorentina",99,"Juventus FC",109,0,0,"D","2019-09-14"
3,"SSC Napoli",113,"UC Sampdoria",584,2,0,"H","2019-09-14"
3,"FC Internazionale Milano",108,"Udinese Calcio",115,1,0,"H","2019-09-14"
3,"Genoa CFC",107,"Atalanta BC",102,1,2,"A","2019-09-15"
3,"Parma Calcio 1913",112,"Cagliari Calcio",104,1,3,"A","2019-09-15"
3,"Brescia Calcio",449,"Bologna FC 1909",103,3,4,"A","2019-09-15"
3,"SPAL 2013",1107,"SS Lazio",110,2,1,"H","2019-09-15"
3,"AS Roma",100,"US Sassuolo Calcio",471,4,2,"H","2019-09-15"
3,"Hellas Verona FC",450,"AC Milan",98,0,1,"A","2019-09-15"
3,"Torino FC",586,"US Lecce",5890,1,2,"A","2019-09-16"
4,"Cagliari Calcio",104,"Genoa CFC",107,3,1,"H","2019-09-20"
4,"Udinese Calcio",115,"Brescia Calcio",449,0,1,"A","2019-09-21"
4,"Juventus FC",109,"Hellas Verona FC",450,2,1,"H","2019-09-21"
4,"AC Milan",98,"FC Internazionale Milano",108,0,2,"A","2019-09-21"
4,"US Sassuolo Calcio",471,"SPAL 2013",1107,3,0,"H","2019-09-22"
4,"UC Sampdoria",584,"Torino FC",586,1,0,"H","2019-09-22"
4,"Bologna FC 1909",103,"AS Roma",100,1,2,"A","2019-09-22"
4,"US Lecce",5890,"SSC Napoli",113,1,4,"A","2019-09-22"
4,"Atalanta BC",102,"ACF Fiorentina",99,2,2,"D","2019-09-22"
4,"SS Lazio",110,"Parma Calcio 1913",112,2,0,"H","2019-09-22"
5,"Hellas Verona FC",450,"Udinese Calcio",115,0,0,"D","2019-09-24"
5,"Brescia Calcio",449,"Juventus FC",109,1,2,"A","2019-09-24"
5,"AS Roma",100,"Atalanta BC",102,0,2,"A","2019-09-25"
5,"SSC Napoli",113,"Cagliari Calcio",104,0,1,"A","2019-09-25"
5,"FC Internazionale Milano",108,"SS Lazio",110,1,0,"H","2019-09-25"
5,"ACF Fiorentina",99,"UC Sampdoria",584,2,1,"H","2019-09-25"
5,"Parma Calcio 1913",112,"US Sassuolo Calcio",471,1,0,"H","2019-09-25"
5,"Genoa CFC",107,"Bologna FC 1909",103,0,0,"D","2019-09-25"
5,"SPAL 2013",1107,"US Lecce",5890,1,3,"A","2019-09-25"
5,"Torino FC",586,"AC Milan",98,2,1,"H","2019-09-26"
6,"Juventus FC",109,"SPAL 2013",1107,2,0,"H","2019-09-28"
6,"UC Sampdoria",584,"FC Internazionale Milano",108,1,3,"A","2019-09-28"
6,"US Sassuolo Calcio",471,"Atalanta BC",102,1,4,"A","2019-09-28"
6,"SSC Napoli",113,"Brescia Calcio",449,2,1,"H","2019-09-29"
