"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Twe","yes",0,-3,1,"0.62","0.43","0.43"
"2","A","Sit","yes",0,-1,1,"1.05","0.04","0.47"
"3","A","Fey","yes",0,-5,1,"0.33","0.70","1.17"
"4","H","Zwo","yes",0,-1,1,"1.10","-0.01","1.16"
"5","A","Exc","yes",1,0,0,"1.58","-0.45","0.71"
"6","H","PSV","yes",0,-4,0,"0.13","0.88","1.58"
"7","A","Utr","yes",3,2,2,"0.97","0.11","1.70"
"8","H","RKC","yes",3,1,1,"1.79","-0.64","1.05"
"9","A","NEC","yes",1,0,1,"0.83","0.24","1.29"
"10","H","GoA","yes",1,0,0,"0.93","0.15","1.44"
"11","A","Spa","yes",3,1,2,"1.42","-0.30","1.14"
"12","H","Ajx","yes",1,0,2,"0.81","0.26","1.40"
"13","H","Her","yes",0,-5,0,"1.42","-0.30","1.10"
"14","A","Hee","yes",0,-3,0,"1.27","-0.17","0.93"
"15","A","AZA","yes",0,-3,1,"0.60","0.45","1.38"
"16","H","Vit","yes",3,5,5,"1.72","-0.57","0.80"
"17","A","Vol","yes",3,1,1,"1.97","-0.81","-0.00"
"18","H","Sit","yes",1,0,0,"1.50","-0.37","-0.38"
"19","A","PSV","yes",0,-2,0,"0.09","0.92","0.54"
"20","H","Exc","yes",3,1,2,"1.73","-0.59","-0.05"
"21","H","AZA","yes",1,0,0,"0.70","0.36","0.31"
"22","A","Zwo","yes",3,1,1,"1.64","-0.51","-0.20"
"23","H","Fey","yes",0,-2,0,"0.21","0.81","0.61"
"24","A","Her","yes",1,0,2,"1.04","0.04","0.66"
"25","H","Utr","yes",1,0,1,"0.92","0.15","0.81"
"26","A","Vit","yes",1,0,1,"2.14","-0.96","-0.15"
"27","H","Vol","yes",1,0,1,"1.81","-0.66","-0.81"
"28","A","RKC","yes",1,0,0,"1.61","-0.47","-1.28"
"29","A","GoA","yes",1,0,1,"1.07","0.02","-1.26"
"30","H","Spa","no",NA,NA,NA,"0.84","0.23","-1.04"
"31","A","Twe","no",NA,NA,NA,"0.30","0.73","-0.31"
"32","H","Hee","no",NA,NA,NA,"1.30","-0.19","-0.50"
"33","A","Ajx","no",NA,NA,NA,"0.78","0.28","-0.21"
"34","H","NEC","no",NA,NA,NA,"0.86","0.21","-0.00"
