"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Vit","yes",0,-1,1,"1.04","-0.85","-0.85"
"2","A","GoA","yes",0,-3,1,"0.47","0.16","-0.69"
"3","H","Twe","yes",0,-2,0,"0.38","0.32","-0.38"
"4","A","Sit","yes",0,-2,1,"0.42","0.26","-0.12"
"5","H","Her","yes",1,0,2,"1.08","-0.93","-1.04"
"6","A","PSV","yes",0,-2,1,"0.03","0.94","-0.10"
"7","H","Utr","yes",3,1,1,"0.55","0.01","-0.08"
"8","A","RKC","yes",0,-1,1,"0.75","-0.35","-0.43"
"9","H","Exc","yes",3,2,3,"1.15","-1.07","-1.50"
"10","A","Ajx","yes",0,-2,0,"0.26","0.53","-0.97"
"11","A","NEC","yes",1,0,3,"0.38","0.32","-0.64"
"12","H","Spa","yes",0,-3,1,"0.39","0.30","-0.35"
"13","A","AZA","yes",0,-3,0,"0.20","0.64","0.29"
"14","H","Zwo","yes",0,-5,0,"0.69","-0.23","0.06"
"15","A","Fey","yes",0,-2,1,"0.10","0.81","0.88"
"16","A","Hee","yes",3,1,2,"0.62","-0.10","0.77"
"17","H","Alm","yes",0,-1,0,"0.69","-0.24","0.54"
"18","A","Her","yes",1,0,1,"0.58","-0.05","0.49"
"19","H","Sit","yes",0,-1,0,"1.07","-0.92","-0.43"
"20","A","Utr","yes",0,-2,2,"0.35","0.36","-0.06"
"21","H","PSV","yes",0,-4,1,"0.09","0.85","0.79"
"22","A","Vit","yes",1,0,1,"1.09","-0.94","-0.16"
"23","H","Hee","yes",0,-4,0,"0.78","-0.39","-0.55"
"24","H","NEC","yes",0,-3,2,"0.42","0.25","-0.30"
"25","A","Zwo","yes",1,0,1,"0.74","-0.32","-0.62"
"26","H","AZA","yes",0,-4,0,"0.31","0.45","-0.17"
"27","A","Alm","yes",1,0,1,"0.84","-0.50","-0.67"
"28","H","Fey","yes",1,0,0,"0.09","0.84","0.18"
"29","H","RKC","yes",3,1,3,"1.08","-0.94","-0.76"
"30","A","Exc","yes",0,-4,0,"0.71","-0.27","-1.04"
"31","A","Spa","yes",0,-1,0,"0.53","0.05","-0.98"
"32","H","Ajx","yes",0,-3,1,"0.48","0.15","-0.84"
"33","A","Twe","yes",0,-5,2,"0.09","0.83","-0.01"
"34","H","GoA","yes",0,-1,1,"0.55","0.01","-0.00"
