"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Utr","yes",3,2,2,"2.85","-0.07","-0.07"
"2","A","Vit","yes",3,2,3,"2.84","-0.06","-0.13"
"3","A","RKC","yes",3,4,4,"2.76","-0.03","-0.15"
"4","H","NEC","yes",3,4,4,"2.81","-0.05","-0.21"
"5","A","Alm","yes",3,4,4,"2.78","-0.04","-0.24"
"6","H","GoA","yes",3,3,3,"2.85","-0.07","-0.31"
"7","H","Vol","yes",3,2,3,"2.94","-0.10","-0.41"
"8","A","Spa","yes",3,4,4,"2.66","0.01","-0.40"
"9","H","Sit","yes",3,2,3,"2.92","-0.09","-0.49"
"10","H","Ajx","yes",3,3,5,"2.83","-0.06","-0.55"
"11","A","Her","yes",3,6,6,"2.69","-0.00","-0.56"
"12","H","Zwo","yes",3,4,4,"2.88","-0.08","-0.63"
"13","A","Twe","yes",3,3,3,"1.61","0.40","-0.24"
"14","A","Fey","yes",3,1,2,"1.70","0.36","0.13"
"15","H","Hee","yes",3,2,2,"2.89","-0.08","0.05"
"16","A","AZA","yes",3,4,4,"2.20","0.18","0.23"
"17","H","Exc","yes",3,2,3,"2.93","-0.09","0.13"
"18","A","Utr","yes",1,0,1,"2.51","0.06","0.20"
"19","H","Alm","yes",3,2,2,"2.88","-0.08","0.12"
"20","A","Ajx","yes",1,0,1,"2.36","0.12","0.24"
"21","A","Vol","yes",3,4,5,"2.85","-0.07","0.17"
"22","H","Her","yes",3,2,2,"2.92","-0.09","0.08"
"23","A","Zwo","yes",3,6,7,"2.75","-0.03","0.05"
"24","H","Fey","yes",1,0,2,"2.23","0.17","0.22"
"25","A","GoA","yes",3,1,1,"2.62","0.02","0.24"
"26","H","Twe","yes",3,1,1,"2.80","-0.04","0.20"
"27","A","NEC","yes",0,-2,1,"2.53","0.05","0.25"
"28","A","Exc","yes",3,2,2,"2.74","-0.02","0.23"
"29","H","AZA","yes",3,4,5,"2.75","-0.03","0.20"
"30","H","Vit","yes",3,6,6,"2.92","-0.09","0.11"
"31","A","Hee","yes",3,8,8,"2.70","-0.01","0.10"
"32","H","Spa","yes",3,2,4,"2.80","-0.05","0.05"
"33","A","Sit","yes",1,0,1,"2.57","0.04","0.09"
"34","H","RKC","yes",3,2,3,"2.92","-0.09","-0.00"
