"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Alm","yes",3,3,4,"2.13","-0.05","-0.05"
"2","H","Zwo","yes",3,2,3,"2.64","-0.30","-0.35"
"3","A","Vol","yes",3,2,2,"2.39","-0.18","-0.53"
"4","H","Ajx","yes",3,2,3,"2.49","-0.23","-0.76"
"5","A","RKC","yes",0,-1,0,"2.05","-0.01","-0.77"
"6","H","Vit","yes",3,1,1,"2.77","-0.36","-1.13"
"7","H","Hee","yes",3,1,1,"2.68","-0.32","-1.46"
"8","A","Sit","yes",3,3,3,"1.53","0.25","-1.21"
"9","A","Her","yes",1,0,2,"1.83","0.10","-1.11"
"10","H","Fey","yes",3,1,2,"1.25","0.38","-0.73"
"11","A","Utr","yes",1,0,1,"1.39","0.31","-0.42"
"12","H","NEC","yes",1,0,3,"2.43","-0.20","-0.62"
"13","H","PSV","yes",0,-3,0,"1.23","0.39","-0.22"
"14","A","GoA","yes",3,2,3,"1.64","0.19","-0.03"
"15","H","Exc","yes",3,2,4,"2.80","-0.38","-0.41"
"16","A","Spa","yes",1,0,2,"1.75","0.14","-0.27"
"17","H","AZA","yes",3,1,2,"2.26","-0.11","-0.38"
"18","A","NEC","yes",0,-1,0,"1.45","0.29","-0.10"
"19","A","Fey","yes",1,0,0,"0.51","0.75","0.65"
"20","H","RKC","yes",3,3,3,"2.78","-0.37","0.28"
"21","A","Exc","yes",3,3,3,"2.00","0.01","0.29"
"22","H","Utr","yes",0,-1,0,"2.56","-0.26","0.04"
"23","H","GoA","yes",3,3,3,"2.56","-0.26","-0.23"
"24","A","Vit","yes",3,1,2,"2.34","-0.15","-0.38"
"25","H","Spa","yes",3,1,2,"2.40","-0.18","-0.56"
"26","A","PSV","yes",0,-1,0,"0.14","0.93","0.37"
"27","H","Her","yes",3,1,1,"2.78","-0.37","0.00"
"28","A","Hee","yes",1,0,3,"1.88","0.07","0.08"
"29","H","Sit","yes",3,2,2,"2.78","-0.37","-0.29"
"30","A","Ajx","yes",0,-1,1,"1.13","0.44","0.15"
"31","H","Alm","yes",3,2,3,"2.64","-0.30","-0.15"
"32","A","AZA","yes",0,-1,1,"0.92","0.55","0.40"
"33","H","Vol","yes",3,5,7,"2.83","-0.40","0.00"
"34","A","Zwo","yes",3,1,2,"2.03","-0.00","0.00"
