"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date"
1,"Portimonense SC",5601,"Os Belenenses Futebol",5568,0,0,"D","2019-08-09"
1,"CD Santa Clara",5530,"FC Famalicão",5531,0,2,"A","2019-08-10"
1,"Gil Vicente FC",5533,"FC Porto",503,2,1,"H","2019-08-10"
1,"Sport Lisboa e Benfica",1903,"FC Paços de Ferreira",507,5,0,"H","2019-08-10"
1,"Boavista FC",810,"CD Aves",5544,2,1,"H","2019-08-11"
1,"CS Marítimo",5575,"Sporting Clube de Portugal",498,1,1,"D","2019-08-11"
1,"Sporting Clube de Braga",5613,"Moreirense FC",583,3,1,"H","2019-08-11"
1,"Vitória FC",5620,"CD Tondela",1049,0,0,"D","2019-08-12"
2,"FC Famalicão",5531,"Rio Ave FC",496,1,0,"H","2019-08-16"
2,"Moreirense FC",583,"Gil Vicente FC",5533,3,0,"H","2019-08-17"
2,"Os Belenenses Futebol",5568,"Sport Lisboa e Benfica",1903,0,2,"A","2019-08-17"
2,"FC Porto",503,"Vitória FC",5620,4,0,"H","2019-08-17"
2,"FC Paços de Ferreira",507,"CD Santa Clara",5530,0,1,"A","2019-08-18"
2,"CD Aves",5544,"CS Marítimo",5575,3,1,"H","2019-08-18"
2,"Vitória SC",5543,"Boavista FC",810,1,1,"D","2019-08-18"
2,"Sporting Clube de Portugal",498,"Sporting Clube de Braga",5613,2,1,"H","2019-08-18"
2,"CD Tondela",1049,"Portimonense SC",5601,1,2,"A","2019-08-19"
3,"Vitória FC",5620,"Moreirense FC",583,0,0,"D","2019-08-23"
3,"Rio Ave FC",496,"CD Aves",5544,5,1,"H","2019-08-23"
3,"Sport Lisboa e Benfica",1903,"FC Porto",503,0,2,"A","2019-08-24"
3,"Boavista FC",810,"FC Paços de Ferreira",507,1,1,"D","2019-08-24"
3,"CS Marítimo",5575,"CD Tondela",1049,2,3,"A","2019-08-25"
3,"CD Santa Clara",5530,"Os Belenenses Futebol",5568,0,0,"D","2019-08-25"
3,"Portimonense SC",5601,"Sporting Clube de Portugal",498,1,3,"A","2019-08-25"
3,"Gil Vicente FC",5533,"Sporting Clube de Braga",5613,1,1,"D","2019-08-25"
3,"Vitória SC",5543,"FC Famalicão",5531,1,1,"D","2019-08-25"
4,"Moreirense FC",583,"Portimonense SC",5601,1,0,"H","2019-08-30"
4,"Os Belenenses Futebol",5568,"Boavista FC",810,0,1,"A","2019-08-30"
4,"FC Paços de Ferreira",507,"CS Marítimo",5575,0,1,"A","2019-08-31"
4,"CD Aves",5544,"FC Famalicão",5531,2,3,"A","2019-08-31"
4,"Sporting Clube de Portugal",498,"Rio Ave FC",496,2,3,"A","2019-08-31"
4,"Gil Vicente FC",5533,"Vitória FC",5620,0,0,"D","2019-08-31"
4,"CD Tondela",1049,"CD Santa Clara",5530,0,0,"D","2019-09-01"
4,"FC Porto",503,"Vitória SC",5543,3,0,"H","2019-09-01"
4,"Sporting Clube de Braga",5613,"Sport Lisboa e Benfica",1903,0,4,"A","2019-09-01"
1,"Rio Ave FC",496,"Vitória SC",5543,1,1,"D","2019-09-08"
5,"Vitória FC",5620,"Sporting Clube de Braga",5613,1,0,"H","2019-09-13"
5,"FC Famalicão",5531,"FC Paços de Ferreira",507,4,2,"H","2019-09-14"
5,"Sport Lisboa e Benfica",1903,"Gil Vicente FC",5533,2,0,"H","2019-09-14"
5,"Vitória SC",5543,"CD Aves",5544,5,1,"H","2019-09-14"
5,"CS Marítimo",5575,"Os Belenenses Futebol",5568,1,3,"A","2019-09-15"
5,"Rio Ave FC",496,"CD Tondela",1049,2,4,"A","2019-09-15"
5,"CD Santa Clara",5530,"Moreirense FC",583,2,0,"H","2019-09-15"
5,"Portimonense SC",5601,"FC Porto",503,2,3,"A","2019-09-15"
5,"Boavista FC",810,"Sporting Clube de Portugal",498,1,1,"D","2019-09-15"
6,"FC Paços de Ferreira",507,"CD Aves",5544,2,1,"H","2019-09-20"
6,"Os Belenenses Futebol",5568,"Rio Ave FC",496,0,2,"A","2019-09-21"
6,"Moreirense FC",583,"Sport Lisboa e Benfica",1903,1,2,"A","2019-09-21"
6,"Gil Vicente FC",5533,"Boavista FC",810,0,0,"D","2019-09-22"
6,"Vitória FC",5620,"Portimonense SC",5601,0,0,"D","2019-09-22"
6,"CD Tondela",1049,"Vitória SC",5543,1,3,"A","2019-09-22"
6,"FC Porto",503,"CD Santa Clara",5530,2,0,"H","2019-09-22"
6,"Sporting Clube de Braga",5613,"CS Marítimo",5575,2,2,"D","2019-09-23"
6,"Sporting Clube de Portugal",498,"FC Famalicão",5531,1,2,"A","2019-09-23"
7,"Boavista FC",810,"CD Tondela",1049,0,0,"D","2019-09-27"
7,"CS Marítimo",5575,"Moreirense FC",583,2,1,"H","2019-09-28"
7,"Sport Lisboa e Benfica",1903,"Vitória FC",5620,1,0,"H","2019-09-28"
7,"FC Famalicão",5531,"Os Belenenses Futebol",5568,3,1,"H","2019-09-28"
7,"Vitória SC",5543,"FC Paços de Ferreira",507,1,0,"H","2019-09-29"
7,"CD Santa Clara",5530,"Gil Vicente FC",5533,1,0,"H","2019-09-29"
7,"Portimonense SC",5601,"Sporting Clube de Braga",5613,0,1,"A","2019-09-29"
7,"Rio Ave FC",496,"FC Porto",503,0,1,"A","2019-09-29"
7,"CD Aves",5544,"Sporting Clube de Portugal",498,0,1,"A","2019-09-30"
9,"CD Aves",5544,"CD Tondela",1049,0,1,"A","2019-10-05"
8,"FC Paços de Ferreira",507,"Rio Ave FC",496,0,0,"D","2019-10-25"
8,"Gil Vicente FC",5533,"Portimonense SC",5601,1,1,"D","2019-10-26"
8,"Os Belenenses Futebol",5568,"CD Aves",5544,3,2,"H","2019-10-26"
8,"Vitória FC",5620,"CS Marítimo",5575,0,0,"D","2019-10-26"
8,"Moreirense FC",583,"Boavista FC",810,1,1,"D","2019-10-26"
8,"CD Tondela",1049,"Sport Lisboa e Benfica",1903,0,1,"A","2019-10-27"
8,"FC Porto",503,"FC Famalicão",5531,3,0,"H","2019-10-27"
8,"Sporting Clube de Portugal",498,"Vitória SC",5543,3,1,"H","2019-10-27"
8,"Sporting Clube de Braga",5613,"CD Santa Clara",5530,2,0,"H","2019-10-28"
9,"Rio Ave FC",496,"Moreirense FC",583,1,1,"D","2019-10-30"
9,"CS Marítimo",5575,"FC Porto",503,1,1,"D","2019-10-30"
9,"Vitória SC",5543,"Os Belenenses Futebol",5568,5,0,"H","2019-10-30"
9,"Sport Lisboa e Benfica",1903,"Portimonense SC",5601,4,0,"H","2019-10-30"
9,"FC Famalicão",5531,"Gil Vicente FC",5533,2,1,"H","2019-10-30"
9,"FC Paços de Ferreira",507,"Sporting Clube de Portugal",498,1,2,"A","2019-10-31"
9,"CD Santa Clara",5530,"Vitória FC",5620,1,1,"D","2019-10-31"
9,"Boavista FC",810,"Sporting Clube de Braga",5613,2,0,"H","2019-10-31"
10,"Sport Lisboa e Benfica",1903,"Rio Ave FC",496,2,0,"H","2019-11-02"
10,"Moreirense FC",583,"Vitória SC",5543,1,1,"D","2019-11-02"
10,"Gil Vicente FC",5533,"CS Marítimo",5575,2,0,"H","2019-11-03"
10,"CD Tondela",1049,"Sporting Clube de Portugal",498,1,0,"H","2019-11-03"
10,"FC Porto",503,"CD Aves",5544,1,0,"H","2019-11-03"
10,"Sporting Clube de Braga",5613,"FC Famalicão",5531,2,2,"D","2019-11-03"
10,"Os Belenenses Futebol",5568,"FC Paços de Ferreira",507,1,0,"H","2019-11-04"
10,"Vitória FC",5620,"Boavista FC",810,1,0,"H","2019-11-04"
10,"Portimonense SC",5601,"CD Santa Clara",5530,1,1,"D","2019-11-04"
11,"CD Aves",5544,"Gil Vicente FC",5533,1,2,"A","2019-11-08"
11,"Rio Ave FC",496,"Vitória FC",5620,1,0,"H","2019-11-09"
11,"CD Santa Clara",5530,"Sport Lisboa e Benfica",1903,1,2,"A","2019-11-09"
11,"FC Famalicão",5531,"Moreirense FC",583,3,3,"D","2019-11-09"
