"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"ACF Fiorentina",99,"Torino FC",586,1,0,"H","2020-09-19","16:00:00","FINISHED"
1,"Hellas Verona FC",450,"AS Roma",100,3,0,"H","2020-09-19","18:45:00","AWARDED"
1,"Parma Calcio 1913",112,"SSC Napoli",113,0,2,"A","2020-09-20","10:30:00","FINISHED"
1,"Genoa CFC",107,"FC Crotone",472,4,1,"H","2020-09-20","13:00:00","FINISHED"
1,"US Sassuolo Calcio",471,"Cagliari Calcio",104,1,1,"D","2020-09-20","16:00:00","FINISHED"
1,"Juventus FC",109,"UC Sampdoria",584,3,0,"H","2020-09-20","18:45:00","FINISHED"
1,"AC Milan",98,"Bologna FC 1909",103,2,0,"H","2020-09-21","18:45:00","FINISHED"
2,"Torino FC",586,"Atalanta BC",102,2,4,"A","2020-09-26","13:00:00","FINISHED"
2,"UC Sampdoria",584,"Benevento Calcio",1106,2,3,"A","2020-09-26","16:00:00","FINISHED"
2,"Cagliari Calcio",104,"SS Lazio",110,0,2,"A","2020-09-26","16:00:00","FINISHED"
2,"FC Internazionale Milano",108,"ACF Fiorentina",99,4,3,"H","2020-09-26","18:45:00","FINISHED"
2,"Spezia Calcio",488,"US Sassuolo Calcio",471,1,4,"A","2020-09-27","10:30:00","FINISHED"
2,"Hellas Verona FC",450,"Udinese Calcio",115,1,0,"H","2020-09-27","13:00:00","FINISHED"
2,"SSC Napoli",113,"Genoa CFC",107,6,0,"H","2020-09-27","16:00:00","FINISHED"
2,"FC Crotone",472,"AC Milan",98,0,2,"A","2020-09-27","16:00:00","FINISHED"
2,"AS Roma",100,"Juventus FC",109,2,2,"D","2020-09-27","18:45:00","FINISHED"
2,"Bologna FC 1909",103,"Parma Calcio 1913",112,4,1,"H","2020-09-28","18:45:00","FINISHED"
1,"Udinese Calcio",115,"Spezia Calcio",488,0,2,"A","2020-09-30","16:00:00","FINISHED"
1,"Benevento Calcio",1106,"FC Internazionale Milano",108,2,5,"A","2020-09-30","16:00:00","FINISHED"
1,"SS Lazio",110,"Atalanta BC",102,1,4,"A","2020-09-30","18:45:00","FINISHED"
3,"ACF Fiorentina",99,"UC Sampdoria",584,1,2,"A","2020-10-02","18:45:00","FINISHED"
3,"US Sassuolo Calcio",471,"FC Crotone",472,4,1,"H","2020-10-03","13:00:00","FINISHED"
3,"Udinese Calcio",115,"AS Roma",100,0,1,"A","2020-10-03","18:45:00","FINISHED"
3,"Atalanta BC",102,"Cagliari Calcio",104,5,2,"H","2020-10-04","10:30:00","FINISHED"
3,"SS Lazio",110,"FC Internazionale Milano",108,1,1,"D","2020-10-04","13:00:00","FINISHED"
3,"Parma Calcio 1913",112,"Hellas Verona FC",450,1,0,"H","2020-10-04","13:00:00","FINISHED"
3,"Benevento Calcio",1106,"Bologna FC 1909",103,1,0,"H","2020-10-04","13:00:00","FINISHED"
3,"AC Milan",98,"Spezia Calcio",488,3,0,"H","2020-10-04","16:00:00","FINISHED"
4,"SSC Napoli",113,"Atalanta BC",102,4,1,"H","2020-10-17","13:00:00","FINISHED"
4,"FC Internazionale Milano",108,"AC Milan",98,1,2,"A","2020-10-17","16:00:00","FINISHED"
4,"UC Sampdoria",584,"SS Lazio",110,3,0,"H","2020-10-17","16:00:00","FINISHED"
4,"FC Crotone",472,"Juventus FC",109,1,1,"D","2020-10-17","18:45:00","FINISHED"
4,"Bologna FC 1909",103,"US Sassuolo Calcio",471,3,4,"A","2020-10-18","10:30:00","FINISHED"
4,"Torino FC",586,"Cagliari Calcio",104,2,3,"A","2020-10-18","13:00:00","FINISHED"
4,"Spezia Calcio",488,"ACF Fiorentina",99,2,2,"D","2020-10-18","13:00:00","FINISHED"
4,"Udinese Calcio",115,"Parma Calcio 1913",112,3,2,"H","2020-10-18","16:00:00","FINISHED"
4,"AS Roma",100,"Benevento Calcio",1106,5,2,"H","2020-10-18","18:45:00","FINISHED"
4,"Hellas Verona FC",450,"Genoa CFC",107,0,0,"D","2020-10-19","18:45:00","FINISHED"
5,"US Sassuolo Calcio",471,"Torino FC",586,3,3,"D","2020-10-23","18:45:00","FINISHED"
