"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Mtp","yes",1,0,2,"0.95","0.09","0.09"
"2","H","Bre","yes",0,-1,1,"0.90","0.14","0.23"
"3","A","Ren","yes",1,0,2,"0.55","0.47","0.70"
"4","H","Lor","yes",3,3,3,"1.78","-0.71","-0.00"
"5","A","Lyo","yes",1,0,0,"0.95","0.08","0.08"
"6","H","Cle","yes",3,1,2,"1.87","-0.80","-0.72"
"7","H","Lil","yes",0,-2,0,"1.38","-0.33","-1.04"
"8","A","Mar","yes",0,-3,0,"0.34","0.68","-0.37"
"9","H","Len","yes",1,0,0,"1.26","-0.21","-0.57"
"10","A","Met","yes",1,0,0,"1.41","-0.35","-0.92"
"11","A","Tou","yes",3,1,2,"0.97","0.07","-0.85"
"12","H","Mco","yes",1,0,0,"0.69","0.34","-0.51"
"13","A","Nan","yes",1,0,0,"1.23","-0.18","-0.69"
"14","H","PSG","yes",0,-2,0,"0.36","0.65","-0.04"
"15","A","Str","yes",0,-1,1,"0.80","0.23","0.20"
"16","H","Nic","yes",3,2,3,"1.34","-0.29","-0.09"
"17","A","Rei","yes",0,-1,0,"0.63","0.40","0.31"
"18","H","Lyo","yes",3,2,3,"1.13","-0.08","0.23"
"19","A","Lor","yes",1,0,3,"1.13","-0.09","0.14"
"20","A","Mco","yes",1,0,1,"0.49","0.53","0.67"
"21","H","Ren","yes",0,-1,0,"1.45","-0.39","0.28"
"22","A","Lil","yes",0,-3,0,"0.23","0.78","1.07"
"23","H","Rei","yes",0,-1,1,"1.24","-0.19","0.88"
"24","A","Bre","yes",0,-1,0,"0.36","0.65","1.53"
"25","H","Tou","yes",3,1,1,"1.37","-0.31","1.22"
"26","A","Cle","yes",0,-1,1,"1.37","-0.31","0.91"
"27","H","Mtp","yes",0,-2,0,"1.35","-0.29","0.61"
"28","A","Len","yes",1,0,1,"0.49","0.53","1.14"
"29","H","Nan","no",NA,NA,NA,"1.44","-0.39","0.76"
"30","H","Met","no",NA,NA,NA,"1.71","-0.64","0.12"
"31","A","PSG","no",NA,NA,NA,"0.33","0.69","0.81"
"32","H","Str","no",NA,NA,NA,"1.57","-0.51","0.30"
"33","A","Nic","no",NA,NA,NA,"0.50","0.52","0.82"
"34","H","Mar","no",NA,NA,NA,"1.90","-0.82","-0.00"
