"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Nan","yes",3,1,2,"2.24","-0.77","-0.77"
"2","H","PSG","yes",1,0,1,"0.19","0.85","0.08"
"3","A","Str","yes",0,-2,0,"1.62","-0.28","-0.20"
"4","H","Cle","yes",1,0,2,"1.61","-0.27","-0.47"
"5","A","Mar","yes",1,0,0,"0.90","0.29","-0.19"
"6","A","Len","yes",0,-1,1,"1.21","0.05","-0.14"
"7","H","Met","yes",3,3,3,"1.22","0.04","-0.10"
"8","A","Bre","yes",1,0,1,"1.19","0.06","-0.05"
"9","H","Rei","yes",1,0,1,"1.02","0.19","0.15"
"10","A","Mtp","yes",0,-3,0,"1.93","-0.53","-0.38"
"11","H","Hav","yes",0,-1,1,"1.52","-0.20","-0.58"
"12","A","Lil","yes",1,0,1,"0.84","0.33","-0.25"
"13","A","Nic","yes",0,-1,0,"1.20","0.05","-0.20"
"14","H","Lor","yes",1,0,1,"1.46","-0.15","-0.35"
"15","A","Lyo","yes",0,-3,0,"1.54","-0.22","-0.57"
"16","H","Ren","yes",1,0,0,"0.97","0.23","-0.34"
"17","H","Mco","yes",0,-1,1,"0.44","0.66","0.32"
"18","A","Met","yes",3,1,1,"2.24","-0.77","-0.45"
"19","H","Len","yes",0,-2,0,"1.02","0.20","-0.26"
"20","A","Rei","yes",3,1,3,"1.44","-0.14","-0.40"
"21","H","Nan","yes",0,-1,1,"0.99","0.22","-0.18"
"22","A","Mco","yes",3,1,2,"1.07","0.15","-0.03"
"23","H","Lil","yes",3,2,3,"0.91","0.28","0.25"
"24","H","Nic","yes",3,1,2,"0.82","0.35","0.61"
"25","A","Hav","yes",0,-1,0,"1.84","-0.46","0.15"
"26","H","Lyo","yes",0,-1,2,"0.65","0.48","0.63"
"27","A","Cle","yes",3,3,3,"2.16","-0.70","-0.07"
"28","H","Str","yes",1,0,0,"1.31","-0.04","-0.11"
"29","A","Ren","yes",3,1,2,"1.55","-0.23","-0.34"
"30","H","Mar","yes",1,0,2,"1.37","-0.09","-0.43"
"31","A","Lor","yes",3,1,2,"2.05","-0.62","-1.05"
"32","H","Mtp","yes",0,-1,1,"0.83","0.34","-0.71"
"33","A","PSG","yes",3,2,3,"1.06","0.16","-0.55"
"34","H","Bre","yes",0,-3,0,"0.57","0.55","0.00"
