"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Str","yes",0,-1,1,"1.69","-0.08","-0.08"
"2","H","Mtp","yes",0,-3,1,"1.35","0.13","0.05"
"3","A","Nic","yes",1,0,0,"1.27","0.18","0.23"
"4","H","PSG","yes",0,-3,1,"0.37","0.76","1.00"
"5","H","Hav","yes",1,0,0,"2.04","-0.31","0.69"
"6","A","Bre","yes",0,-1,0,"1.26","0.19","0.88"
"7","A","Rei","yes",0,-2,0,"1.51","0.03","0.91"
"8","H","Lor","yes",1,0,3,"1.99","-0.28","0.63"
"9","H","Cle","yes",0,-1,1,"2.11","-0.36","0.27"
"10","H","Met","yes",1,0,1,"1.77","-0.13","0.14"
"11","A","Ren","yes",3,1,1,"1.62","-0.04","0.09"
"12","H","Lil","yes",0,-2,0,"1.44","0.07","0.17"
"13","A","Len","yes",0,-1,2,"1.28","0.18","0.35"
"14","A","Mar","yes",0,-3,0,"0.97","0.38","0.73"
"15","H","Tou","yes",3,3,3,"1.18","0.24","0.97"
"16","A","Mco","yes",3,1,1,"1.14","0.27","1.24"
"17","H","Nan","yes",3,1,1,"1.53","0.02","1.26"
"18","A","Hav","yes",0,-2,1,"1.91","-0.22","1.03"
"19","H","Ren","yes",0,-1,2,"1.51","0.03","1.06"
"20","H","Mar","yes",3,1,1,"1.92","-0.23","0.83"
"21","A","Mtp","yes",3,1,2,"1.99","-0.28","0.56"
"22","H","Nic","yes",3,1,1,"1.33","0.15","0.70"
"23","A","Met","yes",3,1,2,"2.29","-0.47","0.23"
"24","H","Len","yes",0,-3,0,"1.56","-0.00","0.23"
"25","A","Lor","yes",3,2,2,"2.11","-0.35","-0.12"
"26","A","Tou","yes",3,1,3,"2.09","-0.34","-0.46"
"27","H","Rei","yes",1,0,1,"1.57","-0.01","-0.47"
"28","A","Nan","yes",3,2,3,"2.29","-0.47","-0.93"
"29","H","Bre","yes",3,1,4,"1.00","0.36","-0.58"
"30","A","PSG","yes",0,-3,1,"1.13","0.28","-0.30"
"31","H","Mco","yes",3,1,3,"0.79","0.49","0.19"
"32","A","Lil","yes",3,1,4,"0.90","0.42","0.61"
"33","A","Cle","yes",3,1,1,"2.21","-0.42","0.19"
"34","H","Str","yes",3,1,2,"1.86","-0.19","0.00"
