"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Met","yes",3,4,5,"1.96","-0.35","-0.35"
"2","A","Len","yes",1,0,1,"0.93","0.36","0.01"
"3","H","Hav","yes",1,0,2,"2.19","-0.51","-0.51"
"4","A","Bre","yes",1,0,0,"0.76","0.48","-0.03"
"5","H","Lil","yes",1,0,2,"1.69","-0.17","-0.20"
"6","A","Mtp","yes",1,0,0,"1.65","-0.14","-0.33"
"7","H","Nan","yes",3,2,3,"1.74","-0.20","-0.53"
"8","H","PSG","yes",0,-2,1,"0.51","0.65","0.12"
"9","A","Lor","yes",0,-1,1,"1.73","-0.20","-0.08"
"10","H","Str","yes",1,0,1,"1.85","-0.28","-0.35"
"11","A","Nic","yes",0,-2,0,"0.94","0.35","-0.00"
"12","H","Lyo","yes",0,-1,0,"1.51","-0.04","-0.04"
"13","H","Rei","yes",3,2,3,"1.55","-0.07","-0.11"
"14","A","Mar","yes",0,-2,0,"0.67","0.54","0.43"
"15","H","Mco","yes",0,-1,1,"0.94","0.36","0.79"
"16","A","Tou","yes",1,0,0,"1.54","-0.06","0.72"
"17","A","Cle","yes",3,2,3,"1.95","-0.35","0.38"
"18","H","Nic","yes",3,2,2,"1.64","-0.13","0.24"
"19","A","Lyo","yes",3,1,3,"1.55","-0.07","0.17"
"20","H","Mtp","yes",3,1,2,"1.67","-0.15","0.02"
"21","A","Hav","yes",3,1,1,"1.29","0.11","0.13"
"22","H","Cle","yes",3,2,3,"2.13","-0.47","-0.34"
"23","A","PSG","yes",1,0,1,"0.64","0.56","0.22"
"24","H","Lor","yes",0,-1,1,"1.98","-0.36","-0.14"
"25","A","Lil","yes",1,0,2,"0.46","0.69","0.54"
"26","H","Mar","yes",3,2,2,"2.16","-0.49","0.05"
"27","A","Str","yes",0,-2,0,"1.36","0.06","0.11"
"28","A","Mco","no",NA,NA,NA,"1.01","0.31","0.42"
"29","H","Tou","no",NA,NA,NA,"1.68","-0.16","0.26"
"30","A","Nan","no",NA,NA,NA,"1.79","-0.23","0.03"
"31","H","Bre","no",NA,NA,NA,"1.19","0.18","0.21"
"32","A","Met","no",NA,NA,NA,"1.99","-0.37","-0.16"
"33","H","Len","no",NA,NA,NA,"1.57","-0.08","-0.24"
"34","A","Rei","no",NA,NA,NA,"1.10","0.24","-0.00"
