"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Fortuna Sittard",1920,"Go Ahead Eagles",718,2,2,"D","2025-08-08","18:00:00","FINISHED"
1,"NEC",1915,"SBV Excelsior",670,5,0,"H","2025-08-09","14:30:00","FINISHED"
1,"Feyenoord Rotterdam",675,"NAC Breda",681,2,0,"H","2025-08-09","16:45:00","FINISHED"
1,"SC Heerenveen",673,"FC Volendam",1919,1,1,"D","2025-08-09","18:00:00","FINISHED"
1,"PSV",674,"Sparta Rotterdam",6806,6,1,"H","2025-08-09","19:00:00","FINISHED"
1,"PEC Zwolle",684,"FC Twente '65",666,1,0,"H","2025-08-10","10:15:00","FINISHED"
1,"AFC Ajax",678,"Telstar 1963",1912,2,0,"H","2025-08-10","12:30:00","FINISHED"
1,"AZ",682,"FC Groningen",677,4,1,"H","2025-08-10","12:30:00","FINISHED"
1,"FC Utrecht",676,"Heracles Almelo",671,4,0,"H","2025-08-10","14:45:00","FINISHED"
2,"Telstar 1963",1912,"PEC Zwolle",684,0,2,"A","2025-08-15","18:00:00","FINISHED"
2,"SBV Excelsior",670,"Feyenoord Rotterdam",675,1,2,"A","2025-08-16","16:45:00","FINISHED"
2,"Heracles Almelo",671,"NEC",1915,1,4,"A","2025-08-16","18:00:00","FINISHED"
2,"FC Groningen",677,"SC Heerenveen",673,2,1,"H","2025-08-16","19:00:00","FINISHED"
2,"Go Ahead Eagles",718,"AFC Ajax",678,2,2,"D","2025-08-17","10:15:00","FINISHED"
2,"Sparta Rotterdam",6806,"FC Utrecht",676,2,1,"H","2025-08-17","12:30:00","FINISHED"
2,"FC Twente '65",666,"PSV",674,0,2,"A","2025-08-17","12:30:00","FINISHED"
2,"FC Volendam",1919,"AZ",682,2,2,"D","2025-08-17","14:45:00","FINISHED"
2,"NAC Breda",681,"Fortuna Sittard",1920,2,1,"H","2025-08-17","18:00:00","FINISHED"
3,"Go Ahead Eagles",718,"Sparta Rotterdam",6806,0,3,"A","2025-08-23","14:30:00","FINISHED"
3,"PSV",674,"FC Groningen",677,4,2,"H","2025-08-23","16:45:00","FINISHED"
3,"Telstar 1963",1912,"FC Volendam",1919,2,2,"D","2025-08-23","19:00:00","FINISHED"
3,"SC Heerenveen",673,"FC Twente '65",666,1,2,"A","2025-08-24","10:15:00","FINISHED"
3,"FC Utrecht",676,"SBV Excelsior",670,4,1,"H","2025-08-24","12:30:00","FINISHED"
3,"NEC",1915,"NAC Breda",681,3,0,"H","2025-08-24","12:30:00","FINISHED"
3,"AFC Ajax",678,"Heracles Almelo",671,2,0,"H","2025-08-24","14:45:00","FINISHED"
4,"FC Groningen",677,"Heracles Almelo",671,4,0,"H","2025-08-29","18:00:00","FINISHED"
4,"FC Volendam",1919,"AFC Ajax",678,1,1,"D","2025-08-30","14:30:00","FINISHED"
4,"SC Heerenveen",673,"Go Ahead Eagles",718,2,2,"D","2025-08-30","16:45:00","FINISHED"
4,"PSV",674,"Telstar 1963",1912,0,2,"A","2025-08-30","18:00:00","FINISHED"
4,"SBV Excelsior",670,"FC Twente '65",666,1,0,"H","2025-08-30","19:00:00","FINISHED"
4,"Fortuna Sittard",1920,"NEC",1915,3,2,"H","2025-08-31","10:15:00","FINISHED"
4,"PEC Zwolle",684,"FC Utrecht",676,0,2,"A","2025-08-31","12:30:00","FINISHED"
4,"Sparta Rotterdam",6806,"Feyenoord Rotterdam",675,0,4,"A","2025-08-31","12:30:00","FINISHED"
4,"NAC Breda",681,"AZ",682,0,1,"A","2025-08-31","14:45:00","FINISHED"
5,"AFC Ajax",678,"PEC Zwolle",684,3,1,"H","2025-09-13","14:30:00","FINISHED"
5,"NEC",1915,"PSV",674,3,5,"A","2025-09-13","16:45:00","FINISHED"
5,"Go Ahead Eagles",718,"FC Volendam",1919,3,0,"H","2025-09-13","17:10:00","FINISHED"
5,"Feyenoord Rotterdam",675,"SC Heerenveen",673,1,0,"H","2025-09-13","19:00:00","FINISHED"
5,"FC Twente '65",666,"NAC Breda",681,2,2,"D","2025-09-13","19:00:00","FINISHED"
5,"SBV Excelsior",670,"Sparta Rotterdam",6806,0,1,"A","2025-09-14","10:15:00","FINISHED"
5,"FC Utrecht",676,"FC Groningen",677,0,1,"A","2025-09-14","12:30:00","FINISHED"
5,"Heracles Almelo",671,"AZ",682,1,2,"A","2025-09-14","12:30:00","FINISHED"
5,"Telstar 1963",1912,"Fortuna Sittard",1920,1,3,"A","2025-09-14","14:45:00","FINISHED"
3,"Feyenoord Rotterdam",675,"Fortuna Sittard",1920,2,0,"H","2025-09-17","18:00:00","FINISHED"
6,"Sparta Rotterdam",6806,"FC Twente '65",666,1,5,"A","2025-09-19","18:00:00","FINISHED"
6,"FC Volendam",1919,"SBV Excelsior",670,1,2,"A","2025-09-20","14:30:00","FINISHED"
6,"FC Groningen",677,"Telstar 1963",1912,2,0,"H","2025-09-20","16:45:00","FINISHED"
6,"Fortuna Sittard",1920,"FC Utrecht",676,1,0,"H","2025-09-20","18:00:00","FINISHED"
6,"NAC Breda",681,"Heracles Almelo",671,2,1,"H","2025-09-20","19:00:00","FINISHED"
6,"PEC Zwolle",684,"Go Ahead Eagles",718,0,2,"A","2025-09-21","10:15:00","FINISHED"
6,"PSV",674,"AFC Ajax",678,2,2,"D","2025-09-21","12:30:00","FINISHED"
6,"SC Heerenveen",673,"NEC",1915,3,2,"H","2025-09-21","12:30:00","FINISHED"
6,"AZ",682,"Feyenoord Rotterdam",675,3,3,"D","2025-09-21","14:45:00","FINISHED"
3,"AZ",682,"PEC Zwolle",684,2,2,"D","2025-09-24","18:00:00","FINISHED"
7,"FC Twente '65",666,"Fortuna Sittard",1920,3,2,"H","2025-09-26","18:00:00","FINISHED"
7,"AFC Ajax",678,"NAC Breda",681,2,1,"H","2025-09-27","14:30:00","FINISHED"
7,"FC Volendam",1919,"PEC Zwolle",684,2,1,"H","2025-09-27","16:45:00","FINISHED"
7,"SBV Excelsior",670,"PSV",674,1,2,"A","2025-09-27","18:00:00","FINISHED"
7,"Heracles Almelo",671,"Sparta Rotterdam",6806,3,0,"H","2025-09-27","19:00:00","FINISHED"
7,"NEC",1915,"AZ",682,2,1,"H","2025-09-28","10:15:00","FINISHED"
7,"FC Groningen",677,"Feyenoord Rotterdam",675,0,1,"A","2025-09-28","12:30:00","FINISHED"
7,"FC Utrecht",676,"SC Heerenveen",673,2,2,"D","2025-09-28","12:30:00","FINISHED"
7,"Telstar 1963",1912,"Go Ahead Eagles",718,4,2,"H","2025-09-28","14:45:00","FINISHED"
8,"NAC Breda",681,"FC Groningen",677,1,2,"A","2025-10-03","18:00:00","FINISHED"
8,"Sparta Rotterdam",6806,"AFC Ajax",678,3,3,"D","2025-10-04","14:30:00","FINISHED"
8,"Fortuna Sittard",1920,"FC Volendam",1919,1,0,"H","2025-10-04","16:45:00","FINISHED"
8,"PEC Zwolle",684,"PSV",674,0,4,"A","2025-10-04","18:00:00","FINISHED"
8,"SC Heerenveen",673,"SBV Excelsior",670,2,1,"H","2025-10-04","19:00:00","FINISHED"
8,"FC Twente '65",666,"Heracles Almelo",671,2,1,"H","2025-10-05","10:15:00","FINISHED"
8,"Feyenoord Rotterdam",675,"FC Utrecht",676,3,2,"H","2025-10-05","12:30:00","FINISHED"
8,"AZ",682,"Telstar 1963",1912,2,1,"H","2025-10-05","14:45:00","FINISHED"
8,"Go Ahead Eagles",718,"NEC",1915,1,1,"D","2025-10-05","18:00:00","FINISHED"
9,"NEC",1915,"FC Twente '65",666,3,3,"D","2025-10-18","14:30:00","FINISHED"
9,"FC Utrecht",676,"FC Volendam",1919,3,1,"H","2025-10-18","16:45:00","FINISHED"
9,"PSV",674,"Go Ahead Eagles",718,2,1,"H","2025-10-18","16:45:00","FINISHED"
9,"AFC Ajax",678,"AZ",682,0,2,"A","2025-10-18","19:00:00","FINISHED"
9,"NAC Breda",681,"PEC Zwolle",684,2,2,"D","2025-10-18","19:00:00","FINISHED"
9,"Telstar 1963",1912,"SC Heerenveen",673,2,3,"A","2025-10-19","10:15:00","FINISHED"
9,"FC Groningen",677,"Sparta Rotterdam",6806,0,2,"A","2025-10-19","12:30:00","FINISHED"
9,"SBV Excelsior",670,"Fortuna Sittard",1920,1,0,"H","2025-10-19","12:30:00","FINISHED"
9,"Heracles Almelo",671,"Feyenoord Rotterdam",675,0,7,"A","2025-10-19","14:45:00","FINISHED"
10,"SC Heerenveen",673,"NAC Breda",681,3,3,"D","2025-10-24","18:00:00","FINISHED"
10,"Fortuna Sittard",1920,"FC Groningen",677,1,2,"A","2025-10-25","14:30:00","FINISHED"
10,"Sparta Rotterdam",6806,"Telstar 1963",1912,1,0,"H","2025-10-25","16:45:00","FINISHED"
10,"FC Volendam",1919,"Heracles Almelo",671,3,0,"H","2025-10-25","18:00:00","FINISHED"
10,"PEC Zwolle",684,"NEC",1915,2,2,"D","2025-10-25","19:00:00","FINISHED"
10,"FC Twente '65",666,"AFC Ajax",678,2,3,"A","2025-10-26","11:15:00","FINISHED"
10,"Feyenoord Rotterdam",675,"PSV",674,2,3,"A","2025-10-26","13:30:00","FINISHED"
10,"AZ",682,"FC Utrecht",676,4,1,"H","2025-10-26","15:45:00","FINISHED"
10,"Go Ahead Eagles",718,"SBV Excelsior",670,2,0,"H","2025-10-26","19:00:00","FINISHED"
11,"PSV",674,"Fortuna Sittard",1920,5,2,"H","2025-10-31","19:00:00","FINISHED"
11,"AFC Ajax",678,"SC Heerenveen",673,1,1,"D","2025-11-01","15:30:00","FINISHED"
11,"NAC Breda",681,"Go Ahead Eagles",718,1,0,"H","2025-11-01","17:45:00","FINISHED"
11,"Feyenoord Rotterdam",675,"FC Volendam",1919,3,1,"H","2025-11-01","19:00:00","FINISHED"
11,"Telstar 1963",1912,"SBV Excelsior",670,2,2,"D","2025-11-01","20:00:00","FINISHED"
11,"Heracles Almelo",671,"PEC Zwolle",684,NA,NA,NA,"2025-11-02","11:15:00","TIMED"
11,"FC Groningen",677,"FC Twente '65",666,NA,NA,NA,"2025-11-02","13:30:00","TIMED"
11,"Sparta Rotterdam",6806,"AZ",682,NA,NA,NA,"2025-11-02","13:30:00","TIMED"
11,"FC Utrecht",676,"NEC",1915,NA,NA,NA,"2025-11-02","15:45:00","TIMED"
12,"FC Twente '65",666,"Telstar 1963",1912,NA,NA,NA,"2025-11-07","19:00:00","TIMED"
12,"SBV Excelsior",670,"Heracles Almelo",671,NA,NA,NA,"2025-11-08","15:30:00","TIMED"
12,"FC Volendam",1919,"NAC Breda",681,NA,NA,NA,"2025-11-08","17:45:00","TIMED"
