"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","RMa","yes",0,-1,1,"0.94","0.21","0.21"
"2","A","Elc","yes",1,0,1,"1.57","-0.31","-0.09"
"3","H","Sev","yes",3,1,2,"1.96","-0.63","-0.72"
"4","A","Vdd","yes",0,-1,0,"0.52","0.57","-0.15"
"5","H","Osa","yes",0,-1,0,"1.71","-0.42","-0.57"
"6","A","Mal","yes",0,-1,0,"0.55","0.54","-0.03"
"7","A","Bil","yes",0,-4,0,"0.35","0.70","0.67"
"8","H","Ray","yes",3,2,3,"1.94","-0.61","0.06"
"9","A","Bet","yes",0,-2,1,"0.32","0.74","0.80"
"10","H","Gir","yes",3,1,3,"2.23","-0.86","-0.06"
"11","A","Vil","yes",0,-1,1,"0.25","0.79","0.73"
"12","H","Cel","yes",3,2,3,"2.17","-0.80","-0.07"
"13","A","Bar","yes",0,-2,0,"0.19","0.84","0.77"
"14","H","Get","yes",3,1,1,"2.04","-0.70","0.07"
"15","A","Cad","yes",1,0,1,"0.75","0.38","0.45"
"16","H","RSo","no",NA,NA,NA,"1.47","-0.22","0.23"
"17","H","Atl","no",NA,NA,NA,"1.38","-0.14","0.08"
"18","A","Val","no",NA,NA,NA,"0.53","0.56","0.64"
"19","H","Esp","no",NA,NA,NA,"2.08","-0.73","-0.08"
"20","A","Ray","no",NA,NA,NA,"0.34","0.71","0.63"
"21","H","Bet","no",NA,NA,NA,"1.89","-0.57","0.06"
"22","A","Gir","no",NA,NA,NA,"0.55","0.54","0.61"
"23","H","Bar","no",NA,NA,NA,"0.70","0.42","1.02"
"24","H","Vil","no",NA,NA,NA,"1.83","-0.52","0.50"
"25","A","Sev","no",NA,NA,NA,"1.05","0.13","0.64"
"26","H","Cad","no",NA,NA,NA,"2.05","-0.70","-0.07"
"27","A","Cel","no",NA,NA,NA,"0.62","0.48","0.42"
"28","H","Val","no",NA,NA,NA,"2.13","-0.77","-0.36"
"29","A","Atl","no",NA,NA,NA,"0.46","0.61","0.26"
"30","H","Bil","no",NA,NA,NA,"1.98","-0.65","-0.39"
"31","A","Get","no",NA,NA,NA,"0.59","0.51","0.12"
"32","A","RMa","no",NA,NA,NA,"0.15","0.88","1.00"
"33","H","Elc","no",NA,NA,NA,"2.60","-1.16","-0.17"
"34","A","Osa","no",NA,NA,NA,"0.35","0.71","0.54"
"35","H","Mal","no",NA,NA,NA,"1.73","-0.44","0.10"
"36","A","RSo","no",NA,NA,NA,"0.30","0.75","0.85"
"37","H","Vdd","no",NA,NA,NA,"2.41","-1.00","-0.16"
"38","A","Esp","no",NA,NA,NA,"1.02","0.16","-0.00"
