"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Mal","yes",1,0,0,"1.86","-0.31","-0.31"
"2","H","Val","yes",3,1,1,"2.12","-0.48","-0.79"
"3","A","Cad","yes",3,4,4,"1.40","0.01","-0.78"
"4","H","Esp","yes",0,-1,0,"1.75","-0.23","-1.01"
"5","A","Elc","yes",3,3,4,"2.11","-0.48","-1.49"
"6","H","Ray","yes",3,1,3,"1.44","-0.01","-1.50"
"7","H","Alm","yes",3,4,4,"2.42","-0.70","-2.20"
"8","A","Sev","yes",1,0,1,"1.29","0.10","-2.10"
"9","H","Atl","yes",0,-1,0,"0.99","0.30","-1.80"
"10","A","Get","yes",1,0,2,"1.59","-0.12","-1.91"
"11","A","Bar","yes",0,-4,0,"0.40","0.72","-1.19"
"12","H","Vil","yes",3,1,1,"1.84","-0.29","-1.48"
"13","A","Gir","yes",0,-1,1,"1.05","0.26","-1.21"
"14","H","Vdd","yes",3,3,3,"2.04","-0.43","-1.64"
"15","A","Bet","yes",1,0,0,"1.06","0.25","-1.39"
"16","H","Osa","yes",1,0,0,"1.75","-0.23","-1.62"
"17","A","RSo","yes",0,-2,1,"0.88","0.38","-1.24"
"18","H","RMa","yes",0,-2,0,"0.89","0.38","-0.86"
"19","A","Cel","yes",0,-1,0,"1.36","0.05","-0.81"
"20","H","Cad","yes",3,3,4,"2.01","-0.41","-1.23"
"21","A","Val","yes",3,1,2,"1.52","-0.07","-1.29"
"22","A","Atl","no",NA,NA,NA,"1.13","0.21","-1.09"
"23","H","Gir","no",NA,NA,NA,"2.19","-0.54","-1.62"
"24","A","Ray","no",NA,NA,NA,"1.10","0.23","-1.40"
"25","H","Bar","no",NA,NA,NA,"0.34","0.76","-0.63"
"26","A","Vdd","no",NA,NA,NA,"1.25","0.13","-0.51"
"27","H","Get","no",NA,NA,NA,"1.99","-0.39","-0.90"
"28","A","Esp","no",NA,NA,NA,"1.73","-0.21","-1.11"
"29","H","RSo","no",NA,NA,NA,"0.86","0.39","-0.72"
"30","A","Alm","no",NA,NA,NA,"0.96","0.32","-0.39"
"31","H","Sev","no",NA,NA,NA,"1.80","-0.26","-0.66"
"32","A","Mal","no",NA,NA,NA,"0.97","0.32","-0.34"
"33","H","Bet","no",NA,NA,NA,"1.44","-0.01","-0.34"
"34","A","Vil","no",NA,NA,NA,"0.93","0.35","0.00"
"35","H","Cel","no",NA,NA,NA,"1.86","-0.31","-0.30"
"36","A","Osa","no",NA,NA,NA,"0.93","0.35","0.04"
"37","H","Elc","no",NA,NA,NA,"2.48","-0.74","-0.69"
"38","A","RMa","no",NA,NA,NA,"0.44","0.69","-0.00"
