"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Sev","yes",3,1,2,"1.66","-0.19","-0.19"
"2","H","Cad","yes",3,2,2,"2.06","-0.48","-0.66"
"3","A","Bet","yes",0,-1,0,"0.99","0.29","-0.37"
"4","H","Ray","yes",3,1,2,"1.95","-0.40","-0.77"
"5","A","Alm","yes",3,1,1,"0.95","0.32","-0.46"
"6","H","Get","yes",0,-2,0,"2.06","-0.48","-0.93"
"7","A","RMa","yes",1,0,1,"0.47","0.67","-0.27"
"8","H","Val","yes",0,-1,1,"2.16","-0.55","-0.81"
"9","A","Vil","yes",0,-2,0,"0.67","0.52","-0.30"
"10","H","Esp","yes",3,1,1,"1.92","-0.37","-0.67"
"11","A","Gir","yes",1,0,1,"0.95","0.32","-0.35"
"12","H","Vdd","yes",3,2,2,"2.21","-0.58","-0.93"
"13","A","Cel","yes",3,1,2,"1.25","0.11","-0.83"
"14","H","Bar","yes",0,-1,1,"0.78","0.44","-0.39"
"15","A","RSo","yes",0,-2,0,"0.71","0.49","0.10"
"16","A","Bil","yes",1,0,0,"1.24","0.11","0.21"
"17","H","Mal","yes",3,1,1,"2.05","-0.47","-0.26"
"18","A","Elc","yes",1,0,1,"1.89","-0.35","-0.61"
"19","H","Atl","yes",0,-1,0,"1.03","0.26","-0.35"
"20","A","Esp","yes",1,0,1,"1.66","-0.19","-0.54"
"21","A","Vdd","yes",1,0,0,"1.20","0.14","-0.40"
"22","H","RMa","yes",0,-2,0,"1.08","0.22","-0.18"
"23","A","Sev","yes",3,1,3,"1.29","0.08","-0.10"
"24","H","Cel","yes",1,0,0,"2.01","-0.44","-0.54"
"25","A","Val","yes",0,-1,0,"1.15","0.18","-0.36"
"26","H","Vil","yes",0,-3,0,"1.54","-0.11","-0.47"
"27","A","Mal","yes",1,0,0,"0.86","0.38","-0.08"
"28","H","Elc","yes",3,1,2,"2.32","-0.66","-0.75"
"29","A","Ray","yes",0,-1,1,"1.00","0.28","-0.46"
"30","H","Bet","yes",3,1,3,"1.40","-0.00","-0.46"
"31","A","Cad","yes",3,1,1,"1.25","0.11","-0.36"
"32","H","RSo","yes",0,-2,0,"1.14","0.18","-0.17"
"33","A","Bar","yes",0,-1,0,"0.32","0.77","0.60"
"34","H","Alm","yes",3,2,3,"2.41","-0.73","-0.13"
"35","A","Atl","yes",0,-3,0,"0.55","0.61","0.48"
"36","H","Bil","yes",3,2,2,"1.60","-0.15","0.33"
"37","A","Get","yes",0,-1,1,"1.25","0.11","0.44"
"38","H","Gir","yes",3,1,2,"2.00","-0.44","0.00"
