"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bet","yes",0,-3,0,"0.52","0.21","0.21"
"2","H","Alm","yes",1,0,1,"1.49","-1.27","-1.06"
"3","H","RSo","yes",0,-1,0,"0.37","0.44","-0.62"
"4","A","Vil","yes",0,-4,0,"0.33","0.49","-0.12"
"5","H","Bil","yes",0,-3,1,"0.62","0.06","-0.07"
"6","A","Bar","yes",0,-3,0,"0.15","0.77","0.70"
"7","A","Ray","yes",0,-1,1,"0.52","0.20","0.90"
"8","H","Mal","yes",1,0,1,"1.00","-0.52","0.38"
"9","A","Val","yes",1,0,2,"0.62","0.05","0.43"
"10","H","RMa","yes",0,-3,0,"0.34","0.48","0.91"
"11","A","Esp","yes",1,0,2,"1.03","-0.57","0.34"
"12","H","Get","yes",0,-1,0,"1.01","-0.53","-0.20"
"13","A","Vdd","yes",0,-1,1,"0.66","-0.00","-0.20"
"14","H","Gir","yes",0,-1,1,"0.95","-0.44","-0.64"
"15","A","Atl","yes",0,-2,0,"0.26","0.60","-0.04"
"16","H","Cel","yes",0,-1,0,"0.96","-0.45","-0.50"
"17","A","Cad","yes",1,0,1,"0.69","-0.05","-0.55"
"18","H","Osa","yes",1,0,1,"0.81","-0.23","-0.78"
"19","A","Sev","yes",0,-3,0,"0.72","-0.10","-0.88"
"20","H","Vil","yes",3,2,3,"0.58","0.12","-0.76"
"21","A","RMa","yes",0,-4,0,"0.23","0.66","-0.11"
"22","H","Esp","yes",0,-1,0,"0.87","-0.32","-0.42"
"23","H","Bet","yes",0,-1,2,"0.50","0.25","-0.18"
"24","A","Mal","yes",3,1,1,"0.44","0.33","0.16"
"25","H","Vdd","yes",1,0,1,"1.19","-0.80","-0.65"
"26","A","RSo","yes",0,-2,0,"0.35","0.46","-0.19"
"27","H","Bar","yes",0,-4,0,"0.23","0.65","0.46"
"28","A","Osa","yes",0,-1,1,"0.46","0.29","0.76"
"29","A","Gir","yes",0,-2,0,"0.49","0.25","1.00"
"30","H","Val","yes",0,-2,0,"1.12","-0.71","0.30"
"31","A","Cel","yes",0,-1,0,"0.69","-0.05","0.25"
"32","H","Ray","yes",3,4,4,"0.90","-0.37","-0.12"
"33","A","Alm","yes",0,-1,1,"0.50","0.25","0.12"
"34","H","Atl","yes",3,1,1,"0.32","0.51","0.63"
"35","A","Get","yes",1,0,1,"0.69","-0.05","0.57"
"36","H","Sev","yes",1,0,1,"0.66","0.00","0.58"
"37","A","Bil","yes",3,1,1,"0.69","-0.04","0.53"
"38","H","Cad","yes",1,0,1,"1.01","-0.53","-0.00"
