"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","RSo","yes",0,-1,0,"0.73","0.29","0.29"
"2","A","Osa","yes",0,-2,0,"0.65","0.36","0.64"
"3","H","Bil","yes",0,-4,0,"1.16","-0.14","0.50"
"4","A","Cel","yes",0,-3,0,"1.08","-0.06","0.44"
"5","H","Bar","yes",0,-4,0,"0.25","0.75","1.20"
"6","A","Vdd","yes",3,1,1,"0.90","0.11","1.31"
"7","H","Vil","yes",1,0,0,"1.05","-0.03","1.28"
"8","H","Esp","yes",1,0,2,"1.34","-0.32","0.96"
"9","A","Gir","yes",1,0,1,"0.98","0.03","0.99"
"10","H","Bet","yes",1,0,0,"1.06","-0.04","0.95"
"11","A","Ray","yes",0,-4,1,"0.63","0.38","1.33"
"12","H","Atl","yes",3,1,3,"0.65","0.36","1.69"
"13","A","Get","yes",1,0,0,"1.26","-0.24","1.45"
"14","A","RMa","yes",0,-1,1,"0.26","0.74","2.19"
"15","H","Alm","no",NA,NA,NA,"2.00","-0.97","1.22"
"16","A","Val","no",NA,NA,NA,"0.80","0.21","1.43"
"17","H","Elc","no",NA,NA,NA,"2.06","-1.03","0.41"
"18","A","Sev","no",NA,NA,NA,"1.58","-0.56","-0.15"
"19","H","Mal","no",NA,NA,NA,"0.80","0.22","0.07"
"20","A","Bil","no",NA,NA,NA,"0.65","0.36","0.42"
"21","H","Gir","no",NA,NA,NA,"1.46","-0.43","-0.01"
"22","A","Bar","no",NA,NA,NA,"0.27","0.73","0.72"
"23","H","Ray","no",NA,NA,NA,"1.09","-0.08","0.65"
"24","A","RSo","no",NA,NA,NA,"0.66","0.35","0.99"
"25","H","Get","no",NA,NA,NA,"1.24","-0.22","0.78"
"26","A","Alm","no",NA,NA,NA,"0.55","0.46","1.24"
"27","H","Sev","no",NA,NA,NA,"1.13","-0.11","1.13"
"28","A","Bet","no",NA,NA,NA,"0.60","0.41","1.54"
"29","H","RMa","no",NA,NA,NA,"0.32","0.68","2.22"
"30","A","Esp","no",NA,NA,NA,"1.56","-0.53","1.69"
"31","H","Osa","no",NA,NA,NA,"0.82","0.19","1.88"
"32","H","Val","no",NA,NA,NA,"1.25","-0.23","1.65"
"33","A","Atl","no",NA,NA,NA,"0.85","0.17","1.82"
"34","A","Mal","no",NA,NA,NA,"1.07","-0.05","1.77"
"35","H","Vdd","no",NA,NA,NA,"1.66","-0.64","1.13"
"36","A","Vil","no",NA,NA,NA,"0.73","0.28","1.41"
"37","H","Cel","no",NA,NA,NA,"1.46","-0.43","0.98"
"38","A","Elc","no",NA,NA,NA,"2.01","-0.98","-0.00"
