"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Casa Pia AC",6618,"Sporting Clube de Portugal",498,0,2,"A","2025-08-08","19:15:00","FINISHED"
1,"CD Nacional",5529,"Gil Vicente FC",5533,0,2,"A","2025-08-09","14:30:00","FINISHED"
1,"FC Arouca",712,"AVS",10340,3,1,"H","2025-08-09","19:30:00","FINISHED"
1,"FC Famalicão",5531,"CD Santa Clara",5530,3,0,"H","2025-08-10","16:00:00","FINISHED"
1,"Sporting Clube de Braga",5613,"CD Tondela",1049,3,0,"H","2025-08-10","19:30:00","FINISHED"
1,"Moreirense FC",583,"FC Alverca",7822,2,1,"H","2025-08-10","19:30:00","FINISHED"
1,"GD Estoril Praia",582,"CF Estrela da Amadora",9136,1,1,"D","2025-08-11","17:45:00","FINISHED"
1,"FC Porto",503,"Vitória SC",5543,3,0,"H","2025-08-11","19:45:00","FINISHED"
2,"AVS",10340,"Casa Pia AC",6618,0,2,"A","2025-08-15","14:45:00","FINISHED"
2,"CD Tondela",1049,"FC Famalicão",5531,0,1,"A","2025-08-16","14:30:00","FINISHED"
2,"Vitória SC",5543,"GD Estoril Praia",582,3,2,"H","2025-08-16","17:00:00","FINISHED"
2,"CF Estrela da Amadora",9136,"Sport Lisboa e Benfica",1903,0,1,"A","2025-08-16","19:30:00","FINISHED"
2,"Rio Ave FC",496,"CD Nacional",5529,1,1,"D","2025-08-17","14:30:00","FINISHED"
2,"FC Alverca",7822,"Sporting Clube de Braga",5613,0,3,"A","2025-08-17","17:00:00","FINISHED"
2,"CD Santa Clara",5530,"Moreirense FC",583,0,1,"A","2025-08-17","17:00:00","FINISHED"
2,"Sporting Clube de Portugal",498,"FC Arouca",712,6,0,"H","2025-08-17","19:30:00","FINISHED"
2,"Gil Vicente FC",5533,"FC Porto",503,0,2,"A","2025-08-18","19:15:00","FINISHED"
3,"Moreirense FC",583,"Vitória SC",5543,2,0,"H","2025-08-23","15:00:00","FINISHED"
3,"CD Nacional",5529,"Sporting Clube de Portugal",498,1,4,"A","2025-08-23","17:00:00","FINISHED"
3,"FC Arouca",712,"Rio Ave FC",496,3,3,"D","2025-08-23","19:30:00","FINISHED"
3,"Sport Lisboa e Benfica",1903,"CD Tondela",1049,3,0,"H","2025-08-23","19:30:00","FINISHED"
