"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Hei","yes",3,2,2,"1.45","-0.34","-0.34"
"2","A","Kln","yes",3,1,2,"1.47","-0.35","-0.69"
"3","A","Hof","yes",0,-2,1,"1.04","0.04","-0.65"
"4","H","UnB","yes",3,1,2,"1.87","-0.72","-1.36"
"5","A","Dor","yes",0,-1,0,"0.56","0.48","-0.88"
"6","H","Fra","yes",3,2,2,"1.32","-0.22","-1.10"
"7","A","Stu","yes",0,-2,1,"0.24","0.78","-0.32"
"8","H","Lev","yes",0,-1,1,"0.15","0.86","0.54"
"9","A","Aug","yes",0,-1,2,"1.00","0.08","0.62"
"10","H","Bre","yes",1,0,2,"1.39","-0.28","0.34"
"11","A","BMg","yes",0,-4,0,"1.17","-0.08","0.26"
"12","H","Lei","yes",3,1,2,"0.76","0.30","0.56"
"13","A","Boc","yes",0,-2,1,"1.07","0.02","0.58"
"14","H","Fbg","yes",0,-1,0,"1.21","-0.12","0.46"
"15","A","Dar","yes",3,1,1,"2.16","-0.99","-0.52"
"16","H","Mun","yes",0,-1,1,"0.71","0.35","-0.18"
"17","A","Mai","yes",1,0,1,"1.06","0.02","-0.15"
"18","A","Hei","yes",1,0,1,"0.90","0.17","0.02"
"19","H","Kln","yes",1,0,1,"1.81","-0.67","-0.64"
"20","H","Hof","yes",1,0,2,"1.04","0.04","-0.60"
"21","A","UnB","yes",0,-1,0,"1.07","0.02","-0.58"
"22","H","Dor","yes",1,0,1,"0.68","0.38","-0.20"
"23","A","Fra","yes",1,0,2,"0.75","0.31","0.11"
"24","H","Stu","yes",0,-1,2,"0.62","0.43","0.54"
"25","A","Lev","yes",0,-2,0,"0.16","0.86","1.40"
"26","H","Aug","yes",0,-2,1,"1.52","-0.40","1.00"
"27","A","Bre","yes",3,2,2,"0.95","0.13","1.13"
"28","H","BMg","yes",0,-2,1,"1.66","-0.53","0.60"
"29","A","Lei","yes",0,-3,0,"0.41","0.62","1.22"
"30","H","Boc","yes",3,1,1,"1.87","-0.72","0.50"
"31","A","Fbg","yes",3,1,2,"1.10","-0.01","0.49"
"32","H","Dar","yes",3,3,3,"1.86","-0.71","-0.21"
"33","A","Mun","yes",0,-2,0,"0.22","0.80","0.59"
"34","H","Mai","yes",0,-2,1,"1.73","-0.59","-0.00"
