"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Fra","yes",0,-1,0,"0.54","0.01","0.01"
"2","H","UnB","yes",0,-3,1,"0.69","-0.26","-0.24"
"3","A","Lev","yes",0,-4,1,"0.12","0.79","0.54"
"4","H","BMg","yes",1,0,3,"0.61","-0.11","0.43"
"5","A","Stu","yes",0,-2,1,"0.21","0.62","1.05"
"6","H","Bre","yes",3,2,4,"0.47","0.14","1.19"
"7","A","Aug","yes",3,1,2,"0.73","-0.33","0.86"
"8","H","Lei","yes",0,-2,1,"0.18","0.67","1.54"
"9","A","Mun","yes",0,-8,0,"0.16","0.71","2.25"
"10","H","Boc","yes",0,-1,1,"0.90","-0.64","1.61"
"11","H","Mai","yes",1,0,0,"0.82","-0.50","1.11"
"12","A","Fbg","yes",1,0,1,"0.82","-0.50","0.61"
"13","H","Kln","yes",0,-1,0,"0.69","-0.26","0.35"
"14","A","Hei","yes",0,-1,2,"0.67","-0.22","0.13"
"15","H","Wol","yes",0,-1,0,"0.51","0.06","0.19"
"16","A","Hof","yes",1,0,3,"0.94","-0.72","-0.53"
"17","H","Dor","yes",0,-3,0,"0.15","0.73","0.19"
"18","H","Fra","yes",1,0,2,"0.41","0.26","0.45"
"19","A","UnB","yes",0,-1,0,"0.81","-0.47","-0.02"
"20","H","Lev","yes",0,-2,0,"0.04","0.92","0.89"
"21","A","BMg","yes",1,0,0,"0.90","-0.65","0.25"
"22","H","Stu","yes",0,-1,1,"0.18","0.68","0.93"
"23","A","Bre","yes",1,0,1,"0.72","-0.31","0.62"
"24","H","Aug","yes",0,-6,0,"0.49","0.10","0.72"
"25","A","Lei","yes",0,-2,0,"0.26","0.53","1.25"
"26","H","Mun","yes",0,-3,2,"0.15","0.73","1.99"
"27","A","Boc","yes",1,0,2,"0.81","-0.49","1.50"
"28","A","Mai","yes",0,-4,0,"0.95","-0.73","0.77"
"29","H","Fbg","yes",0,-1,0,"0.31","0.44","1.21"
"30","A","Kln","yes",3,2,2,"1.33","-1.43","-0.22"
"31","H","Hei","yes",0,-1,0,"0.48","0.13","-0.10"
"32","A","Wol","no",NA,NA,NA,"0.82","-0.50","-0.60"
"33","H","Hof","no",NA,NA,NA,"0.31","0.43","-0.16"
"34","A","Dor","no",NA,NA,NA,"0.46","0.16","0.00"
