"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Wol","yes",0,-2,0,"1.19","0.04","0.04"
"2","H","Hof","yes",0,-1,2,"1.28","-0.04","0.00"
"3","A","Dor","yes",1,0,2,"0.61","0.50","0.50"
"4","H","Bre","yes",3,2,4,"1.64","-0.33","0.17"
"5","A","Lev","yes",0,-3,1,"0.17","0.86","1.04"
"6","H","UnB","yes",3,1,1,"2.09","-0.69","0.34"
"7","A","Fra","yes",0,-2,0,"0.81","0.34","0.69"
"8","H","Aug","yes",0,-3,2,"1.77","-0.43","0.25"
"9","A","BMg","yes",0,-1,1,"1.25","-0.01","0.24"
"10","H","Stu","yes",3,2,2,"0.81","0.35","0.59"
"11","A","Mun","yes",0,-2,2,"0.24","0.81","1.40"
"12","H","Boc","yes",1,0,0,"2.09","-0.69","0.71"
"13","A","Lei","yes",0,-1,1,"0.45","0.64","1.34"
"14","H","Dar","yes",3,1,3,"2.08","-0.68","0.66"
"15","A","Mai","yes",3,1,1,"1.14","0.08","0.74"
"16","H","Fbg","yes",3,1,3,"1.47","-0.19","0.55"
"17","A","Kln","yes",1,0,1,"1.55","-0.26","0.30"
"18","H","Wol","yes",1,0,1,"1.77","-0.44","-0.14"
"19","A","Hof","yes",1,0,1,"1.12","0.10","-0.04"
"20","H","Dor","yes",1,0,0,"0.87","0.30","0.25"
"21","A","Bre","yes",3,1,2,"1.02","0.18","0.43"
"22","H","Lev","yes",0,-1,1,"0.20","0.84","1.27"
"23","A","UnB","yes",1,0,2,"1.14","0.08","1.34"
"24","H","Fra","yes",0,-1,1,"1.58","-0.28","1.07"
"25","A","Aug","yes",0,-1,0,"1.08","0.13","1.20"
"26","H","BMg","yes",1,0,1,"1.90","-0.54","0.66"
"27","A","Stu","yes",1,0,3,"0.27","0.78","1.44"
"28","H","Mun","yes",3,1,3,"0.91","0.26","1.70"
"29","A","Boc","yes",1,0,1,"1.14","0.08","1.78"
"30","H","Lei","yes",0,-1,1,"0.97","0.21","1.99"
"31","A","Dar","yes",3,1,1,"2.22","-0.80","1.19"
"32","H","Mai","yes",1,0,1,"1.96","-0.59","0.60"
"33","A","Fbg","yes",1,0,1,"1.18","0.05","0.65"
"34","H","Kln","yes",3,3,4,"2.04","-0.65","-0.00"
